"","date","nox","no","no2","h2s","pm10","co","so2","o3","hcnm","hct","wd","ws"
"2760",2016-12-18 23:00:00,76,20,47,4.9,NA,NA,NA,NA,NA,NA,327.645320080033,1.69583333333333
"2761",2016-12-19 23:00:00,78,17,52,4.2,NA,NA,NA,NA,NA,NA,313.948948033203,2.85833333333333
"2762",2016-12-20 23:00:00,32,4,27,2.5,NA,NA,NA,NA,NA,NA,309.774843198905,2.80208333333333
"2763",2016-12-21 23:00:00,127,50,50,4.2,NA,NA,NA,NA,NA,NA,312.889495430727,2.3
"2764",2016-12-22 23:00:00,132,54,51,3.9,NA,NA,NA,NA,NA,NA,311.519825664525,3.17916666666667
"2765",2016-12-23 23:00:00,127,54,45,7,NA,NA,NA,NA,NA,NA,307.735067026167,2.35625
"2766",2016-12-24 23:00:00,51,11,34,5.9,NA,NA,NA,NA,NA,NA,312.926990554777,3.62916666666667
"2767",2016-12-25 23:00:00,41,9,28,5.2,NA,NA,NA,NA,NA,NA,314.169860722465,1.87083333333333
"2768",2016-12-26 23:00:00,159,75,45,7.9,NA,NA,NA,NA,NA,NA,327.923258257566,2.06666666666667
"2769",2016-12-27 23:00:00,225,118,45,6.8,NA,NA,NA,NA,NA,NA,317.323654227066,1.90625
"2770",2016-12-28 23:00:00,148,67,45,5.2,NA,NA,NA,NA,NA,NA,312.922235517736,2.82083333333333
"2771",2016-12-29 23:00:00,181,92,40,1.9,NA,NA,NA,NA,NA,NA,324.872327312634,1.7625
"2772",2016-12-30 23:00:00,194,97,46,2.7,NA,NA,NA,NA,NA,NA,313.489142946028,1.60833333333333
"2773",2016-12-31 23:00:00,127,51,48,1.7,NA,NA,NA,NA,NA,NA,315.493857030931,2.5125
"2774",2017-01-01 23:00:00,82,29,38,2.8,NA,NA,NA,NA,NA,NA,305.474665476761,2.32708333333333
"2775",2017-01-02 23:00:00,31,3,26,2,NA,NA,NA,NA,NA,NA,315.917359967652,2.42083333333333
"2776",2017-01-03 23:00:00,90,35,37,2.8,NA,NA,NA,NA,NA,NA,306.597100159111,2.39583333333333
"2777",2017-01-04 23:00:00,48,6,40,1,NA,NA,NA,NA,NA,NA,310.95777027387,1.85833333333333
"2778",2017-01-05 23:00:00,134,54,51,2,NA,NA,NA,NA,NA,NA,314.22176067462,1.91041666666667
"2779",2017-01-06 23:00:00,147,59,56,2.5,NA,NA,NA,NA,NA,NA,320.581270960406,1.66666666666667
"2780",2017-01-07 23:00:00,123,44,55,5.5,NA,NA,NA,NA,NA,NA,313.512144878346,3.15
"2781",2017-01-08 23:00:00,84,13,65,1,NA,NA,NA,NA,NA,NA,317.723245772479,2.13125
"2782",2017-01-09 23:00:00,113,38,56,1.3,NA,NA,NA,NA,NA,NA,314.420476986272,1.72083333333333
"2783",2017-01-10 23:00:00,395,213,70,NA,NA,NA,NA,NA,NA,NA,300.613522988006,1.76666666666667
"2784",2017-01-11 23:00:00,244,104,85,NA,NA,NA,NA,NA,NA,NA,310.789124187818,1.73125
"2785",2017-01-12 23:00:00,220,104,60,NA,NA,NA,NA,NA,NA,NA,301.018018080145,4.25208333333333
"2786",2017-01-13 23:00:00,112,29,67,1.2,NA,NA,NA,NA,NA,NA,320.634070807309,3.45833333333333
"2787",2017-01-14 23:00:00,117,30,72,1,NA,NA,NA,NA,NA,NA,316.828451674774,2.57291666666667
"2788",2017-01-15 23:00:00,115,36,60,1,NA,NA,NA,NA,NA,NA,310.785997621818,1.78958333333333
"2789",2017-01-16 23:00:00,217,96,72,1,NA,NA,NA,NA,NA,NA,5.23366832584242,3.44583333333333
"2790",2017-01-17 23:00:00,143,56,58,3.7,NA,NA,NA,NA,NA,NA,306.859452446997,2.55416666666667
"2791",2017-01-18 23:00:00,50,5,42,1,NA,NA,NA,NA,NA,NA,55.9653035895556,3.69166666666667
"2792",2017-01-19 23:00:00,32,5,25,1,NA,NA,NA,NA,NA,NA,66.6272642468551,5.09375
"2793",2017-01-20 23:00:00,17,2,14,1,NA,NA,NA,NA,NA,NA,30.6913145317322,2.97291666666667
"2794",2017-01-21 23:00:00,48,7,38,2,NA,NA,NA,NA,NA,NA,36.6705493262009,2.0875
"2795",2017-01-22 23:00:00,79,19,51,1.3,NA,NA,NA,NA,NA,NA,327.566905559152,1.6125
"2796",2017-01-23 23:00:00,67,14,47,3.5,NA,NA,NA,NA,NA,NA,311.016722628177,2.23333333333333
"2797",2017-01-24 23:00:00,197,94,53,5.9,NA,NA,NA,NA,NA,NA,42.978357606888,1.58958333333333
"2798",2017-01-25 23:00:00,92,18,66,3.7,NA,NA,NA,NA,NA,NA,319.064469212195,1.20833333333333
"2799",2017-01-26 23:00:00,123,46,53,3.7,NA,NA,NA,NA,NA,NA,77.0326828515315,1.75
"2800",2017-01-27 23:00:00,81,13,62,3,NA,NA,NA,NA,NA,NA,354.601206998881,1.77291666666667
"2801",2017-01-28 23:00:00,101,42,37,4.7,NA,NA,NA,NA,NA,NA,314.540554842809,1.55
"2802",2017-01-29 23:00:00,134,50,59,5.2,NA,NA,NA,NA,NA,NA,298.377862973193,1.49583333333333
"2803",2017-01-30 23:00:00,249,127,56,5,NA,NA,NA,NA,NA,NA,294.688148023333,1.7125
"2804",2017-01-31 23:00:00,171,73,60,5.4,NA,NA,NA,NA,NA,NA,312.697487181606,1.34166666666667
"2805",2017-02-01 23:00:00,64,8,52,4,NA,NA,NA,NA,NA,NA,301.707167158213,1.75208333333333
"2806",2017-02-02 23:00:00,77,20,48,5.3,NA,NA,NA,NA,NA,NA,305.298949591559,2.13333333333333
"2807",2017-02-03 23:00:00,110,30,64,7.2,NA,NA,NA,NA,NA,NA,295.328690627302,3.26875
"2808",2017-02-04 23:00:00,85,15,62,5.5,NA,NA,NA,NA,NA,NA,303.584672827623,5.3
"2809",2017-02-05 23:00:00,7,1,5,5.4,NA,NA,NA,NA,NA,NA,297.521220763457,5.21875
"2810",2017-02-06 23:00:00,20,2,18,5.5,NA,NA,NA,NA,NA,NA,352.073317152922,1.98333333333333
"2811",2017-02-07 23:00:00,241,108,75,NA,NA,NA,NA,NA,NA,NA,303.311609154557,2.60208333333333
"2812",2017-02-08 23:00:00,140,48,67,NA,NA,NA,NA,NA,NA,NA,276.503304031345,1.84166666666667
"2813",2017-02-09 23:00:00,184,74,72,NA,NA,NA,NA,NA,NA,NA,311.897404493904,1.23541666666667
"2814",2017-02-10 23:00:00,198,80,76,NA,NA,NA,NA,NA,NA,NA,82.1492940079897,2.3625
"2815",2017-02-11 23:00:00,26,4,20,NA,NA,NA,NA,NA,NA,NA,95.7363535866733,4.77083333333333
"2816",2017-02-12 23:00:00,30,4,24,NA,NA,NA,NA,NA,NA,NA,85.7742860186028,4.31666666666667
"2817",2017-02-13 23:00:00,103,22,69,NA,NA,NA,NA,NA,NA,NA,133.891957714513,1.58333333333333
"2818",2017-02-14 23:00:00,168,60,77,NA,NA,NA,NA,NA,NA,NA,112.269983991312,1.64791666666667
"2819",2017-02-15 23:00:00,73,13,53,NA,NA,NA,NA,NA,NA,NA,146.566147740629,1.44583333333333
"2820",2017-02-16 23:00:00,109,38,52,NA,NA,NA,NA,NA,NA,NA,297.358701500182,1.525
"2821",2017-02-17 23:00:00,127,42,62,NA,NA,NA,NA,NA,NA,NA,192.371547432948,2.02708333333333
"2822",2017-02-18 23:00:00,143,37,87,NA,NA,NA,NA,NA,NA,NA,231.334348854048,1.83541666666667
"2823",2017-02-19 23:00:00,75,9,61,NA,NA,NA,NA,NA,NA,NA,313.97737333484,2.12708333333333
"2824",2017-02-20 23:00:00,108,32,58,NA,NA,NA,NA,NA,NA,NA,308.800079725319,2.20625
"2825",2017-02-21 23:00:00,113,29,68,NA,NA,NA,NA,NA,NA,NA,304.262393705,2.13125
"2826",2017-02-22 23:00:00,133,31,85,NA,NA,NA,NA,NA,NA,NA,317.315480770449,2.12916666666667
"2827",2017-02-23 23:00:00,324,166,71,NA,NA,NA,NA,NA,NA,NA,326.428434816651,0.983333333333333
"2828",2017-02-24 23:00:00,208,108,43,NA,NA,NA,NA,NA,NA,NA,296.749786311764,1.76666666666667
"2829",2017-02-25 23:00:00,75,12,57,NA,NA,NA,NA,NA,NA,NA,307.013184509744,1.80833333333333
"2830",2017-02-26 23:00:00,123,34,71,NA,NA,NA,NA,NA,NA,NA,295.996695095922,2.35416666666667
"2831",2017-02-27 23:00:00,37,2,34,NA,NA,NA,NA,NA,NA,NA,294.002065764129,3.48958333333333
"2832",2017-02-28 23:00:00,16,2,14,NA,NA,NA,NA,NA,NA,NA,295.033498192248,2.16041666666667
"2833",2017-03-01 23:00:00,31,2,28,NA,NA,NA,NA,NA,NA,NA,226.392955624739,1.98333333333333
"2834",2017-03-02 23:00:00,163,65,64,NA,NA,NA,NA,NA,NA,NA,119.985059472774,2.33541666666667
"2835",2017-03-03 23:00:00,38,6,29,NA,NA,NA,NA,NA,NA,NA,277.946384082149,4.58333333333333
"2836",2017-03-04 23:00:00,73,13,54,NA,NA,NA,NA,NA,NA,NA,301.105460142292,2.70416666666667
"2837",2017-03-05 23:00:00,62,8,50,NA,NA,NA,NA,NA,NA,NA,305.673410012341,4.38541666666667
"2838",2017-03-06 23:00:00,10,2,9,NA,NA,NA,NA,NA,NA,NA,283.484716315805,3.3
"2839",2017-03-07 23:00:00,138,33,87,NA,NA,NA,NA,NA,NA,NA,292.011658920182,1.51458333333333
"2840",2017-03-08 23:00:00,145,52,66,NA,NA,NA,NA,NA,NA,NA,162.668305665498,2.10416666666667
"2841",2017-03-09 23:00:00,235,98,86,NA,NA,NA,NA,NA,NA,NA,296.126498886334,1.57083333333333
"2842",2017-03-10 23:00:00,125,30,79,NA,NA,NA,NA,NA,NA,NA,164.055594449844,2.12083333333333
"2843",2017-03-11 23:00:00,136,37,79,NA,NA,NA,NA,NA,NA,NA,157.267776889545,1.625
"2844",2017-03-12 23:00:00,76,11,60,NA,NA,NA,NA,NA,NA,NA,65.2857026702071,2.28333333333333
"2845",2017-03-13 23:00:00,161,60,70,NA,NA,NA,NA,NA,NA,NA,277.089156670947,2.41666666666667
"2846",2017-03-14 23:00:00,125,34,73,NA,NA,NA,NA,NA,NA,NA,225.558328582429,2.16041666666667
"2847",2017-03-15 23:00:00,136,39,77,NA,NA,NA,NA,NA,NA,NA,200.751751352765,2.04166666666667
"2848",2017-03-16 23:00:00,167,50,91,NA,NA,NA,NA,NA,NA,NA,306.780061016438,2.17291666666667
"2849",2017-03-17 23:00:00,109,15,86,NA,NA,NA,NA,NA,NA,NA,224.962947152866,2.72291666666667
"2850",2017-03-18 23:00:00,113,18,85,NA,NA,NA,NA,NA,NA,NA,184.641807322342,1.9125
"2851",2017-03-19 23:00:00,121,24,85,NA,NA,NA,NA,NA,NA,NA,163.815619201605,2.31458333333333
"2852",2017-03-20 23:00:00,158,45,89,NA,NA,NA,NA,NA,NA,NA,158.408749109103,2.2625
"2853",2017-03-21 23:00:00,70,13,51,NA,NA,NA,NA,NA,NA,NA,239.063333469968,2.1875
"2854",2017-03-22 23:00:00,140,42,77,NA,NA,NA,NA,NA,NA,NA,294.649820386417,2.12916666666667
"2855",2017-03-23 23:00:00,144,40,84,3,NA,NA,NA,NA,NA,NA,324.105975721082,2.17708333333333
"2856",2017-03-24 23:00:00,15,2,12,1,NA,NA,NA,NA,NA,NA,292.38098757409,2.42291666666667
"2857",2017-03-25 23:00:00,53,7,42,2.4,NA,NA,NA,NA,NA,NA,240.481512765652,1.52916666666667
"2858",2017-03-27 00:00:00,88,19,59,1,NA,NA,NA,NA,NA,NA,54.874220110725,1.6875
"2859",2017-03-28 00:00:00,93,18,66,1,NA,NA,NA,NA,NA,NA,197.973593939748,2.10833333333333
"2860",2017-03-29 00:00:00,70,6,61,2.2,NA,NA,NA,NA,NA,NA,228.700209630571,1.975
"2861",2017-03-30 00:00:00,86,10,71,NA,NA,NA,NA,NA,NA,NA,271.047058879894,2.08333333333333
"2862",2017-03-31 00:00:00,49,4,42,1,NA,NA,NA,NA,NA,NA,239.165482352301,2.17916666666667
"2863",2017-04-01 00:00:00,101,24,65,1,NA,NA,NA,NA,NA,NA,121.339624989577,1.74166666666667
"2864",2017-04-02 00:00:00,60,9,47,1,NA,NA,NA,NA,NA,NA,198.654358659799,2.40208333333333
"2865",2017-04-03 00:00:00,96,22,63,NA,NA,NA,NA,NA,NA,NA,306.918336375141,2.4
"2866",2017-04-04 00:00:00,96,17,71,NA,NA,NA,NA,NA,NA,NA,292.800210329094,2.37083333333333
"2867",2017-04-05 00:00:00,27,1,25,NA,NA,NA,NA,NA,NA,NA,307.971029581682,1.93333333333333
"2868",2017-04-06 00:00:00,60,6,52,NA,NA,NA,NA,NA,NA,NA,265.051748124832,2.5875
"2869",2017-04-07 00:00:00,173,61,80,NA,NA,NA,NA,NA,NA,NA,201.011286031006,2.45625
"2870",2017-04-08 00:00:00,55,4,50,NA,NA,NA,NA,NA,NA,NA,217.079484466811,2.35625
"2871",2017-04-09 00:00:00,46,2,44,NA,NA,NA,NA,NA,NA,NA,242.618241144314,2.15833333333333
"2872",2017-04-10 00:00:00,37,2,35,NA,NA,NA,NA,NA,NA,NA,302.24575406285,2.2
"2873",2017-04-11 00:00:00,40,2,37,NA,NA,NA,NA,NA,NA,NA,149.227929071817,2.81458333333333
"2874",2017-04-12 00:00:00,78,7,68,NA,NA,NA,NA,NA,NA,NA,153.538621020828,2.20833333333333
"2875",2017-04-13 00:00:00,83,10,68,NA,NA,NA,NA,NA,NA,NA,170.670681107222,2.4125
"2876",2017-04-14 00:00:00,58,3,54,NA,NA,NA,NA,NA,NA,NA,164.025502681815,2.4625
"2877",2017-04-15 00:00:00,51,5,43,NA,NA,NA,NA,NA,NA,NA,162.858712941267,2.37916666666667
"2878",2017-04-16 00:00:00,93,14,71,NA,NA,NA,NA,NA,NA,NA,286.605864838597,1.93333333333333
"2879",2017-04-17 00:00:00,85,12,66,NA,NA,NA,NA,NA,NA,NA,171.415547470587,1.77291666666667
"2880",2017-04-18 00:00:00,11,2,9,NA,NA,NA,NA,NA,NA,NA,157.651482054564,2.75208333333333
"2881",2017-04-19 00:00:00,65,3,60,NA,NA,NA,NA,NA,NA,NA,126.860535087926,2.11041666666667
"2882",2017-04-20 00:00:00,70,5,63,NA,NA,NA,NA,NA,NA,NA,125.155661435717,2.09375
"2883",2017-04-21 00:00:00,108,15,85,NA,NA,NA,NA,NA,NA,NA,168.403587801397,2.69375
"2884",2017-04-22 00:00:00,31,2,28,NA,NA,NA,NA,NA,NA,NA,289.083446693224,2.05416666666667
"2885",2017-04-23 00:00:00,65,3,60,NA,NA,NA,NA,NA,NA,NA,206.650605058073,2.28125
"2886",2017-04-24 00:00:00,76,5,69,NA,NA,NA,NA,NA,NA,NA,165.669528318751,2.79375
"2887",2017-04-25 00:00:00,45,3,40,NA,NA,NA,NA,NA,NA,NA,247.455604320868,2.06875
"2888",2017-04-26 00:00:00,33,4,27,NA,NA,NA,NA,NA,NA,NA,85.8449624998677,1.77708333333333
"2889",2017-04-27 00:00:00,77,28,36,NA,NA,NA,NA,NA,NA,NA,276.855611081804,1.42708333333333
"2890",2017-04-28 00:00:00,137,40,75,NA,NA,NA,NA,NA,NA,NA,199.228216597288,2.34166666666667
"2891",2017-04-29 00:00:00,27,2,26,NA,NA,NA,NA,NA,NA,NA,263.146476726174,1.96666666666667
"2892",2017-04-30 00:00:00,14,1,13,NA,NA,NA,NA,NA,NA,NA,238.483533242301,2.32083333333333
"2893",2017-05-01 00:00:00,78,9,65,NA,NA,NA,NA,NA,NA,NA,192.561635591624,2.625
"2894",2017-05-02 00:00:00,34,3,29,NA,NA,NA,NA,NA,NA,NA,303.174336142694,2.00208333333333
"2895",2017-05-03 00:00:00,85,22,52,NA,NA,NA,NA,NA,NA,NA,103.27682643247,1.6375
"2896",2017-05-04 00:00:00,67,5,61,NA,NA,NA,NA,NA,NA,NA,154.963731228657,2.24583333333333
"2897",2017-05-05 00:00:00,56,3,51,NA,NA,NA,NA,NA,NA,NA,114.807690410109,2.62291666666667
"2898",2017-05-06 00:00:00,52,8,41,NA,NA,NA,NA,NA,NA,NA,301.431129986994,3.93541666666667
"2899",2017-05-07 00:00:00,50,3,47,NA,NA,NA,NA,NA,NA,NA,160.596113749196,2.35625
"2900",2017-05-08 00:00:00,60,4,55,NA,NA,NA,NA,NA,NA,NA,168.320911218082,2.16875
"2901",2017-05-09 00:00:00,41,3,37,NA,NA,NA,NA,NA,NA,NA,163.907853238233,2.51041666666667
"2902",2017-05-10 00:00:00,21,2,19,NA,NA,NA,NA,NA,NA,NA,127.813032061957,2.21875
"2903",2017-05-11 00:00:00,63,14,41,NA,NA,NA,NA,NA,NA,NA,102.057357878969,1.90416666666667
"2904",2017-05-12 00:00:00,62,6,54,NA,NA,NA,NA,NA,NA,NA,294.493365039801,2.75208333333333
"2905",2017-05-13 00:00:00,28,4,23,NA,NA,NA,NA,NA,NA,NA,295.350980271235,2.73125
"2906",2017-05-14 00:00:00,47,3,42,NA,NA,NA,NA,NA,NA,NA,173.080335078531,2.41458333333333
"2907",2017-05-15 00:00:00,74,8,62,NA,NA,NA,NA,NA,NA,NA,169.437443445425,2.51875
"2908",2017-05-16 00:00:00,109,20,79,NA,NA,NA,NA,NA,NA,NA,171.94087572668,2.60416666666667
"2909",2017-05-17 00:00:00,54,5,47,NA,NA,NA,NA,NA,NA,NA,158.712337652758,2.47916666666667
"2910",2017-05-18 00:00:00,10,1,9,NA,NA,NA,NA,NA,NA,NA,268.547319801078,2.56041666666667
"2911",2017-05-19 00:00:00,35,4,29,NA,NA,NA,NA,NA,NA,NA,302.868332046239,2.85833333333333
"2912",2017-05-20 00:00:00,36,3,32,NA,NA,NA,NA,NA,NA,NA,142.962720616659,2.84375
"2913",2017-05-21 00:00:00,79,12,62,NA,NA,NA,NA,NA,NA,NA,212.066202332422,2.06666666666667
"2914",2017-05-22 00:00:00,65,5,57,NA,NA,NA,NA,NA,NA,NA,156.704944574854,2.71875
"2915",2017-05-23 00:00:00,60,3,55,NA,NA,NA,NA,NA,NA,NA,179.091432021156,2.425
"2916",2017-05-24 00:00:00,44,3,40,NA,NA,NA,NA,NA,NA,NA,262.858304338175,2.25625
"2917",2017-05-25 00:00:00,71,5,64,NA,NA,NA,NA,NA,NA,NA,255.935872655277,2.17708333333333
"2918",2017-05-26 00:00:00,63,4,56,NA,NA,NA,NA,NA,NA,NA,170.552996160619,2.88333333333333
"2919",2017-05-27 00:00:00,51,6,42,NA,NA,NA,NA,NA,NA,NA,132.148629096295,2.7875
"2920",2017-05-28 00:00:00,58,3,54,NA,NA,NA,NA,NA,NA,NA,172.996375990799,2.1875
"2921",2017-05-29 00:00:00,79,6,70,NA,NA,NA,NA,NA,NA,NA,160.135669708268,2.45625
"2922",2017-05-30 00:00:00,92,14,70,NA,NA,NA,NA,NA,NA,NA,97.729991510177,1.60833333333333
"2923",2017-05-31 00:00:00,52,2,49,NA,NA,NA,NA,NA,NA,NA,184.895486865123,2.42708333333333
"2924",2017-06-01 00:00:00,55,2,52,NA,NA,NA,NA,NA,NA,NA,158.970190796611,2.9
"2925",2017-06-02 00:00:00,28,2,25,NA,NA,NA,NA,NA,NA,NA,169.214658470047,2.81666666666667
"2926",2017-06-03 00:00:00,40,3,36,NA,NA,NA,NA,NA,NA,NA,300.379626888358,1.76666666666667
"2927",2017-06-04 00:00:00,43,6,35,NA,NA,NA,NA,NA,NA,NA,321.113699658348,1.77291666666667
"2928",2017-06-05 00:00:00,21,1,20,NA,NA,NA,NA,NA,NA,NA,279.214732036107,1.99166666666667
"2929",2017-06-06 00:00:00,13,2,10,NA,NA,NA,NA,NA,NA,NA,129.73369879254,2.73541666666667
"2930",2017-06-07 00:00:00,78,15,56,NA,NA,NA,NA,NA,NA,NA,161.337804365109,2.5875
"2931",2017-06-08 00:00:00,42,5,36,NA,NA,NA,NA,NA,NA,NA,196.150916778377,2.27708333333333
"2932",2017-06-09 00:00:00,29,3,24,NA,NA,NA,NA,NA,NA,NA,155.712391189955,2.6125
"2933",2017-06-10 00:00:00,53,4,47,NA,NA,NA,NA,NA,NA,NA,172.045103810651,2.49375
"2934",2017-06-11 00:00:00,72,7,62,NA,NA,NA,NA,NA,NA,NA,167.933638416397,2.79166666666667
"2935",2017-06-12 00:00:00,65,5,58,NA,NA,NA,NA,NA,NA,NA,170.763810237777,2.53333333333333
"2936",2017-06-13 00:00:00,92,10,77,NA,NA,NA,NA,NA,NA,NA,161.935169869633,2.74375
"2937",2017-06-14 00:00:00,113,12,94,NA,NA,NA,NA,NA,NA,NA,246.921595701419,2.16875
"2938",2017-06-15 00:00:00,84,6,76,5.4,NA,NA,NA,NA,NA,NA,154.514063106277,2.5625
"2939",2017-06-16 00:00:00,60,4,54,NA,NA,NA,NA,NA,NA,NA,195.519976072819,2.38333333333333
"2940",2017-06-17 00:00:00,56,6,48,NA,NA,NA,NA,NA,NA,NA,168.646782535596,2.75833333333333
"2941",2017-06-18 00:00:00,45,4,39,NA,NA,NA,NA,NA,NA,NA,157.216368059579,2.88333333333333
"2942",2017-06-19 00:00:00,58,5,51,NA,NA,NA,NA,NA,NA,NA,163.568745464405,2.44375
"2943",2017-06-20 00:00:00,21,1,20,NA,NA,NA,NA,NA,NA,NA,251.780207888973,2.20416666666667
"2944",2017-06-21 00:00:00,31,2,28,NA,NA,NA,NA,NA,NA,NA,275.262442835067,2.03333333333333
"2945",2017-06-22 00:00:00,25,2,23,NA,NA,NA,NA,NA,NA,NA,252.985537100716,2.325
"2946",2017-06-23 00:00:00,17,2,15,NA,NA,NA,NA,NA,NA,NA,256.95740062714,2.2125
"2947",2017-06-24 00:00:00,20,2,17,NA,NA,NA,NA,NA,NA,NA,172.506727710635,2.29791666666667
"2948",2017-06-25 00:00:00,36,3,31,NA,NA,NA,NA,NA,NA,NA,155.137812196562,2.60416666666667
"2949",2017-06-26 00:00:00,57,6,48,NA,NA,NA,NA,NA,NA,NA,162.315824776253,2.80625
"2950",2017-06-27 00:00:00,73,10,58,NA,NA,NA,NA,NA,NA,NA,155.390963685202,2.74166666666667
"2951",2017-06-28 00:00:00,33,3,29,NA,NA,NA,NA,NA,NA,NA,288.790420641576,3.10208333333333
"2952",2017-06-29 00:00:00,45,4,40,NA,NA,NA,NA,NA,NA,NA,308.47911661164,3.06875
"2953",2017-06-30 00:00:00,21,2,19,NA,NA,NA,NA,NA,NA,NA,310.937548331858,2.80208333333333
"2954",2017-07-01 00:00:00,57,4,50,NA,NA,NA,NA,NA,NA,NA,214.735622133206,2.9
"2955",2017-07-02 00:00:00,56,4,51,NA,NA,NA,NA,NA,NA,NA,192.895318906777,3.19791666666667
"2956",2017-07-03 00:00:00,67,5,59,NA,NA,NA,NA,NA,NA,NA,200.514514632055,2.10416666666667
"2957",2017-07-04 00:00:00,58,9,46,NA,NA,NA,NA,NA,NA,NA,156.076366275923,2.97916666666667
"2958",2017-07-05 00:00:00,43,4,37,NA,NA,NA,NA,NA,NA,NA,179.242157983128,2.53958333333333
"2959",2017-07-06 00:00:00,92,7,83,4,NA,NA,NA,NA,NA,NA,162.397880847756,2.28541666666667
"2960",2017-07-07 00:00:00,103,7,93,5.5,NA,NA,NA,NA,NA,NA,152.54279058535,2.02708333333333
"2961",2017-07-08 00:00:00,26,3,22,2.5,NA,NA,NA,NA,NA,NA,133.567657573377,2.7875
"2962",2017-07-09 00:00:00,33,2,29,1,NA,NA,NA,NA,NA,NA,167.859618744202,2.475
"2963",2017-07-10 00:00:00,46,3,41,2.4,NA,NA,NA,NA,NA,NA,161.753572381715,2.52083333333333
"2964",2017-07-11 00:00:00,41,5,35,2,NA,NA,NA,NA,NA,NA,148.273446918153,2.83958333333333
"2965",2017-07-12 00:00:00,23,2,20,2.2,NA,NA,NA,NA,NA,NA,153.603371206252,2.5625
"2966",2017-07-13 00:00:00,16,2,14,1.3,NA,NA,NA,NA,NA,NA,192.887793159695,2.60833333333333
"2967",2017-07-14 00:00:00,20,3,16,1.9,NA,NA,NA,NA,NA,NA,155.373609312654,3.375
"2968",2017-07-15 00:00:00,34,3,30,2.2,NA,NA,NA,NA,NA,NA,161.037966653647,2.51458333333333
"2969",2017-07-16 00:00:00,15,1,13,2,NA,NA,NA,NA,NA,NA,169.445280404516,2.79583333333333
"2970",2017-07-17 00:00:00,23,2,20,1.7,NA,NA,NA,NA,NA,NA,157.661956996313,2.78541666666667
"2971",2017-07-18 00:00:00,18,1,17,1.4,NA,NA,NA,NA,NA,NA,171.913073830374,2.58125
"2972",2017-07-19 00:00:00,22,2,20,3.2,NA,NA,NA,NA,NA,NA,146.204326648976,2.75
"2973",2017-07-20 00:00:00,20,2,18,2,NA,NA,NA,NA,NA,NA,114.274807912102,2.81041666666667
"2974",2017-07-21 00:00:00,53,5,45,2,NA,NA,NA,NA,NA,NA,302.437040768837,2.06041666666667
"2975",2017-07-22 00:00:00,59,7,49,2.7,NA,NA,NA,NA,NA,NA,182.834079535121,1.95416666666667
"2976",2017-07-23 00:00:00,61,8,49,1.5,NA,NA,NA,NA,NA,NA,161.010461509396,2.4375
"2977",2017-07-24 00:00:00,30,3,26,2,NA,NA,NA,NA,NA,NA,140.468799493341,2.61458333333333
"2978",2017-07-25 00:00:00,11,1,10,NA,NA,NA,NA,NA,NA,NA,190.253236212565,3.22083333333333
"2979",2017-07-26 00:00:00,47,4,42,NA,NA,NA,NA,NA,NA,NA,175.95289069746,2.85208333333333
"2980",2017-07-27 00:00:00,72,6,63,3.7,NA,NA,NA,NA,NA,NA,169.921802184862,2.50416666666667
"2981",2017-07-28 00:00:00,37,4,31,2,NA,NA,NA,NA,NA,NA,155.309048562191,2.80416666666667
"2982",2017-07-29 00:00:00,65,6,57,2.4,NA,NA,NA,NA,NA,NA,165.623611431726,2.31875
"2983",2017-07-30 00:00:00,45,4,39,2.4,NA,NA,NA,NA,NA,NA,163.099005382118,2.64583333333333
"2984",2017-07-31 00:00:00,21,3,16,1.5,NA,NA,NA,NA,NA,NA,122.785181008365,2.93333333333333
"2985",2017-08-01 00:00:00,91,23,57,4.9,NA,NA,NA,NA,NA,NA,141.788800230946,1.69791666666667
"2986",2017-08-02 00:00:00,82,8,71,2.5,NA,NA,NA,NA,NA,NA,168.091907172038,2.2125
"2987",2017-08-03 00:00:00,124,25,86,7.5,NA,NA,NA,NA,NA,NA,174.942399591425,2.38541666666667
"2988",2017-08-04 00:00:00,39,3,35,2.2,NA,NA,NA,NA,NA,NA,157.570800445153,3.04791666666667
"2989",2017-08-05 00:00:00,31,4,25,1,NA,NA,NA,NA,NA,NA,210.576892520561,2.37708333333333
"2990",2017-08-06 00:00:00,22,2,19,1,NA,NA,NA,NA,NA,NA,179.303924136387,2.65
"2991",2017-08-07 00:00:00,23,3,19,1.5,NA,NA,NA,NA,NA,NA,198.211038602474,2.37083333333333
"2992",2017-08-08 00:00:00,48,4,43,1.2,NA,NA,NA,NA,NA,NA,113.168087052428,2.52916666666667
"2993",2017-08-09 00:00:00,21,1,19,1,NA,NA,NA,NA,NA,NA,170.141492115418,2.20625
"2994",2017-08-10 00:00:00,45,5,37,1,NA,NA,NA,NA,NA,NA,296.296484262684,2.6
"2995",2017-08-11 00:00:00,50,3,45,1.2,NA,NA,NA,NA,NA,NA,181.494054880434,2.97916666666667
"2996",2017-08-12 00:00:00,83,8,72,1.2,NA,NA,NA,NA,NA,NA,154.513866745254,2.67708333333333
"2997",2017-08-13 00:00:00,40,3,36,1.7,NA,NA,NA,NA,NA,NA,159.623678939385,2.6875
"2998",2017-08-14 00:00:00,59,4,53,1,NA,NA,NA,NA,NA,NA,170.438906281965,2.88333333333333
"2999",2017-08-15 00:00:00,52,6,44,2.7,NA,NA,NA,NA,NA,NA,154.908033414165,2.18125
