"","date","nox","no","no2","h2s","pm10","co","so2","o3","hcnm","hct","wd","ws"
"1123",2012-06-25 00:00:00,57,4,51,2.3,NA,0.2,2,NA,NA,NA,175.422201184009,2.79375
"1124",2012-06-26 00:00:00,42,2,40,2.9,NA,0.2,2,NA,NA,NA,176.513975525098,2.775
"1125",2012-06-27 00:00:00,40,3,38,3.1,NA,0.2,3,NA,NA,NA,240.035492514546,2.75208333333333
"1126",2012-06-28 00:00:00,56,11,53,3.5,NA,0.2,1,NA,NA,NA,167.179387726901,3.11875
"1127",2012-06-29 00:00:00,66,4,61,4,NA,0.2,1,NA,NA,NA,166.464380048373,2.69375
"1128",2012-06-30 00:00:00,26,15,23,2.1,NA,0.2,3,NA,NA,NA,173.833275163682,2.89583333333333
"1129",2012-07-01 00:00:00,51,6,43,2.4,NA,0.2,1,NA,NA,NA,312.250308931262,2.22916666666667
"1130",2012-07-02 00:00:00,100,22,68,1.8,NA,0.2,1,NA,NA,NA,277.258459073626,2.17291666666667
"1131",2012-07-03 00:00:00,70,7,61,2.2,NA,0.2,2,NA,NA,NA,263.460577490553,1.8
"1132",2012-07-04 00:00:00,62,6,54,2.5,NA,0.2,3,NA,NA,NA,188.844624212406,2.48958333333333
"1133",2012-07-05 00:00:00,47,4,42,2.4,NA,0.2,1,NA,NA,NA,135.997291977242,2.54583333333333
"1134",2012-07-06 00:00:00,44,5,37,2,NA,0.2,1,NA,NA,NA,165.9858351991,2.73958333333333
"1135",2012-07-07 00:00:00,21,3,18,2.2,NA,0.2,1,NA,NA,NA,173.846737285871,2.18958333333333
"1136",2012-07-08 00:00:00,49,3,44,9.8,NA,0.2,2,NA,NA,NA,172.428278487868,2.82083333333333
"1137",2012-07-09 00:00:00,74,11,57,2.4,NA,0.2,1,NA,NA,NA,190.977277975369,2.3875
"1138",2012-07-10 00:00:00,53,6,46,3.2,NA,0.2,1,NA,NA,NA,172.09615424569,2.58541666666667
"1139",2012-07-11 00:00:00,28,3,26,1.7,NA,0.2,2,NA,NA,NA,167.855365099948,3.14583333333333
"1140",2012-07-12 00:00:00,11,2,11,2.7,NA,0.2,1,NA,NA,NA,217.791555791938,3.14583333333333
"1141",2012-07-13 00:00:00,43,3,40,2.1,NA,0.2,1,NA,NA,NA,212.550911734042,2.125
"1142",2012-07-14 00:00:00,22,2,21,2.1,NA,0.2,2,NA,NA,NA,161.632852901425,3.05833333333333
"1143",2012-07-15 00:00:00,20,2,18,1.9,NA,0.2,2,NA,NA,NA,162.667813733303,3.48958333333333
"1144",2012-07-16 00:00:00,32,3,29,1.2,NA,0.2,2,NA,NA,NA,199.151420514926,2.48541666666667
"1145",2012-07-17 00:00:00,22,2,22,1.7,NA,0.2,3,NA,NA,NA,242.693159670129,2.45625
"1146",2012-07-18 00:00:00,47,4,42,1.3,NA,0.3,4,NA,NA,NA,260.60915498687,2.18541666666667
"1147",2012-07-19 00:00:00,32,2,30,1.1,NA,0.2,3,NA,NA,NA,191.796806157956,3.25208333333333
"1148",2012-07-20 00:00:00,28,3,25,1.3,NA,0.2,3,NA,NA,NA,164.908691579379,2.96875
"1149",2012-07-21 00:00:00,18,3,15,1,NA,0.2,2,NA,NA,NA,222.322545498129,2.57083333333333
"1150",2012-07-22 00:00:00,110,21,79,1,NA,0.2,2,NA,NA,NA,182.094658817568,2.69583333333333
"1151",2012-07-23 00:00:00,62,3,59,1.2,NA,0.2,3,NA,NA,NA,179.764694834624,2.60416666666667
"1152",2012-07-24 00:00:00,66,3,63,1.1,NA,0.2,1,NA,NA,NA,257.425341293067,2.37916666666667
"1153",2012-07-25 00:00:00,54,4,49,1.1,NA,0.2,4,NA,NA,NA,260.323484038045,2.29166666666667
"1154",2012-07-26 00:00:00,73,6,64,2.4,NA,0.3,2,NA,NA,NA,175.277254833135,3.07083333333333
"1155",2012-07-27 00:00:00,88,6,80,2,NA,0.3,2,NA,NA,NA,117.579436514636,2.28541666666667
"1156",2012-07-28 00:00:00,22,2,21,1,NA,0.2,1,NA,NA,NA,179.890169525401,2.90208333333333
"1157",2012-07-29 00:00:00,30,2,29,1,NA,0.2,2,NA,NA,NA,175.387141262074,2.86041666666667
"1158",2012-07-30 00:00:00,33,3,29,1.3,NA,0.2,2,NA,NA,NA,174.343489249875,2.09583333333333
"1159",2012-07-31 00:00:00,17,1,17,1,NA,0.2,2,NA,NA,NA,168.068826322317,2.53333333333333
"1160",2012-08-01 00:00:00,17,2,16,1,NA,0.2,2,NA,NA,NA,167.266557266135,2.40833333333333
"1161",2012-08-02 00:00:00,74,5,68,1.1,NA,0.3,3,NA,NA,NA,175.822727012255,2.4
"1162",2012-08-03 00:00:00,58,4,53,1.4,NA,0.2,3,NA,NA,NA,169.626294582711,2.96875
"1163",2012-08-04 00:00:00,44,3,43,1.2,NA,0.2,3,NA,NA,NA,172.997267378829,2.975
"1164",2012-08-05 00:00:00,21,1,20,1.1,NA,0.2,1,NA,NA,NA,171.744207120246,2.64166666666667
"1165",2012-08-06 00:00:00,46,4,40,1,NA,0.2,3,NA,NA,NA,181.440579578882,2.62291666666667
"1166",2012-08-07 00:00:00,49,3,46,1,NA,0.2,1,NA,NA,NA,177.511335294377,2.46458333333333
"1167",2012-08-08 00:00:00,69,3,64,1.2,NA,0.2,2,NA,NA,NA,189.729728087576,2.66875
"1168",2012-08-09 00:00:00,76,5,67,1.1,NA,0.2,1,NA,NA,NA,200.602491783273,2.57916666666667
"1169",2012-08-10 00:00:00,80,4,75,1.1,NA,0.2,2,NA,NA,NA,194.909779238761,2.44583333333333
"1170",2012-08-11 00:00:00,66,4,61,1.4,NA,0.2,3,NA,NA,NA,166.920374088264,2.62083333333333
"1171",2012-08-12 00:00:00,30,2,28,1.1,NA,0.2,3,NA,NA,NA,177.981008388803,2.45625
"1172",2012-08-13 00:00:00,47,3,44,1,NA,0.2,2,NA,NA,NA,247.365610595498,2.09375
"1173",2012-08-14 00:00:00,31,2,28,1.2,NA,0.2,1,NA,NA,NA,232.931913949892,2.06875
"1174",2012-08-15 00:00:00,54,3,52,1.5,NA,0.2,2,NA,NA,NA,196.506352349585,1.80208333333333
"1175",2012-08-16 00:00:00,57,3,53,1.2,NA,0.2,1,NA,NA,NA,155.410438542326,2.47916666666667
"1176",2012-08-17 00:00:00,84,10,69,1.6,NA,0.2,1,NA,NA,NA,175.603088884702,2.57291666666667
"1177",2012-08-18 00:00:00,63,4,58,2,NA,0.2,3,NA,NA,NA,185.193327490598,2.45
"1178",2012-08-19 00:00:00,50,3,48,1.3,NA,0.2,2,NA,NA,NA,186.225269303499,2.1375
"1179",2012-08-20 00:00:00,67,4,61,1.7,NA,0.2,1,NA,NA,NA,253.317855866084,1.72083333333333
"1180",2012-08-21 00:00:00,40,3,37,3.1,NA,0.3,2,NA,NA,NA,304.764168443795,2.23541666666667
"1181",2012-08-22 00:00:00,62,3,59,1.3,NA,0.3,1,NA,NA,NA,212.414101380737,2.14166666666667
"1182",2012-08-23 00:00:00,45,3,43,1.4,NA,0.2,1,NA,NA,NA,171.985768918395,2.29375
"1183",2012-08-24 00:00:00,56,2,54,1.9,NA,0.3,2,NA,NA,NA,166.981209335252,2.82083333333333
"1184",2012-08-25 00:00:00,15,2,15,1.5,NA,0.2,1,NA,NA,NA,166.419760588279,2.88125
"1185",2012-08-26 00:00:00,74,7,64,1.2,NA,0.2,1,NA,NA,NA,242.344764369207,3.03333333333333
"1186",2012-08-27 00:00:00,30,3,26,1.3,NA,0.2,1,NA,NA,NA,221.293075495992,2.25
"1187",2012-08-28 00:00:00,62,6,54,1.9,NA,0.2,4,NA,NA,NA,154.394029695055,2.73541666666667
"1188",2012-08-29 00:00:00,29,3,27,1.5,NA,0.2,2,NA,NA,NA,158.880908773145,2.31458333333333
"1189",2012-08-30 00:00:00,31,3,29,1.9,NA,0.2,1,NA,NA,NA,62.6670937205057,1.59583333333333
"1190",2012-08-31 00:00:00,39,5,31,2.6,NA,0.2,1,NA,NA,NA,338.350359389312,2.4625
"1191",2012-09-01 00:00:00,113,17,87,2.2,NA,0.4,2,NA,NA,NA,317.931448560075,2.31666666666667
"1192",2012-09-02 00:00:00,66,5,59,2.1,NA,0.2,1,NA,NA,NA,225.437046513899,2.125
"1193",2012-09-03 00:00:00,82,5,74,2,NA,0.2,1,NA,NA,NA,280.647209560351,2.44791666666667
"1194",2012-09-04 00:00:00,175,49,99,2.7,NA,0.2,5,NA,NA,NA,194.837252849218,2.34791666666667
"1195",2012-09-05 00:00:00,76,8,64,1.7,NA,0.2,1,NA,NA,NA,237.337424867746,2.24583333333333
"1196",2012-09-06 00:00:00,118,23,85,2.9,NA,0.2,3,NA,NA,NA,269.83368235756,2.14166666666667
"1197",2012-09-07 00:00:00,78,5,71,2,NA,0.2,2,NA,NA,NA,173.884301653013,2.46041666666667
"1198",2012-09-08 00:00:00,14,3,11,1.9,NA,0.2,1,NA,NA,NA,219.379080749637,2.28125
"1199",2012-09-09 00:00:00,21,4,15,1.8,NA,0.2,2,NA,NA,NA,249.779923128533,2.06458333333333
"1200",2012-09-10 00:00:00,47,5,40,3.5,NA,0.2,1,NA,NA,NA,184.963827414915,2.24791666666667
"1201",2012-09-11 00:00:00,73,17,48,2.1,NA,0.2,3,NA,NA,NA,183.505300068926,2.05625
"1202",2012-09-12 00:00:00,17,5,10,1.8,NA,0.2,1,NA,NA,NA,194.184220336499,2.54375
"1203",2012-09-13 00:00:00,50,7,40,2.8,NA,0.2,1,NA,NA,NA,314.290386575661,2.67291666666667
"1204",2012-09-14 00:00:00,125,31,78,3.5,NA,0.2,3,NA,NA,NA,294.838471263767,1.9
"1205",2012-09-15 00:00:00,69,7,59,3,NA,0.2,2,NA,NA,NA,187.109942953075,2.52916666666667
"1206",2012-09-16 00:00:00,75,11,59,2.1,NA,0.2,1,NA,NA,NA,174.435235687149,2.08958333333333
"1207",2012-09-17 00:00:00,111,35,58,2.4,NA,0.3,2,NA,NA,NA,158.364076115418,1.69583333333333
"1208",2012-09-18 00:00:00,31,6,21,NA,NA,0.2,1,NA,NA,NA,153.256257793857,1.90416666666667
"1209",2012-09-19 00:00:00,81,19,52,2.6,NA,0.2,1,NA,NA,NA,203.208557450436,1.91041666666667
"1210",2012-09-20 00:00:00,77,21,45,4.2,NA,0.2,1,NA,NA,NA,184.347876006199,1.54791666666667
"1211",2012-09-21 00:00:00,107,37,51,4,NA,0.2,3,NA,NA,NA,169.788618103256,1.95833333333333
"1212",2012-09-22 00:00:00,45,5,38,3.1,NA,0.2,1,NA,NA,NA,181.19566810244,1.93958333333333
"1213",2012-09-23 00:00:00,72,9,59,2.5,NA,0.2,2,NA,NA,NA,218.338408585786,1.61458333333333
"1214",2012-09-24 00:00:00,87,14,65,3.3,NA,0.2,1,NA,NA,NA,309.215964794006,4.17291666666667
"1215",2012-09-25 00:00:00,93,13,73,9.5,NA,0.3,1,NA,NA,NA,302.609169807205,2.50625
"1216",2012-09-26 00:00:00,67,17,42,6.7,NA,0.2,6,NA,NA,NA,311.60610194842,2.73125
"1217",2012-09-27 00:00:00,32,4,25,2.6,NA,0.2,2,NA,NA,NA,62.9548693636606,1.83125
"1218",2012-09-28 00:00:00,72,14,51,4.4,NA,0.2,1,NA,NA,NA,75.1155343509386,1.66041666666667
"1219",2012-09-29 00:00:00,34,6,26,2.7,NA,0.2,3,NA,NA,NA,61.3651006232999,1.99583333333333
"1220",2012-09-30 00:00:00,40,3,36,2.3,NA,0.2,1,NA,NA,NA,281.026377652424,2.09375
"1221",2012-10-01 00:00:00,84,22,50,1.1,NA,0.2,1,NA,NA,NA,313.346034179442,1.98333333333333
"1222",2012-10-02 00:00:00,85,17,60,1,NA,0.2,2,NA,NA,NA,220.750186202844,1.79375
"1223",2012-10-03 00:00:00,86,22,54,1,NA,0.2,3,NA,NA,NA,264.945311723993,1.47916666666667
"1224",2012-10-04 00:00:00,129,45,61,1,NA,0.2,2,NA,NA,NA,165.424856076929,2.14166666666667
"1225",2012-10-05 00:00:00,107,40,47,1,NA,0.2,3,NA,NA,NA,191.918355591113,1.76458333333333
"1226",2012-10-06 00:00:00,50,8,38,1,NA,0.2,1,NA,NA,NA,186.460977524224,1.87291666666667
"1227",2012-10-07 00:00:00,72,12,54,1,NA,0.2,2,NA,NA,NA,168.744850099943,2.19583333333333
"1228",2012-10-08 00:00:00,51,5,43,1,NA,0.2,3,NA,NA,NA,320.721292686569,1.40208333333333
"1229",2012-10-09 00:00:00,90,29,45,1,NA,0.2,3,NA,NA,NA,157.337094155863,2.39791666666667
"1230",2012-10-10 00:00:00,43,6,33,1.9,NA,0.2,1,NA,NA,NA,178.30549108335,1.92916666666667
"1231",2012-10-11 00:00:00,118,54,37,1,NA,0.2,2,NA,NA,NA,308.818457514598,1.55416666666667
"1232",2012-10-12 00:00:00,37,6,28,1,NA,0.2,1,NA,NA,NA,237.269068219865,1.81041666666667
"1233",2012-10-13 00:00:00,73,26,34,1.1,NA,0.2,1,NA,NA,NA,274.121511686524,1.57916666666667
"1234",2012-10-14 00:00:00,13,4,7,1,NA,0.2,1,NA,NA,NA,311.490921774807,2.5375
"1235",2012-10-15 00:00:00,60,17,35,1,NA,0.2,1,NA,NA,NA,308.846820879129,2.27291666666667
"1236",2012-10-16 00:00:00,96,28,55,2.8,NA,0.2,2,NA,NA,NA,314.436407944928,1.68125
"1237",2012-10-17 00:00:00,78,9,64,1.1,NA,0.2,3,NA,NA,NA,123.9865552915,2.05
"1238",2012-10-18 00:00:00,20,4,14,1,NA,0.2,3,NA,NA,NA,103.134068863612,3.07083333333333
"1239",2012-10-19 00:00:00,93,27,52,1.2,NA,0.3,3,NA,NA,NA,109.825230570907,3.0375
"1240",2012-10-20 00:00:00,52,16,27,1,NA,0.2,1,NA,NA,NA,107.14868302448,3.18333333333333
"1241",2012-10-21 00:00:00,47,7,37,1.6,NA,0.4,5,NA,NA,NA,137.717012091809,2.67291666666667
"1242",2012-10-22 00:00:00,135,70,28,1,NA,0.2,3,NA,NA,NA,14.5103199184614,1.33958333333333
"1243",2012-10-23 00:00:00,104,43,38,1.1,NA,0.2,1,NA,NA,NA,224.081882005044,1.59791666666667
"1244",2012-10-24 00:00:00,128,60,38,1,NA,0.2,6,NA,NA,NA,178.601593267077,1.52083333333333
"1245",2012-10-25 00:00:00,154,61,62,3.2,NA,0.4,3,NA,NA,NA,67.5689498252784,1.39375
"1246",2012-10-26 00:00:00,19,5,12,1,NA,0.2,2,NA,NA,NA,311.393787520815,1.84583333333333
"1247",2012-10-27 00:00:00,24,4,18,1,NA,0.2,1,NA,NA,NA,319.369336966946,3.2375
"1248",2012-10-28 00:00:00,16,4,10,1,NA,0.2,1,NA,NA,NA,319.016442757869,3.95869565217391
"1249",2012-10-28 23:00:00,20,4,15,1,NA,0.2,1,NA,NA,NA,308.58082643817,1.8625
"1250",2012-10-29 23:00:00,162,74,50,2.4,NA,0.3,5,NA,NA,NA,343.177928657687,1.07083333333333
"1251",2012-10-30 23:00:00,131,42,67,2.3,NA,0.3,3,NA,NA,NA,332.998103792761,2.65208333333333
"1252",2012-10-31 23:00:00,188,83,62,2.8,NA,0.3,4,NA,NA,NA,312.840617994039,3.02916666666667
"1253",2012-11-01 23:00:00,73,15,50,2.1,NA,0.3,1,NA,NA,NA,310.657992477408,2.32083333333333
"1254",2012-11-02 23:00:00,111,37,54,1.6,NA,0.3,2,NA,NA,NA,309.735816249815,1.27916666666667
"1255",2012-11-03 23:00:00,92,17,66,1.6,NA,0.2,2,NA,NA,NA,310.71104726336,2.3875
"1256",2012-11-04 23:00:00,18,2,17,1,NA,0.2,2,NA,NA,NA,308.635275151649,3.33958333333333
"1257",2012-11-05 23:00:00,58,8,47,1.6,NA,0.3,1,NA,NA,NA,326.92711605222,1.78958333333333
"1258",2012-11-06 23:00:00,157,85,46,4.6,NA,0.3,3,NA,NA,NA,321.313692705951,1.8625
"1259",2012-11-07 23:00:00,156,69,51,4.3,NA,0.3,4,NA,NA,NA,305.530876706282,1.64791666666667
"1260",2012-11-08 23:00:00,152,49,78,1,NA,0.3,4,NA,NA,NA,332.739864430614,1.54166666666667
"1261",2012-11-09 23:00:00,228,104,70,2.2,NA,0.6,11,NA,NA,NA,313.298929807382,1.875
"1262",2012-11-10 23:00:00,84,21,52,2,NA,0.3,6,NA,NA,NA,349.361548406699,1.23333333333333
"1263",2012-11-11 23:00:00,69,20,38,1.2,NA,0.3,6,NA,NA,NA,320.087733985304,2.57083333333333
"1264",2012-11-12 23:00:00,94,32,46,1.5,NA,0.3,3,NA,NA,NA,350.639303389921,2.28541666666667
"1265",2012-11-13 23:00:00,222,94,79,2.1,NA,0.6,4,NA,NA,NA,77.4147174191775,2.78541666666667
"1266",2012-11-14 23:00:00,51,7,41,1,NA,0.3,1,NA,NA,NA,196.952698826318,1.7125
"1267",2012-11-15 23:00:00,160,72,51,1.5,NA,0.4,3,NA,NA,NA,325.912762499637,1.21458333333333
"1268",2012-11-16 23:00:00,113,40,52,1.5,NA,0.3,1,NA,NA,NA,61.1333826505736,1.38958333333333
"1269",2012-11-17 23:00:00,155,61,61,1.8,NA,0.5,4,NA,NA,NA,44.774963915017,1.40833333333333
"1270",2012-11-18 23:00:00,93,30,47,1.2,NA,0.4,3,NA,NA,NA,314.738069066571,1.91875
"1271",2012-11-19 23:00:00,120,53,39,1.6,NA,0.3,3,NA,NA,NA,312.783034014422,1.80416666666667
"1272",2012-11-20 23:00:00,171,82,45,1.8,NA,0.4,2,NA,NA,NA,331.816687124096,1.55833333333333
"1273",2012-11-21 23:00:00,167,84,40,1.8,NA,0.5,3,NA,NA,NA,321.452116254068,1.60625
"1274",2012-11-22 23:00:00,177,86,45,2.1,NA,0.3,4,NA,NA,NA,322.622913232474,1.60625
"1275",2012-11-23 23:00:00,306,155,70,2.7,NA,0.6,6,NA,NA,NA,317.22881809053,1.62916666666667
"1276",2012-11-24 23:00:00,357,182,80,2.5,NA,0.9,6,NA,NA,NA,332.658766169552,1.10625
"1277",2012-11-25 23:00:00,124,50,48,1.2,NA,0.5,3,NA,NA,NA,315.865990531639,1.36666666666667
"1278",2012-11-26 23:00:00,36,3,33,NA,NA,0.2,1,NA,NA,NA,322.353637716762,1.44791666666667
"1279",2012-11-27 23:00:00,96,29,51,NA,NA,0.3,2,NA,NA,NA,298.91281862231,3.43541666666667
"1280",2012-11-28 23:00:00,19,2,16,NA,NA,0.3,1,NA,NA,NA,317.397317403816,2.83541666666667
"1281",2012-11-29 23:00:00,124,45,56,NA,NA,0.4,2,NA,NA,NA,317.967546228195,2.04166666666667
"1282",2012-11-30 23:00:00,182,83,56,NA,NA,0.5,4,NA,NA,NA,332.788479903829,1.89375
"1283",2012-12-01 23:00:00,69,21,37,NA,NA,0.5,2,NA,NA,NA,315.821453566434,3.57916666666667
"1284",2012-12-02 23:00:00,24,3,20,NA,NA,0.3,4,NA,NA,NA,343.028709831198,2.58958333333333
"1285",2012-12-03 23:00:00,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,316.391738877863,4.45625
"1286",2012-12-04 23:00:00,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,312.124949316919,5.30625
"1287",2012-12-05 23:00:00,NA,NA,NA,NA,NA,0.2,8,NA,NA,NA,317.035129893427,2.7375
"1288",2012-12-06 23:00:00,NA,NA,NA,NA,NA,0.4,10,NA,NA,NA,317.030844315907,2.61041666666667
"1289",2012-12-07 23:00:00,NA,NA,NA,NA,NA,0.7,10,NA,NA,NA,319.995796428627,2.60416666666667
"1290",2012-12-08 23:00:00,NA,NA,NA,NA,NA,0.6,7,NA,NA,NA,320.317244336911,2.0375
"1291",2012-12-09 23:00:00,NA,NA,NA,NA,NA,0.4,6,NA,NA,NA,330.778602269913,1.7625
"1292",2012-12-10 23:00:00,NA,NA,NA,NA,NA,0.4,10,NA,NA,NA,338.897516983243,1.44583333333333
"1293",2012-12-11 23:00:00,NA,NA,NA,NA,NA,0.6,11,NA,NA,NA,341.479276008389,0.870833333333333
"1294",2012-12-12 23:00:00,NA,NA,NA,NA,NA,0.5,8,NA,NA,NA,323.160415508533,1.29375
"1295",2012-12-13 23:00:00,217,96,70,NA,NA,0.5,8,NA,NA,NA,309.104072756404,2.36875
"1296",2012-12-14 23:00:00,336,161,91,NA,NA,0.8,10,NA,NA,NA,303.935309287691,3.0875
"1297",2012-12-15 23:00:00,37,4,32,NA,NA,0.2,3,NA,NA,NA,305.765393622488,2.84583333333333
"1298",2012-12-16 23:00:00,75,13,55,NA,NA,0.2,5,NA,NA,NA,309.410015575041,3.09791666666667
"1299",2012-12-17 23:00:00,40,4,35,NA,NA,0.2,3,NA,NA,NA,331.043279681429,1.75625
"1300",2012-12-18 23:00:00,145,58,58,NA,NA,0.3,7,NA,NA,NA,330.985915042577,1.36875
"1301",2012-12-19 23:00:00,227,117,48,NA,NA,0.4,8,NA,NA,NA,321.248213952684,2.31458333333333
"1302",2012-12-20 23:00:00,210,102,55,NA,NA,0.4,4,NA,NA,NA,322.265527713757,2.72083333333333
"1303",2012-12-21 23:00:00,208,82,82,NA,NA,0.4,6,NA,NA,NA,320.622666363313,1.30208333333333
"1304",2012-12-22 23:00:00,133,58,45,NA,NA,0.4,4,NA,NA,NA,308.312913258681,2.04375
"1305",2012-12-23 23:00:00,106,39,47,NA,NA,0.3,6,NA,NA,NA,317.622672823638,1.94791666666667
"1306",2012-12-24 23:00:00,48,6,40,NA,NA,0.2,5,NA,NA,NA,346.835600378648,1.4875
"1307",2012-12-25 23:00:00,93,26,53,NA,NA,0.4,7,NA,NA,NA,323.663101789032,1.75833333333333
"1308",2012-12-26 23:00:00,189,85,60,NA,NA,0.4,5,NA,NA,NA,341.252393103745,2.22708333333333
"1309",2012-12-27 23:00:00,46,9,33,NA,NA,0.3,5,NA,NA,NA,329.863699262447,1.92708333333333
"1310",2012-12-28 23:00:00,153,73,42,1,NA,0.4,10,NA,NA,NA,313.808794772312,2.41458333333333
"1311",2012-12-29 23:00:00,34,4,29,1,NA,0.2,3,NA,NA,NA,323.037139932133,1.8
"1312",2012-12-30 23:00:00,129,50,52,1,NA,0.4,8,NA,NA,NA,312.822445895585,2.00833333333333
"1313",2012-12-31 23:00:00,102,28,60,1,NA,0.4,5,NA,NA,NA,337.953217788243,1.66875
"1314",2013-01-01 23:00:00,112,47,41,1,NA,0.4,6,NA,NA,NA,331.69244694115,1.86875
"1315",2013-01-02 23:00:00,195,92,56,1,NA,0.5,9,NA,NA,NA,322.861262683573,1.99375
"1316",2013-01-03 23:00:00,105,30,59,1,NA,0.3,3,NA,NA,NA,325.291621246717,2.77708333333333
"1317",2013-01-04 23:00:00,126,40,65,1,NA,0.4,3,NA,NA,NA,322.109295700782,3.45208333333333
"1318",2013-01-05 23:00:00,44,6,35,1,NA,0.3,3,NA,NA,NA,314.885701613395,2.51875
"1319",2013-01-06 23:00:00,130,42,65,1,NA,0.3,7,NA,NA,NA,325.115400350295,2.85
"1320",2013-01-07 23:00:00,140,53,60,1.5,NA,0.4,6,NA,NA,NA,316.142344523573,2.125
"1321",2013-01-08 23:00:00,131,45,64,1.5,NA,0.4,5,NA,NA,NA,318.034883860335,2.75208333333333
"1322",2013-01-09 23:00:00,89,26,50,7.5,NA,0.4,7,NA,NA,NA,340.395234747664,1.7125
"1323",2013-01-10 23:00:00,298,159,56,5.7,NA,0.7,12,NA,NA,NA,326.988284146251,2.00416666666667
"1324",2013-01-11 23:00:00,196,97,60,8.2,NA,0.5,5,NA,NA,NA,311.12652435536,1.52291666666667
"1325",2013-01-12 23:00:00,303,145,82,8.2,NA,1,11,NA,NA,NA,322.526802400392,2.10416666666667
"1326",2013-01-13 23:00:00,130,51,52,10.5,NA,0.5,4,NA,NA,NA,319.445003022826,2.71666666666667
"1327",2013-01-14 23:00:00,28,3,24,1,NA,0.3,1,NA,NA,NA,315.703514869983,3.90625
"1328",2013-01-15 23:00:00,23,2,20,1,NA,0.2,2,NA,NA,NA,314.954802620387,3.88333333333333
"1329",2013-01-16 23:00:00,44,9,31,1,NA,0.3,4,NA,NA,NA,61.9495367725029,2.33333333333333
"1330",2013-01-17 23:00:00,109,29,65,1,NA,0.6,5,NA,NA,NA,320.988897108732,1.21666666666667
"1331",2013-01-18 23:00:00,147,53,67,1.2,NA,0.5,7,NA,NA,NA,244.728476957868,1.87291666666667
"1332",2013-01-19 23:00:00,40,5,34,1,NA,0.2,3,NA,NA,NA,311.76006605753,3.94375
"1333",2013-01-20 23:00:00,22,2,20,2.2,NA,0.3,4,NA,NA,NA,316.236685213529,2.81875
"1334",2013-01-21 23:00:00,20,2,17,1,NA,0.2,1,NA,NA,NA,304.339442929636,2.22708333333333
"1335",2013-01-22 23:00:00,198,87,65,3,NA,0.5,4,NA,NA,NA,308.035617217947,5.29375
"1336",2013-01-23 23:00:00,26,4,21,1,NA,0.2,1,NA,NA,NA,321.017915295431,2.97708333333333
"1337",2013-01-24 23:00:00,176,69,71,3.7,NA,0.4,4,NA,NA,NA,315.327380805275,3.15416666666667
"1338",2013-01-25 23:00:00,102,26,63,3.2,NA,0.5,2,NA,NA,NA,214.871771697264,1.87916666666667
"1339",2013-01-26 23:00:00,205,92,64,6.7,NA,0.6,3,NA,NA,NA,314.81330146608,2.16041666666667
"1340",2013-01-27 23:00:00,30,3,25,3,NA,0.3,1,NA,NA,NA,311.809405484513,3.75416666666667
"1341",2013-01-28 23:00:00,174,70,67,5.4,NA,0.4,4,NA,NA,NA,325.043911267616,1.9125
"1342",2013-01-29 23:00:00,111,36,57,NA,NA,0.3,1,NA,NA,NA,330.655289447559,2.18958333333333
"1343",2013-01-30 23:00:00,214,99,62,NA,NA,0.5,6,NA,NA,NA,287.908120131567,1.775
"1344",2013-01-31 23:00:00,177,89,52,NA,NA,0.3,1,NA,NA,NA,318.306992781763,3.225
"1345",2013-02-01 23:00:00,43,5,36,NA,NA,0.3,1,NA,NA,NA,316.675386131674,5.76458333333333
"1346",2013-02-02 23:00:00,6,2,5,1,NA,0.4,1,NA,NA,NA,325.633805744381,4.69791666666667
"1347",2013-02-03 23:00:00,12,2,11,1,NA,0.4,1,NA,NA,NA,328.743375756045,2.47916666666667
"1348",2013-02-04 23:00:00,135,49,61,1,NA,0.4,2,NA,NA,NA,311.813423570278,2.90625
"1349",2013-02-05 23:00:00,13,2,12,1,NA,0.4,1,NA,NA,NA,310.364416790596,5.7625
"1350",2013-02-06 23:00:00,13,2,12,1,NA,0.4,1,NA,NA,NA,327.192619010769,3.85833333333333
"1351",2013-02-07 23:00:00,59,13,40,1.8,NA,0.4,2,NA,NA,NA,336.859421778504,1.65208333333333
"1352",2013-02-08 23:00:00,96,21,64,1,NA,0.5,1,NA,NA,NA,313.270857373288,2.28958333333333
"1353",2013-02-09 23:00:00,89,18,61,1,NA,0.5,2,NA,NA,NA,299.277664770817,1.6625
"1354",2013-02-10 23:00:00,171,62,77,1,NA,0.6,3,NA,NA,NA,312.234863609788,4.90416666666667
"1355",2013-02-11 23:00:00,8,2,6,1,NA,0.3,1,NA,NA,NA,311.401076313224,4.74583333333333
"1356",2013-02-12 23:00:00,40,4,36,1,NA,0.4,1,NA,NA,NA,325.821851207264,2.05416666666667
"1357",2013-02-13 23:00:00,229,90,93,7.4,NA,0.6,7,NA,NA,NA,281.597031845932,1.79375
"1358",2013-02-14 23:00:00,250,112,79,1,NA,0.5,3,NA,NA,NA,227.13388207283,1.96041666666667
"1359",2013-02-15 23:00:00,121,23,85,1,NA,0.3,1,NA,NA,NA,305.750228536095,1.125
"1360",2013-02-16 23:00:00,133,33,83,1.4,NA,0.4,1,NA,NA,NA,132.065070796402,1.88958333333333
"1361",2013-02-17 23:00:00,89,11,72,1,NA,0.3,1,NA,NA,NA,126.827550114465,1.72916666666667
