data,setmana_epidemiologica,any,codi_regio,nom_regio,codi_ambit,nom_ambit,codi_abs,nom_abs,diagnostic,sexe,grup_edat,index_socioeconomic,casos,poblacio
2011-10-04,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,20 a 24,2,1,163
2011-12-11,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,25 a 29,2,1,216
2011-10-11,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-12-16,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,1,138
2011-12-14,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,1 i 2,2,1,110
2011-11-29,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,70 a 74,2,1,72
2011-11-29,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,70 a 74,2,1,72
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,65 a 69,2,1,105
2011-11-29,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Dona,25 a 29,2,1,216
2011-10-30,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,25 a 29,2,1,216
2011-12-31,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Pneumònia,Home,35 a 39,2,1,339
2011-11-17,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,2,138
2011-10-31,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,55 a 59,2,1,198
2011-12-01,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,20 a 24,2,1,179
2011-10-04,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,45 a 49,2,1,294
2011-10-03,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,2,138
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,45 a 49,2,1,294
2011-12-29,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,20 a 24,2,1,163
2011-11-14,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,60 a 64,2,1,136
2011-12-02,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Home,20 a 24,2,1,163
2011-10-17,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Pneumònia,Home,35 a 39,2,1,339
2011-11-16,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-10-06,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,1,138
2011-12-14,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,5 a 9,2,1,260
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,1,138
2011-12-09,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,20 a 24,2,1,179
2011-12-21,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-11-24,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Pneumònia,Home,55 a 59,2,1,198
2011-11-10,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,60 a 64,2,1,136
2011-10-10,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,15 a 19,2,1,168
2011-10-14,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-12-22,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,55 a 59,2,1,198
2011-11-08,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,20 a 24,2,1,163
2011-11-10,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,5 a 9,2,1,260
2011-11-17,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,20 a 24,2,1,179
2011-11-16,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,45 a 49,2,1,294
2011-12-11,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,25 a 29,2,1,216
2011-10-13,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,45 a 49,2,1,294
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Home,75 a 79,2,1,53
2011-10-03,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-10-13,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,1,138
2011-11-21,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Dona,45 a 49,2,1,294
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,75 a 79,2,1,53
2011-11-17,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,20 a 24,2,1,179
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,15 a 19,2,1,168
2011-10-31,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,55 a 59,2,1,198
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,1,138
2011-11-22,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,2,138
2011-12-20,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,55 a 59,2,1,198
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,45 a 49,2,2,294
2011-11-29,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,25 a 29,2,1,216
2011-12-02,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,1 i 2,2,1,138
2011-12-02,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,55 a 59,2,1,198
2011-10-25,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,20 a 24,2,1,179
2011-12-09,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,20 a 24,2,1,179
2011-10-17,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,20 a 24,2,1,163
2011-12-05,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Dona,60 a 64,2,1,136
2011-11-09,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,60 a 64,2,1,136
2011-12-28,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Dona,20 a 24,2,1,179
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-10-17,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,60 a 64,2,1,136
2011-10-11,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,55 a 59,2,1,198
2011-11-29,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,25 a 29,2,1,216
2011-11-23,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,15 a 19,2,1,168
2011-11-03,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,60 a 64,2,1,136
2011-12-29,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,20 a 24,2,1,163
2011-12-21,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,5 a 9,2,1,260
2011-12-16,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,45 a 49,2,1,294
2011-11-10,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,75 a 79,2,1,53
2011-12-07,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,65 a 69,2,1,105
2011-10-20,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,35 a 39,2,1,339
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,25 a 29,2,1,216
2011-12-07,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,65 a 69,2,1,105
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,75 a 79,2,1,53
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,35 a 39,2,1,339
2011-12-05,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,5 a 9,2,1,260
2011-12-15,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Home,3 i 4,2,1,84
2011-11-12,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-12-21,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-10-05,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,10 a 14,2,1,210
2011-12-29,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,45 a 49,2,1,298
2011-11-14,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,2,84
2011-11-08,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-10-26,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,10 a 14,2,1,210
2011-10-31,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-10-05,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,10 a 14,2,1,210
2011-11-08,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Home,10 a 14,2,1,210
2011-12-29,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,45 a 49,2,1,298
2011-12-15,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,3 i 4,2,1,84
2011-10-05,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,45 a 49,2,1,298
2011-11-14,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,3 i 4,2,1,84
2011-10-20,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-11-16,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-10-14,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,3 i 4,2,1,84
2011-12-19,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,45 a 49,2,1,298
2011-10-11,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-10-05,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-11-28,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Home,65 a 69,2,1,102
2011-12-15,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Home,65 a 69,2,1,102
2011-10-13,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,0,2,1,38
2011-12-05,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Home,0,2,1,38
2011-12-01,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,65 a 69,2,2,102
2011-11-08,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,0,2,3,38
2011-12-22,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,0,2,1,38
2011-11-30,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,0,2,1,38
2011-12-11,49,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Home,0,2,1,38
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,0,2,1,38
2011-10-25,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-10-27,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-12-29,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-11-11,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-12-28,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-10-18,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,55 a 59,2,1,188
2011-10-07,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-10-27,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,70 a 74,2,2,72
2011-12-22,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-11-14,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-10-18,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,2,188
2011-10-20,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-12-28,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,75 a 79,2,1,102
2011-11-21,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,70 a 74,2,1,72
2011-11-16,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-12-27,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-10-10,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,55 a 59,2,1,188
2011-12-15,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-12-19,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,75 a 79,2,1,102
2011-11-04,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Grip,Dona,55 a 59,2,1,188
2011-10-19,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,70 a 74,2,1,72
2011-12-20,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,70 a 74,2,1,72
2011-11-23,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,80 o més,2,1,69
2011-11-14,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-11-24,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Pneumònia,Dona,3 i 4,2,1,123
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,2,123
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,2,123
2011-12-27,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-10-10,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-11-11,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-10-14,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2012-01-01,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Pneumònia,Dona,0,2,1,36
2011-10-07,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Dona,0,2,2,36
2011-11-24,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Dona,0,2,1,36
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,3 i 4,2,1,123
2011-11-03,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-12-01,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Impetigen,Dona,3 i 4,2,1,123
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-11-07,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Dona,0,2,1,36
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-12-02,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-10-17,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-10-07,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Impetigen,Dona,3 i 4,2,1,123
2011-10-06,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-12-21,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,80 o més,2,1,69
2011-12-16,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,65 a 69,2,1,102
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Home,0,2,1,38
2011-10-07,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-12-12,50,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Dona,0,2,2,36
2011-11-24,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Dona,0,2,1,36
2011-10-28,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Faringoamigdalitis,Dona,3 i 4,2,1,123
2011-11-03,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-12-01,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-11-02,44,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Impetigen,Dona,3 i 4,2,1,123
2011-10-24,43,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-11-07,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Bronquiolitis,Dona,0,2,1,36
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-12-02,48,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-10-17,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,0,2,1,36
2011-10-07,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Impetigen,Dona,3 i 4,2,1,123
2011-10-06,40,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Dona,3 i 4,2,1,123
2011-10-18,42,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,45 a 49,2,1,298
2011-12-23,51,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Pneumònia,Home,10 a 14,2,1,210
2011-10-14,41,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-11-09,45,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,10 a 14,2,1,210
2011-11-21,47,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,10 a 14,2,1,210
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,10 a 14,2,1,210
2011-12-30,52,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
2011-11-18,46,2011,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,373,Begues,Altres IRA,Home,3 i 4,2,1,84
