date;c6h6;co;no;no2;nox;o3;so2
2015-04-23;0,6;0,38;8,5;22,13;34,88;83,92;2,83
2015-04-24;0,6;0,39;6,54;18,17;27,71;90,63;1,88
2015-04-25;0,6;0,4;2,92;11,5;15,79;99,83;1,79
2015-04-26;0,6;0,4;2,67;9,92;13,46;87,38;2,13
2015-04-27;0,6;0,33;4,63;9,54;16,46;70,58;
2015-04-28;0,6;0,34;6,75;13,38;23,29;78,08;3,8
2015-04-29;0,6;0,36;4,63;14,08;20,71;78,92;3,79
2015-04-30;0,6;0,38;5,79;16,21;24,67;81,38;4,46
2015-05-01;0,6;0,4;4,21;18,79;24,88;78,42;4,63
2015-05-02;0,6;0,4;5,25;18,88;26,58;80,5;5,63
2015-05-03;0,6;0,4;3,96;17,58;23,17;81,08;6,0
2015-05-04;0,6;0,45;16,46;43,38;68,25;57,46;7,63
2015-05-05;0,6;0,4;10,86;28,77;45,32;66,63;4,0
2015-05-06;0,6;0,24;5,92;14,67;23,54;83,04;1,67
2015-05-07;0,6;0,24;5,38;15,17;23,17;91,33;1,46
2015-05-08;0,6;0,25;4,29;16,54;22,71;85,25;2,17
2015-05-09;0,6;0,25;4,13;14,88;20,79;90,0;1,13
2015-05-10;;0,27;4,63;18,08;25,0;70,25;1,79
2015-05-11;0,6;0,23;7,75;19,75;31,38;79,29;1,83
2015-05-12;0,6;0,23;7,17;16,54;27,13;85,79;1,68
2015-05-13;0,6;0,23;4,25;14,79;21,13;85,75;1,83
2015-05-14;0,6;0,31;11,42;29,5;46,54;69,04;4,92
2015-05-15;0,6;0,2;3,13;9,58;14,25;93,96;2,29
2015-05-16;0,6;0,2;2,42;8,17;11,46;108,0;1,5
2015-05-17;0,6;0,2;2,75;9,46;13,58;96,92;1,96
2015-05-18;0,6;0,23;6,04;13,58;22,83;90,5;2,79
2015-05-19;0,6;0,23;6,95;20,23;30,64;68,96;3,52
2015-05-20;0,6;0,22;5,0;14,08;21,33;65,04;1,92
2015-05-21;0,6;0,21;3,58;11,21;16,33;84,25;1,29
2015-05-22;0,6;0,21;5,17;14,25;21,88;88,5;2,04
2015-05-23;0,6;0,21;4,38;11,96;18,17;85,25;2,83
2015-05-24;0,6;0,2;3,04;9,96;14,13;96,38;3,54
2015-05-25;0,6;0,24;7,79;19,54;31,21;86,39;4,58
2015-05-26;0,6;0,21;3,8;14,2;19,6;77,0;5,0
2015-05-27;0,6;;3,5;8,5;14,0;101,33;
2015-05-28;;;3,0;10,3;14,5;106,0;
2015-05-29;;0,26;5,33;13,25;21,17;90,54;
2015-05-30;;0,24;3,67;12,08;17,13;97,33;
2015-05-31;;0,2;2,33;8,04;11,21;100,92;
2015-06-01;;0,23;3,17;11,46;16,13;98,08;
2015-06-02;;0,23;5,48;13,65;21,7;86,65;
2015-06-03;;;5,08;16,92;24,54;86,43;1,2
2015-06-04;;;5,38;16,88;24,67;92,54;2,38
2015-06-05;;;8,75;22,83;36,0;82,54;2,04
2015-06-06;;;4,5;19,42;26,08;93,67;3,17
2015-06-07;;;2,63;12,38;16,08;101,21;2,17
2015-06-08;;;3,5;18,42;23,46;108,17;2,46
2015-06-09;;;3,54;18,71;23,83;107,21;3,0
2015-06-10;0,6;0,34;4,38;18,92;25,25;105,79;3,63
2015-06-11;0,6;0,27;4,58;17,92;24,63;99,17;3,42
2015-06-12;0,6;0,25;4,13;13,04;18,88;87,33;3,33
2015-06-13;0,6;0,27;3,33;13,5;18,04;97,92;4,08
2015-06-14;0,6;0,24;2,58;8,25;11,75;90,54;3,63
2015-06-15;0,6;0,25;4,38;14,33;20,71;77,71;2,75
2015-06-16;0,6;0,23;3,73;15,64;20,73;83,27;2,5
2015-06-17;0,6;0,24;3,04;10,58;14,96;92,67;3,04
2015-06-18;0,6;0,25;3,29;11,38;16,08;97,63;2,96
2015-06-19;0,6;0,27;3,08;12,08;16,38;96,08;3,29
2015-06-20;0,6;0,26;2,38;9,67;12,92;98,17;3,67
2015-06-21;0,6;0,27;2,5;9,63;13,38;86,54;4,42
2015-06-22;0,6;0,26;2,92;8,5;12,75;90,92;3,38
2015-06-23;0,61;0,31;4,71;18,04;25,08;90,0;5,88
2015-06-24;0,6;0,26;1,88;9,5;12,21;89,33;4,79
2015-06-25;0,8;0,27;4,54;15,42;21,92;103,96;4,67
2015-06-26;0,6;0,28;4,33;13,08;19,38;88,25;3,92
2015-06-27;0,6;0,28;2,13;9,21;12,25;91,88;3,79
2015-06-28;0,6;0,28;2,17;11,33;14,25;78,63;4,29
2015-06-29;0,6;0,27;5,47;16,59;24,88;88,04;4,83
2015-06-30;;0,28;3,23;13,38;18,15;101,13;5,04
2015-07-01;;0,3;5,83;23,13;31,79;83,25;6,17
2015-07-02;;0,3;3,47;20,47;25,41;89,59;5,45
2015-07-03;;0,32;5,54;24,29;32,33;91,92;5,67
2015-07-04;;0,34;2,73;18,0;22,23;113,29;6,25
2015-07-05;;0,34;2,08;11,79;14,71;111,29;5,79
2015-07-06;;0,37;3,36;15,55;20,14;108,39;6,04
2015-07-07;;0,39;4,75;18,33;25,5;97,71;6,13
2015-07-08;;0,39;2,46;14,83;18,04;76,29;5,65
2015-07-09;;0,31;3,17;10,54;15,25;84,83;4,48
2015-07-10;;0,38;3,67;12,58;17,83;76,83;2,42
2015-07-11;;0,4;2,17;8,21;11,21;90,08;2,21
2015-07-12;;0,37;1,25;6,0;7,88;83,63;2,25
2015-07-13;;0,4;2,21;9,42;12,63;83,79;2,5
2015-07-14;;0,38;3,25;10,88;15,63;78,58;2,09
2015-07-15;0,6;0,29;1,23;8,15;9,92;74,05;2,54
2015-07-16;0,6;0,31;3,73;14,77;20,36;88,42;3,42
2015-07-17;0,6;0,32;4,83;12,33;19,38;70,96;2,71
2015-07-18;0,6;0,33;3,96;9,25;15,29;37,6;3,04
2015-07-19;0,6;0,32;3,92;10,33;15,88;;4,04
2015-07-20;0,6;0,35;4,41;9,64;16,14;51,5;4,0
2015-07-21;0,6;0,4;4,42;8,08;14,46;66,55;3,39
2015-07-22;0,62;0,38;5,63;13,67;21,92;113,19;3,46
2015-07-23;0,6;0,38;5,38;12,04;20,0;86,73;1,96
2015-07-24;0,6;0,4;3,79;7,58;12,96;72,17;2,33
2015-07-25;0,6;0,36;4,46;10,21;16,75;75,46;2,13
2015-07-26;0,6;0,35;3,75;6,13;11,54;73,96;2,46
2015-07-27;0,6;0,4;7,33;14,25;25,13;49,5;2,54
2015-07-28;0,6;0,39;5,54;11,67;19,88;56,63;2,67
2015-07-29;0,6;0,4;4,36;10,91;17,18;59,26;2,7
2015-07-30;0,6;0,32;7,67;16,25;27,67;57,63;3,04
2015-07-31;0,6;0,33;7,33;19,5;30,58;67,5;3,83
2015-08-01;0,6;0,31;5,04;10,67;18,0;92,08;2,29
2015-08-02;0,6;0,3;3,67;6,29;11,58;86,71;2,21
2015-08-03;0,6;0,33;4,79;10,08;17,25;71,75;2,63
2015-08-04;0,6;0,35;6,42;16,75;;;
2015-08-05;0,6;0,35;5,04;11,38;19,0;69,71;3,58
2015-08-06;0,6;0,36;7,04;13,67;24,13;66,46;3,52
2015-08-07;0,6;0,36;6,79;15,71;25,63;58,13;4,17
2015-08-08;0,6;0,36;4,25;11,46;17,67;65,29;3,13
2015-08-09;0,6;0,3;4,29;7,83;14,17;64,21;2,79
2015-08-10;0,6;0,3;5,71;11,96;20,38;73,54;3,58
2015-08-11;0,6;0,31;4,46;7,17;13,96;81,25;3,42
2015-08-12;0,6;0,31;3,73;7,59;13,14;66,83;3,04
2015-08-13;0,6;0,3;4,33;8,25;14,58;72,17;2,88
2015-08-14;0,6;0,27;4,05;12,23;18,09;86,77;3,21
2015-08-15;0,6;0,25;4,46;8,5;15,0;74,13;3,75
2015-08-16;0,6;0,23;4,21;5,83;11,63;71,42;4,0
2015-08-17;0,6;0,23;5,0;11,14;19,09;70,0;3,0
2015-08-18;0,6;0,23;5,61;14,43;22,87;61,7;2,25
2015-08-19;0,6;0,22;5,38;9,58;17,58;72,21;2,0
2015-08-20;0,6;0,22;4,58;7,33;14,25;62,27;1,5
2015-08-21;0,6;0,24;4,21;6,25;12,5;89,36;1,08
2015-08-22;0,6;0,23;4,0;7,96;13,79;68,13;1,63
2015-08-23;0,6;0,22;3,83;8,58;14,17;79,17;2,0
2015-08-24;0,61;0,23;9,96;15,0;29,79;59,67;2,38
2015-08-25;0,6;0,23;6,35;9,3;18,75;61,18;1,23
2015-08-26;0,6;0,31;6,33;4,29;13,63;71,04;1,33
2015-08-27;0,6;0,3;6,25;5,0;14,38;67,29;1,21
2015-08-28;0,6;0,28;6,46;5,96;15,67;61,08;1,25
2015-08-29;0,6;0,29;6,96;9,13;19,38;55,25;1,17
2015-08-30;0,6;0,29;6,75;8,63;18,75;60,88;2,0
2015-08-31;0,6;0,3;6,88;8,17;18,46;66,46;2,21
2015-09-01;0,6;0,24;6,71;7,5;17,54;75,63;2,43
2015-09-02;0,6;0,27;7,17;8,79;19,5;63,29;
2015-09-03;0,6;0,25;4,61;10,91;17,65;78,83;
2015-09-04;0,6;0,3;4,17;17,92;24,08;53,21;1,57
2015-09-05;0,6;0,23;1,71;6,67;9,21;73,67;1,04
2015-09-06;0,6;0,26;1,38;6,58;8,75;74,33;1,0
2015-09-07;0,6;0,25;2,71;11,21;15,04;66,29;1,33
2015-09-08;0,6;0,26;2,71;11,25;15,08;74,21;1,58
2015-09-09;0,64;0,27;2,75;11,21;15,04;81,79;2,33
2015-09-10;0,6;0,33;4,54;17,0;23,67;53,38;2,0
2015-09-11;0,6;0,31;2,04;12,38;15,17;60,71;2,46
2015-09-12;0,6;0,28;1,79;11,17;13,79;68,08;1,71
2015-09-13;0,6;0,3;1,63;6,54;8,75;69,04;2,71
2015-09-14;0,6;0,26;1,8;8,6;11,1;61,55;2,58
2015-09-15;0,6;0,28;2,46;9,67;13,17;75,88;3,5
2015-09-16;0,61;0,3;2,63;7,79;11,88;71,33;4,29
2015-09-17;0,6;0,23;1,21;4,42;6,17;81,21;3,3
2015-09-18;0,6;0,23;3,17;10,08;14,63;69,96;2,46
2015-09-19;0,6;0,23;2,0;8,21;11,25;73,63;2,21
2015-09-20;0,6;0,23;1,5;6,63;8,63;81,92;2,79
2015-09-21;0,6;0,29;2,75;11,0;15,13;65,08;3,63
2015-09-22;0,61;0,34;4,18;13,68;19,68;60,91;4,5
2015-09-23;0,6;0,23;1,58;6,46;8,46;71,08;3,88
2015-09-24;0,6;0,22;2,08;7,5;10,42;70,04;2,92
2015-09-25;0,63;0,3;6,04;15,96;25,08;60,96;4,75
2015-09-26;0,6;0,27;2,0;9,42;12,25;59,79;3,54
2015-09-27;0,6;0,27;2,0;11,79;14,67;55,67;3,38
2015-09-28;0,6;0,27;3,33;12,83;17,5;67,38;3,0
2015-09-29;0,6;0,29;3,88;14,29;19,79;55,42;3,25
2015-09-30;0,6;0,26;2,39;11,26;14,74;64,09;3,09
2015-10-01;0,6;0,27;4,71;15,75;22,83;59,79;3,5
2015-10-02;0,6;0,26;2,79;12,63;16,46;67,42;3,79
2015-10-03;0,6;0,27;2,21;11,75;15,0;64,83;4,29
2015-10-04;0,6;0,29;2,38;12,63;16,08;59,04;3,96
2015-10-05;0,77;0,42;11,0;21,0;37,43;30,39;5,5
2015-10-06;0,75;0,41;8,0;13,5;25,25;45,46;5,79
2015-10-07;0,62;0,33;3,33;10,67;15,46;56,33;4,42
2015-10-08;0,6;0,33;2,75;9,33;13,13;51,88;4,33
2015-10-09;0,6;0,35;4,25;12,33;18,38;47,58;5,38
2015-10-10;0,6;0,34;2,21;7,5;11,0;68,04;5,75
2015-10-11;0,6;0,36;3,42;8,96;14,0;59,71;6,54
2015-10-12;0,6;0,4;2,13;11,67;14,46;55,88;6,58
2015-10-13;0,62;0,4;4,38;14,21;20,67;37,54;5,63
2015-10-14;0,6;0,36;2,21;10,25;13,58;50,5;5,92
2015-10-15;0,6;0,33;3,04;11,79;16,0;61,75;5,46
2015-10-16;0,61;0,39;5,83;18,67;27,08;46,75;5,67
2015-10-17;0,6;0,4;4,04;15,63;21,38;51,17;6,13
2015-10-18;0,61;0,38;2,25;10,79;14,08;55,5;5,83
2015-10-19;0,61;0,41;5,57;19,09;27,26;31,41;5,14
2015-10-20;0,63;0,35;6,0;18,38;27,25;33,75;3,96
2015-10-21;0,6;0,29;3,5;11,88;17,0;52,46;2,79
2015-10-22;0,6;0,25;3,17;11,38;15,54;55,79;2,67
2015-10-23;0,61;0,27;5,75;15,13;23,46;41,42;2,63
2015-10-24;0,63;0,33;6,75;15,42;25,29;35,75;3,0
2015-10-25;0,6;0,31;3,92;17,54;22,88;38,54;4,58
2015-10-26;0,83;0,34;5,33;22,79;30,92;34,54;3,63
2015-10-27;0,62;0,35;5,13;18,04;25,58;41,96;3,75
2015-10-28;0,74;0,28;6,33;12,88;22,17;56,29;3,92
2015-10-29;;0,32;7,71;16,96;28,58;34,0;3,58
2015-10-30;0,64;0,39;6,43;18,91;28,26;34,09;2,86
2015-10-31;0,6;0,37;2,88;13,38;17,79;54,75;2,75
2015-11-01;0,6;0,33;1,58;8,63;10,88;82,0;2,33
2015-11-02;0,6;0,33;2,33;10,17;13,54;71,04;2,63
2015-11-03;0,66;0,38;6,21;12,04;21,25;57,13;3,13
2015-11-04;0,77;0,44;10,96;16,92;33,42;38,46;3,29
2015-11-05;0,68;0,45;11,25;19,54;36,54;24,88;3,96
2015-11-06;0,65;0,45;11,71;21,71;39,29;19,54;3,58
2015-11-07;0,7;0,41;6,21;14,13;23,17;36,33;2,83
2015-11-08;0,65;0,43;3,92;16,29;21,92;41,54;2,13
2015-11-09;0,73;0,43;12,29;18,25;36,58;28,08;2,5
2015-11-10;0,66;0,41;11,13;16,3;33,17;19,59;3,32
2015-11-11;0,83;0,49;18,88;19,71;48,46;19,58;4,42
2015-11-12;0,61;0,41;5,92;17,17;25,58;28,46;3,46
2015-11-13;0,61;0,36;4,33;14,63;20,92;35,08;2,96
2015-11-14;0,6;0,32;3,58;10,88;16,08;34,54;2,58
2015-11-15;0,68;0,43;7,13;15,08;25,75;25,17;4,38
2015-11-16;0,68;0,43;13,79;18,17;38,92;20,08;4,96
2015-11-17;0,65;0,37;9,21;16,79;30,63;24,58;4,42
2015-11-18;0,94;0,52;24,17;23,42;59,88;15,71;5,46
2015-11-19;0,91;0,53;27,39;24,48;66,26;13,46;4,5
2015-11-20;0,83;0,47;18,0;18,63;45,75;16,33;4,46
2015-11-21;0,6;0,29;1,42;3,92;5,92;62,0;5,67
2015-11-22;0,62;0,31;2,54;7,33;11,0;57,13;4,88
2015-11-23;0,6;0,32;3,13;11,3;15,83;48,61;3,82
2015-11-24;0,62;0,42;12,92;18,96;38,42;42,29;3,75
2015-11-25;0,68;0,48;9,63;17,63;32,08;23,71;4,88
2015-11-26;0,7;0,54;15,54;20,83;44,29;21,67;6,25
2015-11-27;0,8;0,54;15,96;21,58;45,5;25,96;6,13
2015-11-28;0,77;0,49;6,71;15,29;25,25;31,46;4,21
2015-11-29;0,69;0,43;3,75;10,29;15,92;50,96;2,21
2015-11-30;0,84;0,59;23,63;24,75;60,25;25,29;4,13
2015-12-01;0,71;0,53;9,92;18,67;33,83;27,63;3,08
2015-12-02;1,0;0,65;23,0;27,58;62,42;16,83;4,83
2015-12-03;0,73;0,6;14,42;25,25;46,92;17,79;3,95
2015-12-04;1,06;0,64;18,25;22,08;49,67;17,67;3,54
2015-12-05;1,02;0,69;20,54;26,92;57,83;7,33;4,5
2015-12-06;0,87;0,61;6,21;21,0;30,17;28,42;4,13
2015-12-07;0,79;0,6;10,96;21,96;38,42;15,79;4,42
2015-12-08;0,72;0,55;8,0;14,5;26,38;27,71;3,08
2015-12-09;0,71;0,55;11,0;18,21;34,75;25,54;2,79
2015-12-10;0,82;0,53;15,39;21,7;44,96;12,53;3,5
2015-12-11;0,85;0,51;14,0;20,08;41,08;16,0;3,46
2015-12-12;0,79;0,61;16,46;19,96;44,96;19,46;4,71
2015-12-13;0,89;0,63;12,29;17,21;35,75;19,54;5,75
2015-12-14;1,14;0,7;30,29;24,38;70,42;11,88;8,08
2015-12-15;1,14;0,73;33,71;27,25;78,42;9,63;7,42
2015-12-16;1,04;0,66;27,55;22,18;63,64;10,09;5,73
2015-12-17;0,92;0,62;25,71;24,17;63,25;11,06;4,82
2015-12-18;1,14;0,64;37,88;26,08;83,33;5,67;5,0
2015-12-19;0,81;0,54;15,63;18,5;42,0;13,08;4,29
2015-12-20;0,6;0,41;5,17;19,88;27,42;22,25;3,92
2015-12-21;0,85;0,45;11,86;16,09;34,09;19,55;1,86
2015-12-22;0,69;0,41;14,46;15,08;36,67;;2,08
2015-12-23;0,69;0,45;10,5;18,88;34,58;3,8;2,0
2015-12-24;0,92;0,57;21,13;22,25;54,17;23,25;3,29
2015-12-25;0,86;0,54;8,17;17,67;29,67;21,67;2,13
2015-12-26;0,89;0,54;10,63;16,92;32,79;24,96;2,25
2015-12-27;0,76;0,5;8,75;16,38;29,46;26,42;2,17
2015-12-28;0,86;0,53;17,0;23,25;48,92;20,75;3,17
2015-12-29;0,72;0,45;10,0;19,38;34,42;33,17;3,88
2015-12-30;0,67;0,46;12,88;19,79;38,96;23,92;4,83
2015-12-31;0,67;0,47;10,33;19,04;34,5;20,0;4,88
2016-01-01;0,8;0,53;8,63;15,63;28,33;21,46;4,79
2016-01-02;0,66;0,37;2,5;7,83;11,46;53,25;5,33
2016-01-03;0,61;0,36;2,58;9,88;13,5;50,67;5,11
2016-01-04;0,63;0,47;10,54;17,92;33,63;29,71;
2016-01-05;0,61;0,43;8,65;14,74;27,87;38,57;1,82
2016-01-06;0,6;0,3;1,17;3,75;5,54;68,88;1,0
2016-01-07;0,61;0,35;3,88;8,0;13,46;54,21;1,54
2016-01-08;0,65;0,44;9,33;16,92;31,29;32,92;1,83
2016-01-09;0,71;0,45;10,25;17,46;33,0;39,92;2,42
2016-01-10;0,6;0,33;2,29;7,21;10,71;65,96;1,88
2016-01-11;0,6;0,3;1,29;4,08;5,83;78,04;1,54
2016-01-12;0,6;0,31;1,08;2,92;4,63;74,67;1,0
2016-01-13;0,6;0,45;7,14;20,23;31,05;50,96;1,64
2016-01-14;0,67;0,5;13,83;22,58;43,33;48,17;4,25
2016-01-15;0,6;0,41;5,71;18,83;27,42;47,33;2,83
2016-01-16;0,6;0,3;2,67;5,42;9,42;76,67;1,75
2016-01-17;0,64;0,39;7,0;21,71;31,92;47,92;2,33
2016-01-18;0,67;0,45;15,39;26,22;49,33;35,09;3,45
2016-01-19;0,61;0,4;6,0;15,73;24,41;42,35;2,26
2016-01-20;0,69;0,51;19,08;28,96;57,83;27,04;4,04
2016-01-21;0,66;0,48;15,13;25,42;48,21;30,13;3,13
2016-01-22;0,92;0,63;32,71;30,38;80,0;13,92;2,29
2016-01-23;0,97;0,6;19,79;25,79;55,58;19,67;1,21
2016-01-24;0,66;0,5;8,58;19,63;32,33;29,29;1,0
2016-01-25;0,64;0,48;10,5;21,25;36,67;42,42;1,13
2016-01-26;0,69;0,48;15,0;23,54;46,04;34,96;2,04
2016-01-27;0,71;0,52;15,42;22,71;45,71;28,13;2,04
2016-01-28;0,84;0,56;23,67;25,38;61,33;29,63;2,96
2016-01-29;0,68;0,48;12,58;22,33;41,21;25,46;1,95
2016-01-30;0,76;0,53;16,92;22,96;48,21;25,63;3,17
2016-01-31;0,64;0,45;9,79;16,5;31,0;30,54;2,92
2016-02-01;0,67;0,4;10,63;14,75;30,42;32,21;2,54
2016-02-02;0,77;0,57;27,33;27,83;69,38;18,04;5,0
2016-02-03;0,6;0,4;6,82;17,32;27,45;38,5;3,78
2016-02-04;0,63;0,43;11,92;22,0;39,75;43,86;2,92
2016-02-05;0,74;0,52;19,71;28,25;58,04;39,54;4,79
2016-02-06;0,74;0,56;14,38;26,71;48,17;31,96;5,88
2016-02-07;0,61;0,39;5,92;12,13;20,79;58,75;6,88
2016-02-08;0,63;0,48;17,38;23,0;49,17;40,46;5,87
2016-02-09;0,64;0,41;10,71;13,29;29,63;55,42;5,17
2016-02-10;0,6;0,38;6,17;10,63;19,92;68,54;5,71
2016-02-11;0,68;0,48;13,29;20,96;40,92;38,29;6,0
2016-02-12;0,61;0,45;10,17;15,75;31,38;30,92;2,18
2016-02-13;0,61;0,4;6,04;9,38;18,54;49,71;2,79
2016-02-14;0,6;0,4;4,42;5,29;11,79;73,96;3,63
2016-02-15;0,6;0,42;7,73;12,68;23,95;56,13;2,52
2016-02-16;0,65;0,45;13,63;20,0;40,58;51,25;2,73
2016-02-17;0,6;0,42;6,21;11,08;20,29;63,0;3,21
2016-02-18;0,61;0,48;12,0;26,04;43,83;39,63;3,64
2016-02-19;0,6;0,48;9,0;20,67;34,0;40,88;1,17
2016-02-20;0,67;0,51;13,0;22,67;42,25;41,0;2,21
2016-02-21;0,62;0,48;10,96;24,25;40,38;43,96;3,29
2016-02-22;0,65;0,54;19,38;30,75;60,17;34,88;6,79
2016-02-23;0,65;0,5;14,29;23,0;44,54;32,58;3,92
2016-02-24;0,61;0,47;12,38;18,71;37,25;47,0;4,5
2016-02-25;0,6;0,43;7,88;13,04;24,79;54,17;3,22
2016-02-26;0,61;0,44;6,17;11,83;20,96;56,58;2,38
2016-02-27;0,6;0,42;5,75;10,92;19,5;70,13;6,42
2016-02-28;0,6;0,42;5,29;8,21;16,04;69,46;5,04
2016-02-29;0,6;0,41;4,79;6,92;14,17;73,33;2,83
2016-03-01;0,61;0,46;12,73;19,73;38,73;54,68;1,78
2016-03-02;0,6;0,4;6,08;8,92;18,0;69,21;3,0
2016-03-03;0,6;0,4;4,46;4,58;11,25;79,67;3,17
2016-03-04;0,6;0,44;6,17;11,58;20,83;69,63;5,13
2016-03-05;0,6;0,4;4,29;4,08;10,5;78,71;5,5
2016-03-06;0,6;0,42;5,29;7,96;15,88;67,83;4,71
2016-03-07;0,6;0,44;8,42;15,92;28,33;59,33;5,79
2016-03-08;0,6;0,45;7,13;14,88;25,38;57,25;3,43
2016-03-09;0,61;0,52;16,0;23,21;47,38;36,38;3,58
2016-03-10;0,6;0,46;8,21;15,0;26,96;57,79;2,46
2016-03-11;0,61;0,51;12,21;21,92;40,38;47,92;2,33
2016-03-12;0,62;0,43;5,5;10,25;18,38;70,58;1,04
2016-03-13;0,6;0,47;5,88;13,58;21,92;74,54;1,33
2016-03-14;0,6;0,56;6,32;20,91;30,45;59,04;1,95
2016-03-15;0,6;0,55;4,54;12,71;19,38;54,29;2,25
2016-03-16;0,61;0,52;3,58;10,88;16,17;56,63;3,13
2016-03-17;0,6;0,52;6,04;15,21;24,04;47,21;2,5
2016-03-18;0,63;0,55;8,0;12,33;24,17;52,67;3,0
2016-03-19;0,65;0,56;3,96;16,08;21,92;56,38;3,42
2016-03-20;0,6;0,52;2,58;9,25;12,92;70,29;3,71
2016-03-21;0,6;0,52;3,96;12,58;18,54;54,88;4,46
2016-03-22;;;7,63;;25,13;49,04;3,64
2016-03-23;0,61;0,23;3,0;11,22;15,39;71,88;2,83
2016-03-24;0,6;0,25;5,21;14,33;22,13;70,58;1,96
2016-03-25;0,6;0,27;2,46;11,92;15,25;69,75;1,5
2016-03-26;0,6;0,25;1,58;8,13;10,58;74,5;1,54
2016-03-27;0,6;0,24;2,57;9,3;13,0;67,78;2,3
2016-03-28;0,6;0,24;2,33;10,17;13,92;56,08;2,17
2016-03-29;0,63;0,29;10,73;18,86;35,05;46,35;2,61
2016-03-30;0,6;0,25;4,04;16,54;22,42;61,29;2,71
2016-03-31;0,6;0,28;5,08;18,58;26,04;67,0;4,79
2016-04-01;0,61;0,25;2,96;12,54;16,96;59,79;3,25
2016-04-02;0,61;0,29;4,88;15,33;22,33;46,13;3,67
2016-04-03;0,6;0,25;2,83;11,29;15,63;70,42;3,42
2016-04-04;0,6;0,3;5,38;15,25;23,21;71,21;5,0
2016-04-05;0,6;0,29;5,96;19,67;28,46;56,46;5,67
2016-04-06;0,6;0,28;4,42;12,83;19,38;43,71;4,45
2016-04-07;0,6;0,22;2,79;10,75;14,83;68,79;4,54
2016-04-08;0,6;0,2;3,08;10,63;14,92;72,83;4,5
2016-04-09;0,6;0,21;1,58;5,0;7,17;80,88;4,46
2016-04-10;0,6;0,25;3,17;12,58;17,21;72,17;5,67
2016-04-11;0,6;0,25;3,0;11,96;16,46;76,5;5,38
2016-04-12;0,6;0,24;4,33;12,46;18,96;75,71;5,25
2016-04-13;0,6;0,26;4,61;11,61;18,3;69,13;3,61
2016-04-14;0,63;0,27;9,46;17,46;31,67;67,67;1,96
2016-04-15;0,6;0,25;4,04;12,83;18,83;75,46;2,54
2016-04-16;0,6;0,24;2,46;8,25;11,79;71,5;2,79
2016-04-17;0,6;0,2;1,5;5,21;7,21;76,75;1,92
2016-04-18;0,61;0,24;4,0;12,13;18,0;65,29;1,75
2016-04-19;0,6;0,26;5,33;19,08;26,92;66,42;2,0
2016-04-20;0,6;0,23;3,21;15,58;20,08;96,63;1,67
2016-04-21;0,6;0,25;2,96;13,58;18,0;92,46;1,38
2016-04-22;0,6;0,32;5,21;17,88;25,54;61,04;2,29
2016-04-23;0,6;0,23;2,79;10,67;14,79;63,79;2,92
2016-04-24;0,6;0,2;1,75;5,83;8,46;68,17;3,33
2016-04-25;0,6;0,2;1,82;6,41;9,05;81,0;2,35
2016-04-26;0,6;0,24;3,13;10,46;14,92;77,42;3,75
2016-04-27;0,6;0,22;2,96;12,17;16,5;73,71;4,0
2016-04-28;0,6;0,25;4,96;18,13;25,67;56,21;3,63
2016-04-29;0,61;0,25;5,17;11,83;19,25;64,17;3,33
2016-04-30;0,6;0,25;3,71;12,21;17,71;57,5;3,13
2016-05-01;0,6;0,2;1,33;4,88;6,83;82,92;2,13
2016-05-02;0,6;0,22;2,04;8,92;11,71;83,21;2,25
2016-05-03;0,6;0,3;7,88;19,33;31,08;69,88;4,13
2016-05-04;0,6;0,24;3,96;12,08;17,75;77,88;3,42
2016-05-05;0,6;0,25;4,33;14,83;21,29;85,75;4,83
2016-05-06;0,6;0,28;4,67;20,42;27,33;82,88;5,83
2016-05-07;;0,27;2,04;12,38;15,21;93,33;5,88
2016-05-08;;0,3;1,79;10,46;13,17;81,0;6,38
2016-05-09;;0,31;4,0;18,96;24,79;64,42;4,43
2016-05-10;;0,32;11,04;21,21;37,83;44,04;3,25
2016-05-11;;0,24;3,5;9,75;14,71;68,08;3,46
2016-05-12;;0,27;7,46;17,08;28,08;66,0;3,91
2016-05-13;;0,24;3,04;13,5;17,79;62,63;2,75
2016-05-14;;0,24;2,25;11,96;15,08;66,46;2,25
2016-05-15;;0,25;1,96;9,63;12,5;78,83;1,5
2016-05-16;;0,23;1,13;6,33;8,13;91,79;1,33
2016-05-17;;0,25;2,63;9,13;12,96;82,3;1,54
2016-05-18;;0,27;2,04;6,92;10,17;76,5;1,38
2016-05-19;;0,26;2,83;9,92;13,96;73,17;1,75
2016-05-20;;0,22;1,88;6,5;8,96;78,54;1,13
2016-05-21;;0,22;1,63;6,88;9,33;70,29;1,17
2016-05-22;;0,2;1,21;4,38;6,21;69,71;1,63
2016-05-23;;0,2;1,83;5,09;7,7;66,52;1,0
2016-05-24;;0,22;2,08;8,29;11,38;63,67;1,96
2016-05-25;;0,25;2,83;9,46;13,67;65,33;3,38
2016-05-26;;0,27;3,96;12,88;18,58;68,33;3,79
2016-05-27;;0,28;2,42;10,71;14,08;70,08;3,54
2016-05-28;;0,28;1,96;8,58;11,46;64,08;3,54
2016-05-29;;0,2;1,38;4,96;6,67;74,54;3,08
2016-05-30;;0,22;2,54;9,83;13,46;75,96;4,08
2016-05-31;;0,23;1,96;8,63;11,46;79,79;3,35
2016-06-01;;0,24;1,88;10,04;12,88;90,83;4,63
