date;c6h6;co;no;no2;nox;o3;so2
2019-03-31;0,65;0,23;3,35;26,87;31,87;62,78;3,43
2019-04-01;0,7;0,25;15,71;35,63;59,38;60,83;4,71
2019-04-02;0,67;;12,96;39,54;59,25;51,83;4,0
2019-04-03;0,6;0,2;3,21;21,21;25,88;68,0;3,33
2019-04-04;0,61;0,23;6,45;32,18;41,86;60,17;3,17
2019-04-05;0,75;0,24;26,33;41,54;81,71;45,46;3,33
2019-04-06;0,61;0,21;3,0;18,46;22,92;66,08;3,17
2019-04-07;0,63;0,22;3,92;28,38;34,21;49,83;3,54
2019-04-08;0,65;0,26;13,54;30,71;51,04;45,0;3,46
2019-04-09;0,7;0,28;13,13;40,39;60,17;39,22;3,87
2019-04-10;0,71;0,3;12,17;42,83;61,13;31,71;3,21
2019-04-11;0,67;0,27;8,88;42,13;55,58;41,21;3,1
2019-04-12;0,62;0,36;5,0;35,95;43,45;61,86;2,58
2019-04-13;0,62;0,23;4,42;32,33;39,17;69,04;3,38
2019-04-14;0,62;0,23;4,58;33,33;40,38;63,0;2,92
2019-04-15;0,65;0,23;12,79;28,96;48,63;71,58;3,67
2019-04-16;0,64;0,23;10,58;35,96;52,04;62,54;3,42
2019-04-17;0,76;0,25;18,5;30,42;58,42;60,29;3,5
2019-04-18;0,6;0,2;3,38;26,14;31,1;87,81;3,0
2019-04-19;0,6;0,2;2,29;15,13;18,33;111,33;3,29
2019-04-20;0,77;0,2;2,13;14,17;16,88;119,63;3,0
2019-04-21;0,65;0,2;2,17;13,5;16,5;110,46;3,0
2019-04-22;0,67;0,2;2,0;11,83;14,42;108,04;3,0
2019-04-23;0,75;0,23;11,21;30,46;47,58;62,92;3,25
2019-04-24;0,62;0,22;8,04;21,42;33,67;73,96;3,21
2019-04-25;0,63;0,2;3,29;21,83;26,75;70,33;3,0
2019-04-26;0,6;0,2;3,67;25,46;30,96;64,13;3,13
2019-04-27;0,65;0,23;8,04;31,67;43,79;54,21;4,5
2019-04-28;0,6;0,23;4,29;21,29;27,67;58,17;3,29
2019-04-29;0,6;0,2;3,04;15,58;20,04;79,13;3,46
2019-04-30;0,6;0,22;5,04;22,96;30,71;59,13;3,08
2019-05-01;0,6;0,23;3,92;15,46;21,38;62,04;3,08
2019-05-02;0,64;0,24;11,58;34,63;52,25;52,25;3,67
2019-05-03;0,68;0,27;15,58;54,29;78,13;28,04;3,29
2019-05-04;0,6;0,21;4,42;21,75;28,29;52,88;3,17
2019-05-05;0,62;0,2;2,79;18,21;22,42;69,13;3,33
2019-05-06;0,62;0,22;7,0;23,13;33,75;68,38;3,54
2019-05-07;0,62;0,23;15,67;31,58;55,38;49,96;3,79
2019-05-08;0,6;0,22;2,79;13,79;18,21;78,79;3,17
2019-05-09;0,61;0,22;4,88;21,25;28,79;64,13;3,71
2019-05-10;0,65;0,29;11,29;40,75;58,0;53,29;4,67
2019-05-11;0,63;0,26;7,58;25,83;37,5;50,08;3,96
2019-05-12;0,6;0,22;3,54;20,0;25,29;56,0;3,67
2019-05-13;0,6;0,24;8,04;27,88;39,96;59,29;3,75
2019-05-14;0,64;0,33;9,14;31,0;44,68;58,32;3,27
2019-05-15;0,62;0,23;8,46;25,42;38,25;70,13;2,96
2019-05-16;0,6;0,21;7,96;32,79;44,71;65,13;2,88
2019-05-17;0,6;0,2;3,63;33,5;39,04;66,96;2,88
2019-05-18;0,6;0,21;2,79;18,29;22,46;66,33;2,38
2019-05-19;0,6;0,22;2,92;21,17;25,46;57,54;2,33
2019-05-20;0,6;0,2;6,63;24,88;34,67;51,46;2,58
2019-05-21;0,61;0,22;10,04;29,92;45,29;50,67;3,04
2019-05-22;0,6;0,23;10,25;27,17;42,54;52,75;3,04
2019-05-23;0,6;0,21;7,67;28,58;40,46;52,13;3,17
2019-05-24;0,64;0,27;10,96;38,33;55,0;43,83;3,04
2019-05-25;0,62;0,24;5,13;26,21;34,0;41,42;2,92
2019-05-26;0,63;0,23;4,71;19,63;26,79;44,54;2,79
2019-05-27;0,67;0,25;5,5;23,38;31,83;42,46;2,96
2019-05-28;0,6;0,22;10,04;20,92;36,17;44,21;3,04
2019-05-29;0,61;0,2;7,08;20,79;31,58;50,67;3,04
2019-05-30;1,14;0,25;11,71;27,42;45,13;41,46;3,21
2019-05-31;1,01;0,21;9,79;30,21;45,08;40,96;3,54
2019-06-01;0,6;0,21;5,0;26,38;34,0;52,63;3,25
2019-06-02;0,6;0,2;3,67;19,88;25,33;62,92;2,96
2019-06-03;0,61;0,22;8,42;30,54;43,21;57,92;3,13
2019-06-04;0,61;0,22;9,25;30,04;43,75;56,75;3,08
2019-06-05;0,8;0,26;5,96;26,58;35,38;54,58;3,0
2019-06-06;0,61;0,22;12,0;17,67;35,58;52,67;3,08
2019-06-07;0,62;0,24;8,5;24,08;36,79;52,79;3,04
2019-06-08;0,6;0,21;6,54;28,75;38,63;45,75;3,63
2019-06-09;0,6;0,25;3,79;30,5;36,13;51,29;3,96
2019-06-10;0,6;0,21;5,88;22,29;31,21;53,58;3,46
2019-06-11;0,64;0,21;14,17;35,75;57,38;35,29;3,25
2019-06-12;0,6;0,26;15,68;31,77;55,41;33,83;3,19
2019-06-13;0,6;0,39;15,21;30,54;53,58;41,46;3,17
2019-06-14;0,65;0,23;10,75;36,83;53,04;53,33;3,38
2019-06-15;0,63;0,25;9,46;30,88;45,33;47,54;3,08
2019-06-16;0,6;0,2;5,38;21,96;30,33;46,54;3,29
2019-06-17;0,75;0,23;9,42;28,38;42,42;46,33;3,38
2019-06-18;0,7;0,29;9,54;32,08;46,67;48,29;3,58
2019-06-19;0,6;0,37;8,96;28,96;42,46;47,79;3,13
2019-06-20;0,75;0,26;7,35;25,39;36,52;47,3;3,3
2019-06-21;0,61;0,31;7,0;24,75;35,33;52,46;3,13
2019-06-22;0,6;0,29;6,67;23,38;33,46;43,67;3,25
2019-06-23;0,6;0,46;5,67;19,38;27,71;48,63;3,0
2019-06-24;0,73;0,25;6,21;25,29;34,63;49,42;3,67
2019-06-25;0,6;0,22;3,63;17,29;22,54;69,13;3,21
2019-06-26;0,75;0,2;4,17;26,5;32,92;71,42;3,75
2019-06-27;0,7;0,28;19,08;52,96;82,0;34,96;5,04
2019-06-28;0,6;0,25;11,92;40,83;58,96;40,17;4,58
2019-06-29;0,62;0,28;7,54;47,63;58,92;59,54;4,83
2019-06-30;0,67;0,37;8,46;38,63;51,38;39,67;3,13
2019-07-01;0,67;0,38;15,88;39,33;63,21;38,17;3,42
2019-07-02;0,66;0,36;15,92;32,63;56,75;;3,58
2019-07-03;0,62;0,3;11,88;35,67;53,63;;3,5
2019-07-04;0,62;0,34;8,5;31,79;44,54;;3,21
2019-07-05;0,61;0,35;10,5;30,71;46,46;;3,42
2019-07-06;0,6;0,32;7,13;24,92;35,63;;3,29
2019-07-07;0,62;0,35;5,17;17,25;25,13;;3,58
2019-07-08;0,7;0,4;12,67;44,46;63,83;;3,83
2019-07-09;0,65;0,25;6,5;27,18;37,0;;4,29
2019-07-10;0,7;0,32;8,83;25,92;39,13;;4,29
2019-07-11;0,62;0,44;9,42;32,29;46,33;;4,13
2019-07-12;0,64;0,33;9,54;24,88;39,25;;4,13
2019-07-13;0,62;0,32;11,13;28,88;45,54;;4,83
2019-07-14;0,76;0,29;6,42;24,04;33,79;;4,38
2019-07-15;0,61;0,33;7,92;24,08;36,21;;4,46
2019-07-16;0,67;0,33;8,25;29,04;41,63;;4,63
2019-07-17;0,7;0,3;15,17;35,17;58,08;75,9;4,83
2019-07-18;0,6;0,29;9,25;26,75;40,88;63,17;4,71
2019-07-19;0,64;0,28;15,67;26,46;50,33;59,71;5,0
2019-07-20;0,6;0,31;9,88;24,08;39,04;56,63;4,75
2019-07-21;0,6;0,27;7,08;20,46;30,88;56,79;4,83
2019-07-22;0,6;0,33;15,71;33,0;56,71;51,92;5,0
2019-07-23;0,62;0,29;10,58;34,54;50,75;53,92;5,29
2019-07-24;0,65;0,36;16,54;27,96;53,04;52,17;5,04
2019-07-25;0,62;0,35;20,75;27,29;58,96;45,58;4,67
2019-07-26;0,64;0,36;16,54;33,21;58,29;54,88;3,63
2019-07-27;0,63;0,3;4,46;14,88;21,42;72,42;3,08
2019-07-28;0,61;0,22;3,88;14,13;20,17;55,67;3,0
2019-07-29;0,6;0,31;10,58;21,96;38,17;42,17;3,54
2019-07-30;0,6;0,35;11,33;15,33;32,63;48,83;3,54
2019-07-31;0,6;0,25;7,33;20,17;31,29;55,04;3,04
2019-08-01;0,63;0,25;12,13;25,67;44,0;58,25;3,13
2019-08-02;0,6;0,25;10,42;37,13;52,67;65,21;3,63
2019-08-03;0,6;0,31;5,63;23,71;32,25;73,38;3,21
2019-08-04;0,6;0,29;6,08;20,42;29,38;68,75;3,5
2019-08-05;0,63;0,34;13,83;33,42;54,38;57,08;3,54
2019-08-06;0,63;0,31;15,13;27,65;50,48;51,71;3,88
2019-08-07;0,6;0,34;4,67;14,58;21,5;65,83;3,67
2019-08-08;0,6;0,43;11,79;21,67;39,33;49,83;4,17
2019-08-09;0,61;0,47;13,83;24,17;45,08;49,63;4,0
2019-08-10;0,6;0,28;6,38;16,04;25,5;57,92;4,25
2019-08-11;0,6;0,32;7,21;16,13;26,79;52,08;3,96
2019-08-12;0,6;0,29;6,92;18,75;29,13;57,13;3,88
2019-08-13;0,63;0,3;5,57;21,76;30,0;56,23;2,76
2019-08-14;0,63;0,38;8,71;22,33;35,46;53,71;3,63
2019-08-15;0,61;0,32;7,67;17,58;29,29;46,88;4,58
2019-08-16;0,75;0,28;6,71;16,46;26,54;48,63;4,38
2019-08-17;0,72;0,32;7,29;14,54;25,5;45,58;4,5
2019-08-18;0,62;0,32;8,79;16,88;30,17;42,75;4,92
2019-08-19;0,62;0,31;6,29;18,67;28,17;48,29;5,0
2019-08-20;0,62;0,24;3,92;14,92;20,75;68,42;5,0
2019-08-21;0,6;0,28;7,75;22,29;33,88;60,88;4,79
2019-08-22;0,6;0,28;9,67;23,67;38,17;70,92;5,0
2019-08-23;0,6;0,31;9,22;30,04;43,78;66,0;4,92
2019-08-24;0,61;0,32;8,04;32,43;44,48;68,0;5,0
2019-08-25;0,6;0,32;5,83;21,92;30,67;72,67;5,0
2019-08-26;0,61;0,32;10,38;30,21;46,0;59,08;5,0
2019-08-27;0,66;0,32;8,63;36,0;48,92;36,54;5,0
2019-08-28;0,6;0,29;14,63;25,5;47,5;56,71;5,13
2019-08-29;0,61;0,32;13,07;37,14;56,79;61,38;5,0
2019-08-30;0,82;0,35;10,63;33,53;49,68;60,62;4,86
2019-08-31;0,61;0,32;5,42;29,42;37,71;70,13;5,83
2019-09-01;0,6;0,3;4,0;19,5;25,46;65,42;5,67
2019-09-02;0,61;0,28;8,92;24,92;38,17;53,25;5,92
2019-09-03;0,6;0,3;6,96;24,75;35,29;60,0;6,21
2019-09-04;0,61;0,3;10,29;30,5;46,25;56,71;6,21
2019-09-05;0,62;0,3;7,13;27,21;37,79;49,83;5,92
2019-09-06;0,6;0,27;7,0;27,0;37,38;48,92;5,04
2019-09-07;0,65;0,35;4,63;21,13;28,04;56,88;5,38
2019-09-08;0,66;0,23;4,13;20,38;26,54;50,04;5,75
2019-09-09;0,83;0,31;8,21;22,63;35,0;49,79;5,63
2019-09-10;1,68;0,24;8,21;34,67;47,13;32,58;5,96
2019-09-11;1,14;0,21;2,83;17,54;21,83;65,71;5,33
2019-09-12;0,6;0,24;9,67;36,67;51,38;56,25;4,88
2019-09-13;0,74;0,32;17,25;47,67;74,21;51,88;5,08
2019-09-14;0,85;0,27;5,13;26,58;34,21;77,54;4,96
2019-09-15;0,81;0,26;3,71;21,13;26,79;79,67;4,88
2019-09-16;0,77;0,32;20,67;49,42;80,75;41,08;5,17
2019-09-17;0,73;0,36;27,54;44,63;86,46;48,54;5,17
2019-09-18;0,7;0,33;14,0;42,58;63,75;51,67;5,04
2019-09-19;0,6;0,3;15,42;32,46;55,67;53,54;5,0
2019-09-20;0,71;0,3;18,46;35,42;63,54;54,42;5,17
2019-09-21;0,65;0,27;3,96;20,54;26,38;55,92;5,0
2019-09-22;0,6;0,25;6,75;20,29;30,38;49,0;5,0
2019-09-23;0,64;0,28;19,67;24,04;53,67;41,21;5,04
2019-09-24;0,61;0,23;14,13;28,92;50,46;45,04;5,04
2019-09-25;0,79;0,29;5,48;16,76;25,0;63,55;4,55
2019-09-26;0,65;0,28;18,42;24,96;53,0;47,13;4,21
2019-09-27;1,25;0,33;27,92;39,42;81,79;27,08;4,29
2019-09-28;0,73;0,29;27,13;37,04;78,29;31,96;4,25
2019-09-29;0,61;0,23;19,13;31,75;60,71;42,04;4,38
2019-09-30;0,77;0,29;35,08;33,25;86,92;23,79;4,29
2019-10-01;1,56;0,26;20,92;30,58;62,29;39,96;4,13
2019-10-02;0,62;0,22;11,21;21,0;37,88;57,58;4,08
2019-10-03;0,64;0,23;11,08;33,96;50,54;36,38;4,04
2019-10-04;0,69;0,24;24,96;40,46;78,33;37,38;4,25
2019-10-05;0,73;0,23;9,67;30,33;45,04;37,88;4,0
2019-10-06;0,61;0,21;7,25;19,38;30,46;38,88;4,0
2019-10-07;0,62;0,23;9,75;31,79;46,58;41,08;4,29
2019-10-08;0,75;0,24;26,71;32,25;72,79;42,25;4,63
2019-10-09;0,62;0,21;17,04;28,13;53,75;34,88;4,67
2019-10-10;0,6;0,23;12,04;26,25;44,42;31,75;4,46
2019-10-11;0,65;0,23;25,04;33,42;71,38;29,25;4,75
2019-10-12;0,69;0,26;19,71;22,54;52,38;38,21;4,83
2019-10-13;0,61;0,2;4,42;18,17;24,67;58,33;4,38
2019-10-14;0,65;0,23;7,0;26,5;37,13;50,13;4,08
2019-10-15;0,67;0,24;6,63;26,58;36,58;46,38;4,13
2019-10-16;0,68;0,24;24,96;36,25;74,33;47,79;5,75
2019-10-17;0,69;0,22;15,67;42,29;66,08;49,71;5,54
2019-10-18;0,69;0,25;14,92;42,67;65,42;40,33;5,83
2019-10-19;0,9;0,41;10,54;31,38;47,13;42,5;5,46
2019-10-20;0,66;0,22;4,29;13,83;20,33;67,88;4,58
2019-10-21;0,64;0,22;15,96;39,96;64,17;24,42;5,21
2019-10-22;1,1;0,2;5,33;28,67;36,38;45,54;4,92
2019-10-23;0,6;0,25;29,05;33,73;78,05;48,77;5,27
2019-10-24;;0,25;26,41;35,5;75,64;25,32;5,59
2019-10-25;;0,24;22,08;41,29;74,96;26,83;4,21
2019-10-26;;0,23;18,46;37,75;65,58;31,92;3,63
2019-10-27;;0,23;10,61;32,91;48,57;42,39;2,96
2019-10-28;0,62;0,31;22,95;41,19;76,14;27,91;3,1
2019-10-29;0,65;0,32;31,67;36,83;85,21;24,04;2,92
2019-10-30;0,62;0,24;24,1;41,14;78,0;18,67;3,67
2019-10-31;0,63;0,27;26,5;44,38;84,54;21,33;3,96
2019-11-01;0,62;0,24;20,92;33,04;64,92;22,17;3,17
2019-11-02;0,61;0,23;13,5;28,25;48,67;25,42;3,0
2019-11-03;0,6;0,2;1,5;9,13;11,5;64,33;2,42
2019-11-04;0,6;0,2;3,92;21,5;27,63;54,13;2,17
2019-11-05;0,6;0,2;2,13;14,17;17,29;63,58;2,0
2019-11-06;0,6;0,21;9,29;29,38;43,38;39,29;2,08
2019-11-07;0,6;0,25;33,08;45,83;96,29;21,21;3,54
2019-11-08;0,6;0,21;4,26;22,61;29,09;49,83;3,13
2019-11-09;0,67;0,2;2,88;21,42;25,63;48,21;4,38
2019-11-10;0,65;0,2;3,54;24,92;30,08;38,67;4,54
2019-11-11;0,6;0,2;10,25;35,38;50,96;26,46;3,67
2019-11-12;0,62;0,22;8,71;36,5;49,75;32,83;2,58
2019-11-13;0,63;0,32;34,54;44,54;97,21;14,17;3,5
2019-11-14;0,8;0,48;70,0;52,86;159,68;6,27;5,0
2019-11-15;0,61;0,39;27,63;39,58;81,58;19,42;5,54
2019-11-16;0,6;0,36;6,08;28,42;37,79;30,13;4,54
2019-11-17;0,64;0,4;13,79;33,83;54,79;26,33;5,21
2019-11-18;0,62;0,32;31,54;44,29;92,25;13,54;4,04
2019-11-19;0,67;0,26;33,42;43,25;94,08;20,75;3,29
2019-11-20;0,73;0,33;46,67;50,58;121,38;10,13;4,21
2019-11-21;0,61;0,27;29,25;45,79;90,29;18,46;5,0
2019-11-22;0,61;0,26;28,0;39,21;81,58;25,13;3,5
2019-11-23;0,6;0,2;6,04;16,71;25,96;56,38;2,63
2019-11-24;0,6;0,22;4,0;24,46;30,54;45,38;2,5
2019-11-25;0,67;0,3;36,29;40,0;95,29;20,63;3,33
2019-11-26;0,61;0,3;27,17;33,92;75,04;22,0;3,67
2019-11-27;0,6;0,24;16,46;41,17;66,29;30,54;3,46
2019-11-28;0,61;0,31;25,1;31,52;69,71;40,86;3,18
2019-11-29;0,69;0,48;48,04;48,79;122,29;20,92;3,42
2019-11-30;0,61;0,5;19,0;36,04;65,04;20,96;3,38
2019-12-01;0,61;0,47;16,5;33,21;58,33;30,58;3,54
2019-12-02;0,65;0,52;47,54;44,92;117,46;9,13;3,71
2019-12-03;0,64;0,44;11,88;32,5;50,79;23,21;3,17
2019-12-04;0,61;0,36;2,13;22,54;25,79;49,29;2,67
2019-12-05;2,13;0,45;11,75;42,08;60,08;30,5;2,75
2019-12-06;0,62;0,45;17,79;35,75;62,71;23,04;3,63
2019-12-07;0,61;0,48;14,29;32,08;53,83;16,75;3,17
2019-12-08;0,6;0,43;7,79;25,25;36,71;11,67;3,13
2019-12-09;0,6;0,38;4,21;24,96;31,04;36,25;2,75
2019-12-10;0,65;0,49;39,67;47,25;107,88;20,96;3,38
2019-12-11;0,68;0,52;35,96;44,21;99,13;7,13;3,88
2019-12-12;0,63;0,32;4,21;19,79;26,0;47,79;2,58
2019-12-13;0,62;0,33;1,92;15,63;18,5;56,46;1,83
2019-12-14;0,6;0,35;8,67;24,42;37,83;46,63;2,04
2019-12-15;0,62;0,47;16,71;36,58;61,88;26,83;2,46
2019-12-16;0,75;0,63;94,21;52,75;196,33;2,88;4,04
2019-12-17;0,76;0,44;52,88;52,38;133,17;6,25;3,75
2019-12-18;0,67;0,27;58,58;44,58;133,88;7,46;3,33
2019-12-19;0,63;0,28;38,64;39,27;97,95;13,27;2,28
2019-12-20;0,6;0,23;11,5;33,21;50,54;35,63;1,17
2019-12-21;0,6;0,23;7,42;26,63;37,79;40,25;1,21
2019-12-22;0,6;0,2;1,21;6,5;8,54;74,17;1,0
2019-12-23;0,62;0,26;19,08;31,58;60,46;49,83;1,29
2019-12-24;0,6;0,25;18,83;37,92;66,38;14,42;1,75
2019-12-25;0,6;0,24;8,25;20,25;32,67;20,0;1,46
2019-12-26;0,61;0,22;10,5;24,54;40,33;17,67;1,88
2019-12-27;0,6;0,22;14,5;31,0;53,17;11,83;1,5
2019-12-28;0,64;0,25;23,08;30,42;65,33;13,96;2,0
2019-12-29;0,66;0,31;23,54;34,92;70,46;11,96;2,17
2019-12-30;0,62;0,24;27,0;37,88;78,88;11,79;2,54
2019-12-31;0,6;0,2;9,42;28,17;42,21;16,63;1,25
2020-01-01;0,6;0,23;9,88;22,96;37,92;22,67;1,21
2020-01-02;0,62;0,29;28,38;29,46;72,42;12,92;1,42
2020-01-03;0,6;0,27;22,13;30,29;64,08;5,5;2,04
2020-01-04;0,6;0,2;9,5;27,17;41,5;14,83;2,29
2020-01-05;0,61;0,25;11,71;24,67;42,46;21,17;1,71
2020-01-06;0,62;0,28;20,46;33,21;64,29;17,25;2,25
2020-01-07;0,62;0,3;21,63;38,92;71,67;10,54;2,88
2020-01-08;0,73;0,38;52,92;45,13;126,17;11,46;3,75
2020-01-09;0,7;0,4;47,29;42,04;113,88;19,75;3,33
2020-01-10;0,6;0,33;33,58;56,17;107,58;6,38;2,42
2020-01-11;0,6;0,26;10,42;31,54;47,08;19,71;2,0
2020-01-12;0,66;0,33;16,21;33,58;58,0;16,17;2,88
2020-01-13;0,66;0,34;27,0;43,79;84,83;19,75;2,83
2020-01-14;0,7;0,37;44,88;46,54;115,04;18,13;3,83
2020-01-15;0,69;0,38;39,68;52,53;112,79;3,0;3,59
2020-01-16;0,66;0,38;35,8;48,7;103,25;28,85;3,1
2020-01-17;0,63;0,35;24,33;38,96;75,96;29,46;3,13
2020-01-18;0,63;0,3;10,08;34,63;49,54;34,04;2,46
2020-01-19;0,67;0,27;3,71;17,08;22,71;58,13;1,63
2020-01-20;0,6;0,23;2,13;13,71;17,04;63,96;1,04
2020-01-21;0,6;0,32;1,75;12,29;14,92;62,25;1,5
2020-01-22;1,21;0,26;4,38;30,13;36,67;53,42;1,88
2020-01-23;0,65;0,32;19,33;31,88;61,0;42,88;2,17
2020-01-24;0,65;0,38;35,08;39,92;93,42;15,83;2,79
2020-01-25;0,76;0,45;34,83;42,13;95,21;12,17;2,83
2020-01-26;0,66;0,38;12,0;31,04;49,21;20,0;2,42
2020-01-27;0,64;0,41;29,21;37,42;81,79;23,25;2,33
2020-01-28;0,61;0,31;13,0;37,04;56,67;29,04;2,25
2020-01-29;0,74;0,52;70,75;51,5;159,46;10,04;4,04
2020-01-30;0,75;0,47;48,54;42,83;116,83;10,04;3,36
2020-01-31;0,66;0,45;32,96;41,46;91,42;12,29;4,25
2020-02-01;0,73;0,46;29,29;40,08;84,83;13,25;4,17
2020-02-02;0,64;0,42;11,63;27,21;44,96;19,63;4,08
2020-02-03;0,62;0,37;18,0;35,17;62,22;19,17;3,35
2020-02-04;0,6;0,35;9,54;33,17;47,38;23,42;2,33
2020-02-05;0,63;0,34;14,38;39,63;61,46;34,25;2,25
2020-02-06;0,63;0,44;31,75;40,67;88,92;27,0;2,54
2020-02-07;0,69;0,47;40,0;47,96;108,92;22,33;3,29
2020-02-08;0,7;0,53;20,5;41,67;72,92;22,08;3,21
2020-02-09;0,63;0,4;6,5;20,88;30,67;43,25;3,21
2020-02-10;0,63;0,43;14,13;28,46;49,83;39,38;3,29
2020-02-11;0,66;0,45;24,29;41,83;78,67;23,33;3,42
2020-02-12;0,63;0,46;14,33;33,79;55,38;33,25;2,67
2020-02-13;0,67;0,46;17,25;29,04;55,25;36,75;2,67
2020-02-14;0,68;0,51;42,75;35,42;100,54;22,88;3,21
2020-02-15;0,62;0,44;12,67;27,5;46,71;37,17;3,0
2020-02-16;0,61;0,4;3,92;11,79;17,83;66,29;2,0
2020-02-17;0,61;0,42;16,96;23,58;49,33;52,83;2,96
2020-02-18;0,62;0,46;16,63;33,17;58,42;39,71;2,83
2020-02-19;0,63;0,44;24,83;40,63;78,38;26,42;3,0
2020-02-20;0,62;0,42;20,54;36,25;67,46;30,92;3,0
2020-02-21;0,6;0,39;15,42;40,42;64,04;34,33;3,54
2020-02-22;0,67;0,5;13,58;41,79;62,33;32,58;3,38
2020-02-23;0,63;0,43;5,42;27,96;35,96;41,67;3,42
2020-02-24;0,61;0,38;10,06;37,94;51,83;44,79;3,3
2020-02-25;0,63;0,4;18,92;43,42;72,29;30,29;3,25
2020-02-26;0,64;0,35;8,0;27,25;39,46;50,38;2,38
2020-02-27;0,6;0,26;4,46;21,29;28,21;57,88;2,58
2020-02-28;;0,36;18,83;32,75;61,46;42,04;3,04
2020-02-29;;0,36;5,0;26,25;33,46;45,67;2,5
2020-03-01;0,6;0,32;2,25;16,67;19,63;62,5;2,17
2020-03-02;0,6;0,28;1,71;8,46;11,42;74,21;1,63
2020-03-03;0,6;0,34;5,13;20,79;28,63;62,33;1,58
2020-03-04;0,74;0,46;28,38;49,13;92,54;34,21;2,88
2020-03-05;0,75;0,48;31,63;27,17;75,5;41,08;3,21
2020-03-06;0,6;0,33;2,88;16,0;20,5;68,25;2,0
2020-03-07;0,6;0,38;1,92;15,0;18,0;68,21;2,08
2020-03-08;0,6;0,43;3,54;24,67;30,21;51,92;3,0
2020-03-09;0,6;0,46;10,71;30,21;46,46;45,0;3,29
2020-03-10;0,61;0,32;9,75;33,13;47,75;43,33;3,29
2020-03-11;0,63;0,37;19,54;33,54;63,08;39,33;3,71
2020-03-12;0,7;0,36;12,71;33,42;52,58;52,38;3,46
2020-03-13;0,72;0,35;10,88;30,83;47,21;47,0;3,46
2020-03-14;0,64;0,38;7,0;27,88;38,5;38,54;3,63
2020-03-15;0,6;0,52;4,04;17,75;24,08;52,42;3,29
2020-03-16;0,65;0,3;2,04;16,88;19,83;75,0;2,96
2020-03-17;0,61;0,3;2,33;23,38;26,92;66,04;3,13
2020-03-18;0,61;0,36;18,58;31,17;59,5;35,04;4,04
2020-03-19;0,6;0,32;14,21;26,17;47,67;46,54;3,33
2020-03-20;0,6;0,25;7,96;29,88;41,92;47,0;3,04
2020-03-21;0,6;0,23;2,75;19,92;23,88;56,58;2,42
2020-03-22;0,6;0,22;2,42;13,46;16,96;58,96;2,83
2020-03-23;0,6;0,2;2,17;16,79;20,13;70,75;2,29
2020-03-24;0,6;0,2;1,67;10,25;12,83;82,17;2,46
2020-03-25;0,6;0,22;1,96;16,17;19,04;69,75;1,92
2020-03-26;0,6;0,26;6,46;23,17;32,96;51,46;2,17
2020-03-27;0,6;0,27;3,58;22,5;27,92;54,75;2,04
2020-03-28;0,6;0,24;2,04;14,83;17,83;64,83;2,33
2020-03-29;0,6;0,27;2,04;15,35;18,57;66,91;2,61
2020-03-30;0,6;0,24;2,33;18,46;22,0;49,5;2,21
2020-03-31;0,6;0,3;1,71;14,5;17,13;57,63;2,38
2020-04-01;0,6;0,3;1,25;10,0;12,04;80,58;2,25
2020-04-02;0,62;0,25;1,46;11,88;14,08;83,46;2,0
2020-04-03;0,6;0,29;5,08;18,38;26,29;53,58;2,25
2020-04-04;0,6;0,27;2,42;14,83;18,42;60,17;2,71
2020-04-05;0,6;0,27;1,54;9,71;12,25;69,29;3,0
2020-04-06;0,6;0,3;5,38;21,04;29,29;68,33;3,08
2020-04-07;0,61;0,29;6,04;23,29;32,5;67,75;2,63
2020-04-08;0,6;0,25;3,21;18,38;23,38;78,54;2,29
2020-04-09;0,6;0,3;2,79;17,5;21,88;68,38;2,67
2020-04-10;0,6;0,31;1,67;12,04;14,75;77,08;3,38
2020-04-11;0,6;0,31;2,21;12,75;16,08;75,3;3,25
2020-04-12;0,6;0,3;1,75;11,75;14,67;79,92;3,29
2020-04-13;0,6;0,3;1,21;10,21;12,33;79,21;2,96
2020-04-14;0,62;0,32;3,75;16,83;22,46;77,63;3,0
2020-04-15;0,6;0,34;8,96;20,71;34,25;54,21;3,04
2020-04-16;0,6;0,3;1,88;12,58;15,42;79,46;3,08
2020-04-17;0,6;0,31;6,54;18,08;28,0;63,54;2,92
2020-04-18;0,6;0,3;1,67;12,0;14,75;64,13;2,96
2020-04-19;0,61;0,31;1,25;8,88;10,96;72,17;3,0
2020-04-20;0,63;0,32;4,75;19,96;27,17;48,63;3,0
2020-04-21;0,6;0,33;2,29;21,17;24,96;51,75;3,0
2020-04-22;0,6;0,3;1,5;11,17;13,58;77,67;3,0
2020-04-23;0,6;0,34;3,58;18,29;23,79;67,63;3,25
2020-04-24;0,62;0,36;5,25;19,08;26,88;61,38;4,29
2020-04-25;0,6;0,35;2,88;13,67;17,83;61,96;3,67
2020-04-26;0,6;0,37;2,17;9,63;12,79;55,71;3,17
2020-04-27;0,6;0,37;5,96;16,08;25,17;49,08;3,0
2020-04-28;0,61;0,32;2,54;12,29;16,25;70,71;3,08
2020-04-29;0,6;0,34;10,0;15,96;31,0;68,29;3,29
2020-04-30;0,6;0,36;2,79;16,08;20,67;67,38;3,25
2020-05-01;0,6;0,36;1,5;8,83;11,29;58,33;3,08
2020-05-02;0,61;0,41;2,46;16,88;20,5;47,88;3,88
2020-05-03;0,66;0,43;2,33;11,96;15,33;41,33;3,88
2020-05-04;0,61;0,44;8,04;16,42;28,75;44,33;3,92
