date;c6h6;co;no;no2;nox;o3;so2
2014-12-26;0,65;0,36;6,79;24,88;34,96;27,5;1,0
2014-12-27;0,61;0,35;3,92;24,92;30,71;29,67;1,0
2014-12-28;0,6;0,33;4,63;26,08;32,83;54,63;1,08
2014-12-29;0,96;0,39;32,0;55,78;104,48;16,82;3,77
2014-12-30;0,7;0,29;16,13;45,38;69,58;25,17;4,04
2014-12-31;0,91;0,37;22,75;44,79;79,38;22,75;3,33
2015-01-01;1,13;0,39;16,13;36,33;60,88;26,08;2,75
2015-01-02;0,9;0,3;13,63;42,96;63,38;23,33;2,5
2015-01-03;0,73;0,2;6,29;38,67;48,08;26,96;3,29
2015-01-04;0,76;0,21;10,5;34,29;50,13;23,92;2,75
2015-01-05;0,86;0,2;19,7;34,7;64,2;4,7;2,5
2015-01-06;0,73;0,21;12,27;28,0;46,4;;2,22
2015-01-07;1,07;0,25;42,67;39,46;104,13;12,69;3,39
2015-01-08;0,72;0,2;16,79;31,21;56,5;11,83;2,67
2015-01-09;0,69;0,2;20,25;33,92;64,46;10,42;2,46
2015-01-10;0,73;0,2;12,75;33,25;52,29;15,88;2,71
2015-01-11;0,78;0,2;12,79;27,88;46,96;14,54;3,21
2015-01-12;0,9;0,25;38,83;41,08;99,92;19,54;3,13
2015-01-13;1,14;0,3;40,96;39,83;101,87;26,43;3,18
2015-01-14;1,21;0,41;41,5;47,33;110,46;21,0;3,0
2015-01-15;1,14;0,43;52,42;42,5;122,29;25,46;3,0
2015-01-16;1,18;0,43;62,71;40,63;136,21;22,08;2,75
2015-01-17;0,82;0,36;15,04;33,13;55,88;37,42;1,5
2015-01-18;0,9;0,39;8,71;27,5;40,46;37,0;3,0
2015-01-19;;0,43;29,33;53,67;98,29;16,41;1,92
2015-01-20;;0,46;;;;;1,75
2015-01-21;0,95;0,47;40,25;47,08;108,42;9,89;1,67
2015-01-22;0,81;0,42;30,21;43,38;88,92;19,04;1,75
2015-01-23;0,74;0,35;10,08;41,0;56,15;30,92;1,83
2015-01-24;0,62;0,3;3,0;22,5;26,96;56,38;1,75
2015-01-25;0,63;0,25;2,96;23,5;27,67;73,54;1,63
2015-01-26;0,76;0,35;22,13;46,92;80,54;29,96;2,58
2015-01-27;0,97;0,41;44,21;49,38;116,5;18,25;2,33
2015-01-28;1,07;0,42;45,83;47,5;117,33;21,33;2,78
2015-01-29;0,89;0,38;31,65;34,96;83,09;30,09;2,76
2015-01-30;0,6;0,25;2,28;12,78;16,11;77,5;
2015-02-02;1,09;0,54;51,36;61,73;139,82;15,82;2,0
2015-02-03;1,15;0,5;42,46;49,46;113,67;12,96;1,67
2015-02-04;0,7;0,38;10,0;39,33;54,17;39,33;1,0
2015-02-05;0,7;0,38;20,5;44,5;75,54;36,46;1,42
2015-02-06;0,75;0,44;16,17;46,17;70,46;31,08;1,42
2015-02-07;0,95;0,51;7,96;30,38;42,25;32,67;1,67
2015-02-08;0,99;0,51;3,13;24,13;28,92;49,42;1,71
2015-02-09;1,05;0,55;23,13;43,46;78,29;36,04;2,0
2015-02-10;1,04;0,53;36,23;52,27;107,41;26,65;2,36
2015-02-11;1,15;0,59;51,17;62,17;139,79;18,88;3,0
2015-02-12;1,3;0,61;42,21;54,21;118,21;29,21;2,75
2015-02-13;1,08;0,53;34,17;41,17;93,08;41,29;2,79
2015-02-14;0,9;0,52;20,67;37,08;68,58;36,79;2,79
2015-02-15;0,74;0,52;15,25;34,96;58,04;36,63;2,04
2015-02-16;0,99;0,6;38,21;48,38;106,42;28,25;3,25
2015-02-17;1,06;0,65;46,25;58,88;129,17;15,92;3,27
2015-02-18;0,79;0,57;18,33;45,67;73,33;34,88;3,71
2015-02-19;1,13;0,68;35,08;48,96;102,29;37,29;3,71
2015-02-20;1,14;0,58;34,75;52,46;105,13;36,79;2,5
2015-02-21;1,05;0,42;23,92;48,0;84,17;33,17;2,17
2015-02-22;0,75;0,26;9,42;37,29;51,46;61,04;1,52
2015-02-23;0,87;0,4;27,58;46,83;88,79;28,79;2,87
2015-02-24;0,6;0,25;2,58;18,58;22,42;73,83;1,05
2015-02-25;0,7;0,34;11,71;36,25;54,0;55,46;1,78
2015-02-26;0,93;0,45;43,33;49,33;115,38;21,55;3,25
2015-02-27;0,88;0,4;40,17;40,38;101,25;42,83;2,74
2015-02-28;0,73;0,35;8,33;40,79;53,33;48,92;1,92
2015-03-01;0,87;0,4;8,0;36,04;47,88;43,67;2,58
2015-03-02;0,73;0,35;16,7;37,65;62,78;32,46;2,46
2015-03-03;0,7;0,37;33,33;34,29;84,92;49,88;2,04
2015-03-04;0,84;0,45;43,04;51,92;117,46;21,63;2,08
2015-03-05;0,69;0,38;16,08;36,58;61,0;63,17;1,96
2015-03-06;0,73;0,45;23,88;42,29;78,5;48,25;3,33
2015-03-07;0,78;0,44;11,38;43,29;60,42;43,38;3,17
2015-03-08;0,92;0,5;11,46;38,92;56,08;48,96;2,96
2015-03-09;0,92;0,49;15,88;46,17;70,08;54,08;3,17
2015-03-10;0,85;0,5;21,75;51,08;84,08;53,0;2,83
2015-03-11;0,83;0,48;20,08;52,96;83,25;54,79;2,58
2015-03-12;0,83;0,5;17,88;44,79;72,0;61,96;3,25
2015-03-13;0,87;0,49;17,17;35,79;61,83;79,13;1,96
2015-03-14;0,68;0,4;2,46;30,54;34,5;64,33;1,17
2015-03-15;0,68;0,45;6,04;31,5;40,5;50,25;1,71
2015-03-16;0,85;0,51;33,14;44,64;94,73;42,25;2,09
2015-03-17;0,94;0,51;15,41;32,05;55,23;48,14;2,38
2015-03-18;0,62;0,4;2,33;20,46;23,79;93,63;1,75
2015-03-19;0,67;0,45;2,75;28,83;32,71;90,25;2,5
2015-03-20;0,61;0,44;2,42;24,13;27,75;98,04;3,04
2015-03-21;0,6;0,4;1,83;13,04;15,96;95,83;1,38
2015-03-22;0,62;0,41;2,46;20,13;23,88;77,71;2,04
2015-03-23;0,63;0,47;2,58;20,88;24,67;96,17;2,0
2015-03-24;0,8;0,47;2,29;26,83;29,92;83,83;1,04
2015-03-25;0,66;0,45;6,42;31,67;40,88;55,63;1,17
2015-03-26;0,65;0,49;10,48;37,05;52,81;57,26;2,0
2015-03-27;0,78;0,56;31,0;45,48;92,48;44,04;4,43
2015-03-28;0,72;0,57;14,61;35,26;57,22;39,0;4,35
2015-03-29;0,78;0,67;9,39;32,35;46,39;48,65;4,7
2015-03-30;0,66;0,63;13,38;52,58;72,67;34,21;7,42
2015-03-31;0,67;0,35;9,5;38,54;52,88;51,58;6,46
2015-04-01;0,61;0,35;18,75;34,25;62,58;49,79;3,42
2015-04-02;0,6;0,31;9,5;27,08;41,79;70,17;2,54
2015-04-03;0,64;0,35;9,38;27,67;41,92;59,58;3,71
2015-04-04;0,6;0,33;7,0;26,04;36,63;58,5;3,13
2015-04-05;0,6;0,3;2,38;20,04;23,38;65,67;2,88
2015-04-06;0,6;0,33;1,46;14,71;16,88;99,25;2,79
2015-04-07;0,65;0,4;19,7;35,04;64,87;59,45;3,96
2015-04-08;0,62;0,41;14,0;43,08;64,29;61,83;4,0
2015-04-09;0,69;0,42;17,75;45,71;72,46;61,79;5,29
2015-04-10;0,72;0,41;22,17;42,58;76,25;68,67;5,21
2015-04-11;0,62;0,35;5,13;31,63;38,96;77,04;4,0
2015-04-12;0,67;0,37;5,13;41,08;48,58;68,29;6,71
2015-04-13;0,75;0,45;22,13;50,96;84,29;62,0;7,46
2015-04-14;0,67;0,45;17,54;47,67;74,08;65,17;5,21
2015-04-15;0,67;0,4;24,21;52,17;88,75;58,17;6,5
2015-04-16;0,7;0,52;10,17;37,92;53,38;73,0;4,5
2015-04-17;0,61;0,6;13,13;35,21;54,96;62,42;3,79
2015-04-18;0,65;0,44;9,67;31,46;46,04;64,21;4,17
2015-04-19;0,62;0,4;2,25;19,67;22,92;77,63;2,46
2015-04-20;0,61;0,43;18,5;28,71;56,88;57,67;3,13
2015-04-21;0,6;0,46;13,5;32,46;52,71;59,96;3,58
2015-04-22;0,7;0,56;28,92;55,54;99,29;40,79;6,17
2015-04-23;0,65;0,48;14,09;40,82;61,95;67,25;5,18
2015-04-24;0,61;0,45;11,46;35,5;52,71;70,0;3,83
2015-04-25;0,6;0,5;1,29;11,08;13,0;106,38;2,0
2015-04-26;0,6;0,49;1,38;14,21;16,08;88,58;2,29
2015-04-27;0,6;0,45;2,96;21,29;25,58;67,0;2,13
2015-04-28;0,6;0,5;6,63;25,25;35,42;74,79;2,58
2015-04-29;0,61;0,55;15,71;30,67;54,38;63,96;3,04
2015-04-30;0,62;0,53;10,04;27,42;42,5;73,21;2,88
2015-05-01;0,6;0,51;1,46;18,17;20,46;92,04;2,04
2015-05-02;0,62;0,55;5,17;30,21;37,92;72,67;4,5
2015-05-03;0,6;0,52;2,21;16,54;20,0;91,92;2,79
2015-05-04;0,88;0,56;11,88;51,33;69,25;58,75;6,71
2015-05-05;0,69;0,59;9,13;38,54;52,04;62,13;3,92
2015-05-06;0,6;0,55;11,0;35,42;51,83;63,92;3,96
2015-05-07;0,6;0,47;9,25;35,45;49,3;69,0;4,24
2015-05-08;0,61;0,45;9,71;37,54;51,75;63,88;3,88
2015-05-09;0,62;0,43;7,96;31,58;43,71;71,58;3,67
2015-05-10;0,6;0,4;5,21;27,25;34,71;64,83;3,92
2015-05-11;0,62;0,39;9,04;34,5;47,83;64,83;3,88
2015-05-12;0,65;0,4;10,63;38,58;54,42;58,71;4,63
2015-05-13;0,6;0,38;6,21;33,21;42,5;69,58;3,21
2015-05-14;0,75;0,42;17,58;36,21;62,83;69,83;3,96
2015-05-15;0,61;0,3;3,04;22,21;26,42;84,25;2,46
2015-05-16;0,6;0,31;2,0;19,38;22,21;98,17;2,71
2015-05-17;0,6;0,37;2,25;21,79;25,17;92,63;3,96
2015-05-18;0,62;0,34;6,88;30,0;40,13;76,33;3,5
2015-05-19;0,63;0,35;14,38;37,58;59,21;56,08;3,5
2015-05-20;0,61;0,3;6,21;21,71;30,88;62,58;2,0
2015-05-21;0,6;0,31;12,06;29,71;47,82;65,21;2,24
2015-05-22;0,6;0,3;6,79;27,17;37,29;78,46;2,88
2015-05-23;0,6;0,33;2,38;24,5;28,21;78,5;3,13
2015-05-24;0,6;0,3;2,67;21,5;25,46;88,75;3,83
2015-05-25;0,62;0,34;7,27;34,58;49,53;69,4;3,67
2015-05-26;0,6;;3,0;18,83;23,33;89,14;2,67
2015-05-27;0,6;;6,09;23,33;32,63;79,21;2,54
2015-05-28;0,6;;7,5;27,5;38,75;72,17;2,92
2015-05-29;0,64;0,4;9,13;34,83;48,43;69,3;2,91
2015-05-30;0,6;0,36;5,08;28,04;35,63;76,5;3,04
2015-05-31;0,99;0,37;3,04;22,5;26,71;86,42;3,21
2015-06-01;1,26;0,35;5,88;27,71;36,13;79,25;2,96
2015-06-02;0,6;0,39;8,96;35,21;48,54;65,46;3,33
2015-06-03;0,61;0,36;8,63;34,0;46,92;68,25;3,5
2015-06-04;0,6;0,36;10,32;43,91;59,45;60,41;4,59
2015-06-05;0,6;0,34;9,29;40,54;54,42;64,38;3,79
2015-06-06;0,62;0,38;7,71;38,0;49,42;78,96;7,04
2015-06-07;0,6;0,33;3,92;30,04;35,71;88,63;4,38
2015-06-08;0,6;0,32;7,0;40,92;51,17;79,63;3,79
2015-06-09;0,64;0,3;22,4;53,67;87,6;49,88;4,13
2015-06-10;0,6;0,3;9,21;33,63;47,54;87,13;3,88
2015-06-11;0,61;0,22;5,5;33,17;41,25;86,38;3,71
2015-06-12;0,6;0,2;8,96;29,88;43,29;71,13;2,46
2015-06-13;0,62;0,2;2,13;17,54;20,54;101,83;2,83
2015-06-14;0,6;0,2;2,38;19,08;22,75;81,5;2,54
2015-06-15;0,6;0,21;6,04;33,79;42,88;67,75;2,71
2015-06-16;0,6;0,2;5,55;41,64;49,64;64,48;2,39
2015-06-17;0,6;0,24;5,58;29,71;37,83;72,71;3,04
2015-06-18;0,6;0,26;6,04;28,08;36,92;84,13;2,88
2015-06-19;0,61;0,2;7,38;30,33;41,29;82,5;3,33
2015-06-20;0,61;0,27;5,33;26,29;34,29;83,42;3,79
2015-06-21;0,6;0,2;3,96;24,71;30,33;71,71;3,67
2015-06-22;0,6;0,2;6,96;27,67;37,88;71,33;2,75
2015-06-23;0,62;0,2;6,08;30,67;39,92;80,21;3,83
2015-06-24;0,63;0,2;2,75;19,75;23,33;83,38;3,21
2015-06-25;0,6;0,2;6,63;28,88;38,88;92,63;3,58
2015-06-26;0,6;0,28;7,46;29,17;40,42;79,13;2,88
2015-06-27;0,6;0,22;4,33;23,08;29,58;82,63;3,0
2015-06-28;0,6;0,2;4,29;25,33;31,88;68,92;3,42
2015-06-29;0,63;0,21;11,67;35,13;52,67;69,88;4,67
2015-06-30;0,6;0,32;6,74;38,91;48,96;74,57;4,18
2015-07-01;0,63;0,43;13,79;42,38;63,17;55,08;4,42
2015-07-02;0,62;0,37;5,13;28,58;36,25;82,46;3,67
2015-07-03;0,63;0,43;12,79;43,75;63,13;66,08;4,54
2015-07-04;0,63;0,43;6,08;39,04;48,0;78,21;4,75
2015-07-05;0,6;0,41;3,46;27,17;32,33;86,25;3,5
2015-07-06;0,61;0,42;8,58;40,25;53,13;75,0;3,63
2015-07-07;0,62;0,47;8,54;34,42;47,13;76,92;3,54
2015-07-08;0,68;0,41;18,08;34,71;62,0;53,83;2,58
2015-07-09;0,6;0,37;5,63;26,17;34,33;68,67;2,96
2015-07-10;0,6;0,4;8,17;28,42;40,46;59,46;2,67
2015-07-11;0,6;0,38;5,33;23,33;31,17;70,04;2,42
2015-07-12;0,7;0,35;4,13;17,63;23,83;66,0;2,0
2015-07-13;0,61;0,43;8,38;24,96;37,33;59,71;2,25
2015-07-14;0,61;0,41;7,63;25,79;37,0;60,29;2,25
2015-07-15;0,63;0,42;12,46;31,04;49,79;53,75;3,25
2015-07-16;0,6;0,4;7,32;32,5;43,27;62,68;3,32
2015-07-17;0,64;0,43;12,42;29,67;48,33;55,08;2,67
2015-07-18;0,62;0,41;6,33;20,75;30,29;54,04;2,08
2015-07-19;0,6;0,38;3,25;22,83;27,71;72,25;2,54
2015-07-20;0,68;0,45;11,5;25,67;43,04;51,54;2,17
2015-07-21;0,61;0,43;10,33;26,08;41,54;46,42;2,08
2015-07-22;0,61;0,39;7,75;27,46;38,79;79,75;2,63
2015-07-23;0,61;0,43;5,89;26,89;35,89;63,74;2,3
2015-07-24;0,61;0,48;12,88;24,75;44,46;50,08;2,13
2015-07-25;0,65;0,35;3,25;16,79;21,17;68,33;2,0
2015-07-26;0,6;0,38;2,88;17,0;21,25;64,42;2,29
2015-07-27;0,64;0,42;10,74;21,61;37,7;45,78;2,18
2015-07-28;0,63;0,44;10,13;25,58;40,92;41,63;2,38
2015-07-29;0,61;0,49;8,38;23,0;35,58;45,79;2,0
2015-07-30;0,6;0,39;3,38;18,04;23,0;58,75;2,0
2015-07-31;0,64;0,46;8,79;32,63;45,88;61,08;2,42
2015-08-01;0,6;0,42;2,88;20,0;24,13;85,0;2,0
2015-08-02;0,6;0,5;4,6;38,4;45,4;24,29;2,29
2015-08-03;0,6;0,56;4,38;20,85;27,54;71,31;2,0
2015-08-04;0,61;;6,96;24,71;;61,92;2,04
2015-08-05;0,6;0,46;14,33;30,83;52,46;48,83;2,08
2015-08-06;0,63;0,36;17,22;29,61;55,87;40,57;2,3
2015-08-07;0,7;0,37;21,63;29,37;62,05;38,11;2,09
2015-08-08;;;;;;;2,29
2015-08-09;;;;;;;2,08
2015-08-10;;0,42;6,13;18,27;27,33;75,8;2,08
2015-08-11;0,6;0,48;7,1;27,62;38,14;50,71;2,23
2015-08-12;0,6;0,49;9,38;26,75;40,83;42,0;2,13
2015-08-13;0,61;0,45;9,42;26,08;40,04;46,0;2,04
2015-08-14;0,6;0,38;7,17;25,79;36,58;53,17;2,0
2015-08-15;0,61;0,33;2,71;19,25;23,21;64,25;2,29
2015-08-16;0,6;0,39;3,88;20,63;26,42;53,17;2,38
2015-08-17;0,61;0,42;7,54;25,75;37,08;53,79;2,5
2015-08-18;1,25;0,41;5,67;31,04;39,21;54,88;2,21
2015-08-19;0,61;0,43;9,96;32,67;47,63;49,67;2,79
2015-08-20;0,6;0,44;11,79;27,96;45,67;49,38;2,63
2015-08-21;0,67;0,39;13,67;26,58;47,08;48,71;2,13
2015-08-22;0,61;0,36;5,63;26,96;35,38;49,88;2,0
2015-08-23;0,6;0,31;3,29;20,67;25,38;58,17;2,0
2015-08-24;0,6;0,31;7,36;28,64;39,45;43,78;3,0
2015-08-25;0,6;0,39;10,38;27,17;42,5;40,67;3,08
2015-08-26;0,69;0,38;12,5;37,58;68,25;39,42;2,54
2015-08-27;0,62;0,37;19,78;13,08;18,33;41,83;2,5
2015-08-28;0,64;0,36;18,92;27,79;56,42;36,5;2,54
2015-08-29;0,6;0,34;8,54;25,13;37,75;36,5;2,63
2015-08-30;0,6;0,32;4,92;25,83;33,0;36,46;2,54
2015-08-31;0,61;0,38;16,13;30,71;54,96;40,42;2,54
2015-09-01;0,64;0,3;11,46;28,71;46,0;49,83;2,46
2015-09-02;0,73;0,34;13,17;32,5;52,21;41,13;2,63
2015-09-03;0,8;0,3;2,54;24,25;27,92;77,13;2,75
2015-09-04;0,79;0,4;11,08;43,75;60,42;40,5;3,13
2015-09-05;0,6;0,33;5,38;28,42;36,17;56,58;3,0
2015-09-06;0,67;0,38;3,5;26,67;31,71;59,96;3,0
2015-09-07;0,62;0,4;13,96;30,04;50,92;53,5;3,33
2015-09-08;0,77;0,4;15,1;34,9;57,86;28,15;3,19
2015-09-09;0,7;0,43;15,08;42,96;65,71;85,85;3,92
2015-09-10;0,93;0,46;18,88;56,63;84,92;26,92;3,17
2015-09-11;1,11;0,51;22,25;46,11;79,67;5,0;3,44
2015-09-14;0,8;;;;;;3,23
2015-09-15;0,65;0,32;;;;76,67;3,71
2015-09-16;0,6;0,32;;;;52,87;3,91
2015-09-17;0,77;0,25;;;;64,79;1,67
2015-09-18;0,62;0,31;;;;46,38;2,33
2015-09-19;0,65;0,29;;;;52,54;2,17
2015-09-20;0,6;0,25;;;;68,5;2,0
2015-09-21;0,77;0,33;;;;41,75;2,13
2015-09-22;0,83;0,32;;;;46,17;2,13
2015-09-23;0,99;0,29;;;;51,29;1,87
2015-09-24;0,98;0,25;;;;53,96;1,75
2015-09-25;0,77;0,32;;;;37,23;2,58
2015-09-26;0,95;0,33;;;;36,92;2,08
2015-09-27;0,87;0,28;;;;29,79;2,29
2015-09-28;0,8;0,3;;;;36,46;2,67
2015-09-29;0,84;0,27;;;;41,33;2,21
2015-09-30;0,6;0,24;2,48;;;51,65;1,45
2015-10-01;1,08;0,27;;;;37,13;2,22
2015-10-02;0,85;0,31;;;;39,42;2,25
2015-10-03;0,82;0,26;;;;40,63;1,63
2015-10-04;0,75;0,23;;;;37,38;1,96
2015-10-05;1,12;0,32;;;;29,08;2,17
2015-10-06;0,85;0,28;;;;30,41;2,09
2015-10-07;0,67;0,32;;;;39,5;1,92
2015-10-08;0,67;0,34;;;;36,38;1,75
2015-10-09;0,85;0,4;;;;30,42;2,42
2015-10-10;0,67;0,34;;;;41,42;2,04
2015-10-11;0,63;0,35;;;;44,63;1,88
2015-10-12;0,9;0,39;;;;42,08;2,0
2015-10-13;1,2;0,43;;;;24,29;1,88
2015-10-14;1,03;0,39;;;;30,71;1,83
2015-10-15;0,76;0,42;;;;36,29;2,04
2015-10-16;0,99;0,47;;;;27,21;2,46
2015-10-17;1,1;0,5;;;;32,42;2,33
2015-10-18;1,07;0,53;;;;27,75;2,13
2015-10-19;1,13;0,53;;;;23,33;2,04
2015-10-20;1,43;0,54;;;;30,5;1,96
2015-10-21;0,93;0,52;;;;36,13;1,96
2015-10-22;;0,59;;;;27,88;2,21
2015-10-23;;0,56;;;;21,58;2,54
2015-10-24;;0,58;;;;17,88;2,25
2015-10-25;;0,55;;;;26,88;2,0
2015-10-26;;0,6;;;;18,17;2,13
2015-10-27;;0,63;;;;25,33;2,0
2015-10-28;;0,55;;;;36,67;2,04
2015-10-29;;0,66;;;;19,96;2,5
2015-10-30;;0,7;;;;26,63;2,79
2015-10-31;;0,75;;;;41,08;2,21
2015-11-01;;0,83;;;;66,13;2,0
2015-11-02;;0,22;;;;64,05;1,78
2015-11-03;;0,24;;;;42,21;1,92
2015-11-04;;0,36;;;;25,08;2,0
2015-11-05;0,74;0,5;;;;21,79;2,46
2015-11-06;0,98;0,48;;;;15,0;2,67
2015-11-07;0,81;0,37;;;;26,92;2,33
2015-11-08;0,95;0,48;;;;30,58;2,0
2015-11-09;0,73;0,37;;;;21,92;1,96
2015-11-10;0,72;0,37;;;;12,75;2,13
2015-11-11;0,81;0,53;;;;16,17;2,5
2015-11-12;0,98;0,6;;;;18,08;2,63
2015-11-13;0,73;;;;;11,21;2,04
2015-11-14;0,61;;;;;18,54;1,96
2015-11-15;0,72;;;;;19,33;2,33
2015-11-16;0,73;;;;;10,5;3,13
2015-11-17;0,7;;;;;8,91;2,68
2015-11-18;0,86;0,34;;;;12,71;2,88
2015-11-19;1,03;0,4;;;;10,13;3,21
2015-11-20;0,72;0,31;;;;8,42;2,25
2015-11-21;0,61;0,2;;;;44,5;1,88
2015-11-22;0,79;0,24;;;;38,17;1,83
2015-11-23;0,85;0,21;;;;17,5;2,54
2015-11-24;0,82;0,2;;;;12,96;2,88
2015-11-25;1,22;0,3;;;;10,33;3,04
2015-11-26;1,52;0,32;;;;16,17;3,21
2015-11-27;1,33;0,23;;;;14,09;3,04
2015-11-28;0,6;0,2;;;;11,67;2,67
2015-11-29;;;;;;26,54;2,46
2015-11-30;1,18;;;;;14,75;2,75
2015-12-01;1,23;;;;;9,17;2,71
2015-12-02;1,12;0,66;;;;9,0;3,0
2015-12-03;2,01;0,54;;;;10,33;3,21
2015-12-04;1,65;0,51;;;;9,63;2,79
2015-12-05;2,15;0,57;;;;5,75;3,17
2015-12-06;1,99;0,56;;;;10,04;2,58
2015-12-07;1,92;0,6;;;;5,79;3,17
2015-12-08;1,55;0,51;;;;16,96;2,63
2015-12-09;1,23;0,5;;;;13,21;2,54
2015-12-10;1,15;0,48;;;;7,63;2,71
2015-12-11;1,1;0,48;;;;10,38;2,46
2015-12-12;1,0;0,44;;;;12,88;2,13
2015-12-13;1,15;0,45;;;;13,58;2,17
2015-12-14;1,47;0,54;;;;7,67;2,96
2015-12-15;1,65;0,55;;;;8,33;3,09
2015-12-16;1,36;0,6;;;;5,14;2,86
2015-12-17;1,59;0,64;;;;6,21;3,17
2015-12-18;1,98;0,7;;;;6,91;3,63
2015-12-19;2,08;0,7;;;;7,58;3,88
2015-12-20;2,19;0,71;;;;4,83;4,04
2015-12-21;1,1;0,58;;;;7,96;4,21
2015-12-22;0,9;0,52;;;;16,79;4,0
2015-12-23;1,16;0,6;;;;7,58;4,17
2015-12-24;1,13;0,58;;;;12,46;4,0
2015-12-25;1,2;0,59;;;;13,75;3,75
2015-12-26;1,15;0,59;;;;18,0;3,71
2015-12-27;1,11;0,63;;;;15,96;4,04
2015-12-28;1,49;0,68;;;;7,83;4,55
2015-12-29;1,65;0,45;;;;13,55;4,83
2015-12-30;1,06;0,5;;;;8,52;4,43
2015-12-31;1,18;0,56;;;;8,08;4,13
2016-01-01;1,25;0,61;;;;;4,21
2016-01-02;1,04;0,51;;;;;4,0
2016-01-03;0,67;0,49;;;;;3,96
2016-01-04;0,95;0,57;;;;;4,21
2016-01-05;0,77;0,53;;;;;3,83
2016-01-06;0,61;0,47;;;;;3,17
2016-01-07;0,62;0,54;;;;;3,83
2016-01-08;0,65;0,61;;;;;4,08
2016-01-09;0,87;0,63;;;;;4,29
2016-01-10;0,61;0,57;;;;;4,0
2016-01-11;0,6;0,48;2,2;12,6;15,8;50,5;3,18
2016-01-12;0,6;0,25;2,89;11,95;16,11;59,5;2,04
2016-01-13;0,68;0,42;8,7;32,87;45,65;29,78;2,61
2016-01-14;0,79;0,45;15,83;38,67;62,42;22,38;3,5
2016-01-15;0,65;0,42;11,0;38,83;55,5;20,21;2,63
2016-01-16;0,61;0,36;2,67;21,42;25,42;45,38;2,25
2016-01-17;0,8;0,46;10,5;26,63;42,21;36,67;3,96
2016-01-18;1,03;0,57;32,33;45,71;94,58;18,17;5,46
2016-01-19;1,03;0,55;29,04;44,63;88,46;18,42;3,54
2016-01-20;1,12;0,58;43,33;48,25;114,46;15,29;4,67
2016-01-21;1,21;0,42;44,42;47,42;114,92;16,13;5,13
2016-01-22;1,2;0,38;46,0;43,79;113,5;12,92;5,27
2016-01-23;1,32;0,38;33,0;34,88;85,08;19,46;5,54
2016-01-24;0,96;0,3;11,63;26,13;43,63;24,83;5,42
2016-01-25;0,78;0,34;35,63;37,29;91,08;32,42;3,79
2016-01-26;0,94;0,43;34,73;43,23;95,86;21,91;4,73
2016-01-27;0,66;0,43;20,46;38,33;69,38;27,38;3,75
2016-01-28;1,05;0,52;37,63;51,25;108,21;21,63;4,08
2016-01-29;1,05;0,57;53,04;57,63;138,13;8,04;4,92
2016-01-30;0,77;0,48;15,46;39,88;63,08;19,96;5,33
2016-01-31;0,85;0,48;17,25;39,5;65,38;16,25;5,17
2016-02-01;0,8;0,48;29,92;40,5;86,08;20,46;4,5
2016-02-02;0,78;0,56;41,17;50,88;113,63;14,58;5,08
2016-02-03;0,62;0,5;34,42;45,5;97,63;22,54;4,63
2016-02-04;0,81;0,49;29,25;58,5;102,88;25,25;4,38
2016-02-05;0,73;0,47;21,87;53,35;86,3;32,78;4,61
2016-02-06;1,13;0,56;27,13;55,21;96,29;27,96;5,25
2016-02-07;0,93;0,47;9,96;30,33;45,46;48,17;3,54
2016-02-08;0,68;0,45;29,08;45,04;89,29;39,21;4,83
2016-02-09;0,71;0,41;9,0;24,41;38,18;50,74;3,24
2016-02-10;0,63;0,34;3,88;23,92;29,58;61,08;4,81
2016-02-11;0,77;;8,21;34,96;47,0;39,08;3,04
2016-02-12;0,89;;25,83;32,29;71,38;24,71;3,25
2016-02-13;0,66;;7,46;18,71;29,96;43,79;2,83
2016-02-14;0,6;;1,21;12,79;14,42;67,08;1,92
2016-02-15;0,69;0,33;20,17;40,58;71,25;33,0;2,5
2016-02-16;0,93;0,41;44,36;52,32;119,77;30,23;3,91
2016-02-17;0,69;0,45;10,88;42,25;58,54;36,75;3,08
2016-02-18;0,89;0,52;28,63;55,04;98,46;24,46;3,0
2016-02-19;1,0;0,54;32,58;48,13;97,5;26,88;2,14
2016-02-20;0,88;0,53;22,29;41,63;75,38;33,04;3,38
2016-02-21;0,72;0,49;7,0;32,5;43,08;45,42;6,04
2016-02-22;0,97;0,59;33,86;59,05;110,59;24,55;7,2
2016-02-23;1,0;0,61;38,33;52,83;111,04;21,17;4,71
2016-02-24;0,81;0,55;32,96;46,58;96,54;29,96;4,75
2016-02-25;0,74;0,49;19,25;40,46;69,5;33,58;3,67
2016-02-26;0,7;0,5;29,0;46,5;90,21;31,13;2,67
2016-02-27;0,67;0,43;4,04;16,54;22,63;69,21;1,38
2016-02-28;0,61;0,42;2,0;17,63;20,5;62,54;1,5
2016-02-29;0,71;0,5;5,96;37,38;46,42;43,29;2,5
2016-03-01;0,73;0,5;17,08;46,79;72,63;39,42;2,38
2016-03-02;0,63;0,48;14,42;32,96;54,75;49,33;2,79
2016-03-03;0,6;0,43;2,33;17,17;20,42;69,0;1,13
2016-03-04;0,61;0,51;12,25;34,67;53,29;51,5;2,21
2016-03-05;0,61;;1,67;12,67;14,96;69,75;1,25
2016-03-06;0,61;;1,88;17,54;20,33;59,92;2,0
2016-03-07;0,62;0,32;8,14;33,41;45,64;50,74;2,65
2016-03-08;0,67;0,36;12,71;34,29;53,21;50,13;2,92
