date;no;no2;nox
2022-03-02;8,43;44,48;57,0
2022-03-03;2,54;20,96;24,46
2022-03-04;6,42;35,0;44,5
2022-03-05;1,33;10,96;12,5
2022-03-06;1,04;13,38;14,29
2022-03-07;1,5;19,63;21,38
2022-03-08;8,04;39,46;51,38
2022-03-09;2,38;29,21;32,5
2022-03-10;12,42;33,92;52,58
2022-03-11;2,96;33,08;37,17
2022-03-12;1,29;21,13;22,75
2022-03-13;3,63;28,5;33,63
2022-03-14;1,33;14,25;15,83
2022-03-15;1,48;12,81;14,57
2022-03-16;1,75;15,67;17,79
2022-03-17;2,04;17,92;20,83
2022-03-18;2,13;16,17;19,13
2022-03-19;1,21;15,5;17,0
2022-03-20;1,21;14,46;15,96
2022-03-21;1,67;12,13;14,29
2022-03-22;1,54;15,04;16,83
2022-03-23;1,63;18,92;21,04
2022-03-24;1,57;26,05;27,62
2022-03-25;1,43;19,95;21,43
2022-03-26;1,08;17,58;19,0
2022-03-27;1,48;16,74;18,65
2022-03-28;15,79;52,58;76,33
2022-03-29;7,25;29,71;40,29
2022-03-30;2,38;22,14;25,38
2022-03-31;2,83;22,04;26,0
2022-04-01;1,75;12,54;14,88
2022-04-02;1,13;7,79;9,29
2022-04-03;1,21;14,21;15,83
2022-04-04;2,33;23,0;26,21
2022-04-05;6,54;34,46;43,92
2022-04-06;3,58;32,63;37,88
2022-04-07;4,08;28,5;34,46
2022-04-08;7,25;25,75;36,54
2022-04-09;1,63;11,42;13,63
2022-04-10;1,42;10,13;11,88
2022-04-11;4,04;20,25;26,17
2022-04-12;1,63;14,96;17,04
2022-04-13;1,46;16,92;18,75
2022-04-14;5,04;28,79;36,17
2022-04-15;4,0;41,29;47,33
2022-04-16;3,75;28,17;33,67
2022-04-17;4,54;31,83;38,71
2022-04-18;3,25;27,54;32,21
2022-04-19;7,88;36,67;48,25
2022-04-20;1,58;17,42;19,42
2022-04-21;4,82;24,55;31,45
2022-04-22;3,04;20,46;24,92
2022-04-23;1,25;16,29;17,58
2022-04-24;1,13;8,08;9,33
2022-04-25;3,5;26,04;30,79
2022-04-26;7,88;39,21;51,25
2022-04-27;18,83;55,17;83,58
2022-04-28;9,13;45,96;59,54
2022-04-29;17,33;52,71;78,92
2022-04-30;7,42;41,29;52,38
2022-05-01;1,5;14,08;16,08
2022-05-02;1,92;27,42;30,08
2022-05-03;2,04;21,08;24,04
2022-05-04;2,95;27,73;31,95
2022-05-05;2,25;22,17;25,33
2022-05-06;3,46;25,67;30,58
2022-05-07;1,75;23,38;25,88
2022-05-08;3,29;29,71;34,42
2022-05-09;5,29;38,75;46,63
2022-05-10;4,38;34,13;40,71
2022-05-11;3,75;22,54;27,96
2022-05-12;3,38;30,75;35,71
2022-05-13;6,38;43,33;52,88
2022-05-14;4,71;35,54;42,17
2022-05-15;3,13;35,04;39,38
2022-05-16;3,04;36,54;40,96
2022-05-17;11,65;41,13;58,74
2022-05-18;5,75;32,5;41,0
2022-05-19;1,71;19,67;22,0
2022-05-20;5,96;43,54;52,04
2022-05-21;6,92;36,83;47,33
2022-05-22;2,83;29,13;33,08
2022-05-23;2,29;21,92;24,88
2022-05-24;1,38;14,58;16,38
2022-05-25;1,96;15,92;18,25
2022-05-26;2,0;17,71;20,54
2022-05-27;3,08;27,67;32,13
2022-05-28;3,13;32,96;37,38
2022-05-29;1,58;19,29;21,46
2022-05-30;1,71;19,54;21,79
2022-05-31;4,54;32,25;38,63
2022-06-01;2,82;23,36;27,45
2022-06-02;4,25;21,54;27,79
2022-06-03;2,71;24,54;28,42
2022-06-04;5,25;29,54;37,33
2022-06-05;1,5;12,5;14,38
2022-06-06;1,17;8,96;10,29
2022-06-07;4,0;29,46;35,08
2022-06-08;1,38;13,38;15,0
2022-06-09;2,08;12,46;15,29
2022-06-10;2,54;15,25;18,96
2022-06-11;3,63;26,54;32,0
2022-06-12;1,88;25,21;27,58
2022-06-13;5,46;32,25;40,08
2022-06-14;10,17;49,92;65,21
2022-06-15;3,96;34,54;39,96
2022-06-16;4,83;44,38;51,5
2022-06-17;7,75;42,67;54,25
2022-06-18;2,58;34,25;37,33
2022-06-19;1,04;9,13;9,88
2022-06-20;2,41;24,32;27,45
2022-06-21;3,29;29,63;34,29
2022-06-22;5,58;20,17;28,33
2022-06-23;2,38;14,67;18,17
2022-06-24;1,63;13,67;15,83
2022-06-25;1,25;14,63;16,17
2022-06-26;2,46;17,54;20,71
2022-06-27;1,83;14,96;17,38
2022-06-28;1,54;10,42;12,21
2022-06-29;2,04;17,5;20,21
2022-06-30;1,79;13,71;16,0
2022-07-01;2,25;15,29;18,21
2022-07-02;1,92;25,21;27,63
2022-07-03;4,29;37,13;43,38
2022-07-04;3,08;28,5;32,83
2022-07-05;1,81;27,0;28,95
2022-07-06;1,96;22,25;24,79
2022-07-07;1,38;11,67;13,38
2022-07-08;1,5;19,63;21,58
2022-07-09;3,42;27,25;31,83
2022-07-10;1,75;22,5;24,33
2022-07-11;3,38;28,29;32,71
2022-07-12;2,5;30,08;33,38
2022-07-13;2,29;26,0;29,17
2022-07-14;2,17;23,42;26,46
2022-07-15;4,42;41,58;47,83
2022-07-16;1,5;29,5;31,08
2022-07-17;1,71;35,13;37,13
2022-07-18;1,59;28,23;29,86
2022-07-19;1,92;19,21;21,58
2022-07-20;4,29;21,96;27,75
2022-07-21;1,75;17,71;19,63
2022-07-22;1,67;16,54;18,71
2022-07-23;1,25;15,0;16,0
2022-07-24;1,08;11,13;11,88
2022-07-25;1,58;21,04;22,71
2022-07-26;1,75;11,71;13,83
2022-07-27;1,21;10,63;11,83
2022-07-28;2,08;16,5;19,13
2022-07-29;1,83;19,0;21,04
2022-07-30;1,21;14,67;15,54
2022-07-31;1,21;12,13;13,25
2022-08-01;3,04;18,71;22,63
2022-08-02;1,67;15,67;17,79
2022-08-03;1,29;14,5;16,04
2022-08-04;1,32;16,0;17,32
2022-08-05;1,13;12,58;13,58
2022-08-06;2,29;23,5;26,33
2022-08-07;1,13;17,83;18,83
2022-08-08;1,17;21,79;22,96
2022-08-09;1,63;27,42;29,17
2022-08-10;1,29;14,08;15,33
2022-08-11;1,38;17,67;18,88
2022-08-12;1,21;12,79;13,96
2022-08-13;1,29;21,29;22,58
2022-08-14;1,08;10,54;11,0
2022-08-15;1,0;9,54;10,0
2022-08-16;1,13;19,33;20,04
2022-08-17;1,0;14,29;15,17
2022-08-18;1,5;12,67;14,33
2022-08-19;1,14;14,67;15,81
2022-08-20;1,21;15,79;17,04
2022-08-21;1,29;16,75;17,88
2022-08-22;1,63;18,42;20,42
2022-08-23;1,83;15,08;17,25
2022-08-24;2,83;17,79;21,63
2022-08-25;1,42;15,0;16,83
2022-08-26;1,21;12,04;13,17
2022-08-27;1,25;13,13;13,88
2022-08-28;1,04;9,17;9,58
2022-08-29;1,25;13,46;14,88
2022-08-30;1,63;17,21;18,79
2022-08-31;1,63;22,46;23,92
2022-09-01;4,74;26,7;33,35
2022-09-02;1,79;23,25;25,38
2022-09-03;1,25;15,08;16,71
2022-09-04;1,83;15,58;18,17
2022-09-05;1,83;18,79;21,21
2022-09-06;2,42;21,13;24,54
2022-09-07;2,33;22,21;25,38
2022-09-08;1,46;16,71;18,67
2022-09-09;3,13;21,75;26,0
2022-09-10;1,33;14,5;16,04
2022-09-11;1,29;13,71;15,08
2022-09-12;2,83;21,13;24,96
2022-09-13;2,0;22,0;24,46
2022-09-14;4,5;22,67;29,04
2022-09-15;1,88;19,96;22,29
2022-09-16;1,67;19,63;21,71
2022-09-17;1,29;11,79;13,29
2022-09-18;1,38;13,08;14,58
2022-09-19;3,17;21,67;26,0
2022-09-20;1,59;20,0;21,55
2022-09-21;1,67;19,21;21,25
2022-09-22;1,17;14,13;15,29
2022-09-23;3,42;25,0;29,79
2022-09-24;1,04;10,42;11,25
2022-09-25;1,17;10,21;11,42
2022-09-26;1,42;14,67;16,42
2022-09-27;1,75;17,33;19,46
2022-09-28;1,75;10,75;12,96
2022-09-29;2,58;15,21;18,79
2022-09-30;2,41;15,86;19,18
2022-10-01;1,38;12,33;14,21
2022-10-02;1,58;19,83;21,75
2022-10-03;6,54;31,25;40,92
2022-10-04;4,08;26,83;32,46
2022-10-05;1,79;22,21;24,46
2022-10-06;1,67;16,83;19,0
2022-10-07;1,67;28,79;31,04
2022-10-08;1,29;16,08;17,71
2022-10-09;3,17;25,63;30,38
2022-10-10;2,83;24,0;27,96
2022-10-11;1,96;20,75;23,29
2022-10-12;1,38;16,21;17,88
2022-10-13;3,88;22,71;28,21
2022-10-14;6,83;38,63;48,63
2022-10-15;1,33;17,83;19,46
2022-10-16;5,75;29,13;37,29
2022-10-17;1,67;18,5;20,54
2022-10-18;5,92;35,54;44,33
2022-10-19;4,0;31,09;37,05
2022-10-20;7,13;39,33;49,88
2022-10-21;3,63;23,42;28,88
2022-10-22;1,83;25,75;28,29
2022-10-23;2,58;29,67;33,21
2022-10-24;3,54;28,5;33,58
2022-10-25;20,21;40,96;71,58
2022-10-26;15,17;45,21;67,96
2022-10-27;15,04;37,75;60,46
2022-10-28;3,0;31,21;35,46
2022-10-29;6,25;36,25;45,63
2022-10-30;3,13;28,74;32,91
2022-10-31;2,08;25,29;28,0
2022-11-01;1,42;15,25;16,79
2022-11-02;2,17;27,25;30,08
2022-11-03;7,68;28,73;40,23
2022-11-04;1,46;8,17;9,96
2022-11-05;4,08;21,21;27,04
2022-11-06;6,5;32,54;42,04
2022-11-07;9,54;40,63;54,96
2022-11-08;25,21;42,71;81,04
2022-11-09;19,33;35,75;65,25
2022-11-10;4,29;28,33;34,42
2022-11-11;2,21;22,08;25,08
2022-11-12;1,5;18,58;20,17
2022-11-13;1,92;20,75;23,08
2022-11-14;7,96;36,33;48,08
2022-11-15;18,58;38,17;66,21
2022-11-16;2,74;20,43;24,35
2022-11-17;4,96;26,96;34,25
2022-11-18;2,79;25,5;29,04
2022-11-19;1,29;11,38;12,83
2022-11-20;5,83;21,83;30,13
2022-11-21;4,75;33,13;40,04
2022-11-22;1,25;8,5;10,29
2022-11-23;14,04;37,67;58,83
2022-11-24;12,67;44,88;63,96
2022-11-25;7,71;36,0;47,46
2022-11-26;2,5;23,75;27,21
2022-11-27;6,5;37,17;46,83
2022-11-28;3,92;27,33;33,04
2022-11-29;9,33;27,08;40,79
2022-11-30;16,55;46,09;71,32
2022-12-01;2,88;29,79;33,83
2022-12-02;3,88;33,75;39,38
2022-12-03;2,38;25,46;28,79
2022-12-04;1,92;20,33;22,75
2022-12-05;13,46;31,17;51,29
2022-12-06;3,88;32,25;38,04
2022-12-07;12,63;37,29;56,33
2022-12-08;16,29;42,67;67,54
2022-12-09;10,13;33,83;49,13
2022-12-10;1,63;14,42;16,54
2022-12-11;1,75;21,5;23,75
2022-12-12;12,13;28,88;47,21
2022-12-13;92,5;55,21;196,21
2022-12-14;11,63;35,83;53,33
2022-12-15;5,13;30,92;38,63
2022-12-16;3,63;26,21;31,54
2022-12-17;4,79;28,21;35,17
2022-12-18;12,92;29,29;49,04
2022-12-19;29,33;45,67;90,13
2022-12-20;26,38;43,42;83,63
2022-12-21;7,64;34,05;45,32
2022-12-22;11,54;38,83;56,13
2022-12-23;2,83;19,46;23,67
2022-12-24;4,71;24,13;31,04
2022-12-25;10,75;35,25;51,5
2022-12-26;22,08;39,71;73,38
2022-12-27;26,88;44,71;85,92
2022-12-28;21,0;45,58;77,5
2022-12-29;21,5;46,33;79,13
2022-12-30;8,38;27,88;40,38
2022-12-31;5,25;24,83;32,63
2023-01-01;18,0;39,5;67,0
2023-01-02;29,38;61,04;105,63
2023-01-03;5,13;33,71;41,33
2023-01-04;10,5;34,59;50,41
2023-01-05;17,75;42,42;69,38
2023-01-06;7,5;34,92;46,17
2023-01-07;7,58;25,21;36,42
2023-01-08;5,33;34,92;42,79
2023-01-09;1,33;11,04;13,0
2023-01-10;2,21;24,58;27,5
2023-01-11;8,71;36,83;50,0
2023-01-12;3,0;25,5;29,79
2023-01-13;14,92;41,67;64,5
2023-01-14;9,08;33,25;47,0
2023-01-15;3,17;20,21;24,67
2023-01-16;2,08;18,83;21,88
2023-01-17;1,42;11,79;13,58
2023-01-18;1,67;9,38;11,25
2023-01-19;1,48;10,48;12,38
2023-01-20;8,71;29,88;42,71
2023-01-21;1,42;14,67;16,63
2023-01-22;2,38;23,75;27,17
2023-01-23;4,38;28,29;34,75
2023-01-24;3,67;26,13;31,46
2023-01-25;3,58;20,67;25,71
2023-01-26;4,54;29,38;35,79
2023-01-27;4,04;31,75;37,5
2023-01-28;2,29;22,33;25,46
2023-01-29;2,29;20,88;24,04
2023-01-30;2,13;13,71;16,29
2023-01-31;3,57;26,67;31,76
2023-02-01;3,92;30,29;35,71
2023-02-02;3,5;31,58;36,67
2023-02-03;10,83;45,13;61,54
2023-02-04;7,17;31,83;42,42
2023-02-05;1,54;17,92;20,04
2023-02-06;2,5;25,0;28,42
2023-02-07;1,67;14,42;16,46
2023-02-08;1,92;16,29;18,63
2023-02-09;1,83;18,04;20,25
2023-02-10;3,42;30,96;35,83
2023-02-11;7,13;38,67;49,0
2023-02-12;4,0;36,33;42,17
2023-02-13;11,75;40,46;57,88
2023-02-14;7,83;37,21;48,83
2023-02-15;8,04;39,29;51,21
2023-02-16;15,08;50,08;72,88
2023-02-17;16,91;51,68;77,27
2023-02-18;10,5;44,88;60,79
2023-02-19;10,92;46,96;63,54
2023-02-20;29,08;44,96;88,92
2023-02-21;17,46;43,33;69,58
2023-02-22;2,63;26,17;29,63
2023-02-23;9,38;39,13;53,17
2023-02-24;1,92;16,21;18,67
2023-02-25;1,38;17,67;19,38
2023-02-26;1,13;12,71;13,88
2023-02-27;2,17;17,83;20,54
2023-02-28;2,08;14,63;17,33
2023-03-01;1,91;16,45;18,86
2023-03-02;2,29;23,42;26,33
2023-03-03;3,88;29,75;35,21
2023-03-04;1,33;17,58;19,21
2023-03-05;2,71;28,13;31,96
2023-03-06;3,46;35,33;40,33
2023-03-07;14,25;45,38;66,92
2023-03-08;3,42;33,71;38,75
2023-03-09;8,5;28,58;41,29
2023-03-10;1,29;10,08;11,46
2023-03-11;1,08;10,33;11,33
2023-03-12;1,79;22,5;24,92
2023-03-13;5,0;25,92;33,29
2023-03-14;1,33;10,42;11,79
2023-03-15;1,77;22,73;24,77
2023-03-16;4,88;29,33;36,5
2023-03-17;1,38;12,67;14,25
2023-03-18;1,17;13,13;14,42
2023-03-19;1,04;9,96;11,33
2023-03-20;3,92;21,5;27,17
2023-03-21;1,79;16,46;19,21
2023-03-22;2,42;19,33;22,71
2023-03-23;1,87;22,2;24,93
2023-03-24;1,4;23,6;25,1
2023-03-25;1,54;21,38;23,29
2023-03-26;2,35;19,57;23,09
2023-03-27;2,54;15,92;19,54
2023-03-28;1,54;16,83;19,13
2023-03-29;2,13;17,67;20,83
2023-03-30;2,33;24,04;27,42
2023-03-31;5,17;23,88;31,67
2023-04-01;1,25;9,58;11,33
2023-04-02;1,17;7,83;9,33
2023-04-03;2,63;15,75;19,42
2023-04-04;1,83;16,0;18,58
2023-04-05;1,86;14,05;16,64
2023-04-06;2,04;15,46;18,17
2023-04-07;1,08;9,92;11,0
2023-04-08;1,21;15,13;16,29
2023-04-09;1,29;13,58;14,63
2023-04-10;1,25;14,75;16,17
2023-04-11;5,88;20,08;28,54
2023-04-12;2,13;26,21;29,0
2023-04-13;1,29;6,42;7,92
2023-04-14;1,58;10,63;12,42
2023-04-15;1,33;10,17;11,5
2023-04-16;1,67;9,92;11,83
2023-04-17;2,63;21,0;24,21
2023-04-18;1,42;13,17;14,63
2023-04-19;3,63;18,0;22,79
2023-04-20;1,75;20,05;21,95
2023-04-21;1,1;9,86;11,29
2023-04-22;1,17;15,71;17,42
2023-04-23;1,0;8,58;9,79
2023-04-24;2,08;15,29;18,21
2023-04-25;7,71;22,25;33,58
2023-04-26;1,83;19,08;21,67
2023-04-27;3,71;22,71;28,29
2023-04-28;10,33;45,46;60,88
2023-04-29;7,21;28,63;39,25
2023-04-30;1,96;12,42;14,96
2023-05-01;1,67;13,58;15,79
2023-05-02;2,5;17,96;21,92
2023-05-03;;;
2023-05-04;;;
2023-05-05;;;
2023-05-06;;;
2023-05-07;;;
2023-05-08;;;
2023-05-09;;;
2023-05-10;2,21;13,71;16,79
2023-05-11;1,58;13,54;15,54
2023-05-12;1,3;20,35;21,95
2023-05-13;1,42;18,5;20,13
2023-05-14;1,29;11,67;12,92
2023-05-15;1,71;20,71;22,46
2023-05-16;2,96;24,17;28,13
2023-05-17;2,0;15,07;17,64
2023-05-18;1,0;12,27;13,36
2023-05-19;1,88;20,67;23,08
2023-05-20;1,54;14,71;16,75
2023-05-21;1,35;16,61;18,39
2023-05-22;1,54;17,33;19,5
2023-05-23;2,23;23,82;26,59
2023-05-24;3,58;33,08;38,08
2023-05-25;2,08;24,5;26,96
2023-05-26;2,0;21,67;24,29
2023-05-27;;;
2023-05-28;;;
2023-05-29;1,1;15,4;16,5
2023-05-30;1,12;16,24;17,35
2023-05-31;1,43;20,43;21,76
2023-06-01;1,5;20,25;21,71
2023-06-02;3,29;25,71;30,29
2023-06-03;2,29;15,33;18,08
2023-06-04;1,71;15,58;17,54
2023-06-05;1,42;11,92;13,38
2023-06-06;1,38;12,83;14,5
2023-06-07;1,71;12,88;14,88
2023-06-08;1,71;14,54;16,58
2023-06-09;1,35;15,04;16,61
2023-06-10;2,38;20,46;23,46
2023-06-11;1,13;13,88;14,58
2023-06-12;1,38;15,33;16,83
2023-06-13;1,25;14,4;15,35
2023-06-14;1,25;12,63;13,75
2023-06-15;2,0;18,13;20,67
2023-06-16;1,29;24,0;24,86
2023-06-17;;;
2023-06-18;;;
2023-06-19;;;
2023-06-20;3,63;27,88;33,25
2023-06-21;1,5;14,0;15,92
2023-06-22;1,38;15,0;16,96
2023-06-23;1,54;9,92;12,25
2023-06-24;1,38;11,25;13,04
2023-06-25;2,38;16,04;19,13
2023-06-26;3,75;24,75;30,04
2023-06-27;1,25;12,67;14,17
2023-06-28;1,63;14,38;16,54
2023-06-29;2,67;25,04;28,54
2023-06-30;1,63;12,33;14,46
2023-07-01;1,33;8,88;10,46
2023-07-02;2,08;14,08;16,58
2023-07-03;1,79;14,13;16,38
2023-07-04;1,38;13,92;15,63
2023-07-05;1,43;14,1;15,57
2023-07-06;1,46;15,29;16,58
2023-07-07;1,63;19,42;21,04
2023-07-08;2,08;14,67;16,5
2023-07-09;1,91;23,91;25,55
2023-07-10;1,0;12,0;11,5
2023-07-11;2,73;29,18;32,36
2023-07-12;1,29;13,46;14,29
2023-07-13;1,04;9,25;9,54
2023-07-14;1,0;8,63;8,79
2023-07-15;1,04;8,83;8,75
2023-07-16;1,25;10,5;10,88
2023-07-17;2,08;21,13;23,21
2023-07-18;2,29;20,46;22,46
2023-07-19;1,08;16,25;16,25
2023-07-20;1,0;9,0;8,6
2023-07-21;1,46;14,33;15,33
2023-07-22;1,17;11,71;12,67
2023-07-23;1,13;10,08;10,67
2023-07-24;1,43;15,1;16,48
2023-07-25;1,38;9,5;11,42
2023-07-26;1,33;9,42;10,83
2023-07-27;1,42;13,33;14,71
2023-07-28;1,46;12,29;14,04
2023-07-29;1,04;6,38;7,29
2023-07-30;1,38;9,63;11,0
2023-07-31;1,21;9,83;11,25
2023-08-01;1,09;7,82;8,73
2023-08-02;1,25;8,13;9,17
2023-08-03;1,5;12,96;14,67
2023-08-04;1,83;10,58;12,75
2023-08-05;1,04;6,33;7,42
2023-08-06;1,08;10,75;11,71
2023-08-07;1,17;8,0;9,13
2023-08-08;1,25;8,69;9,88
2023-08-09;1,21;7,46;8,54
2023-08-10;1,33;15,71;17,21
2023-08-11;1,83;21,54;23,58
2023-08-12;1,33;12,92;14,0
2023-08-13;1,33;11,13;12,33
2023-08-14;1,25;11,0;12,04
2023-08-15;1,21;10,67;11,42
2023-08-16;1,08;9,33;10,17
2023-08-17;1,13;7,08;7,67
2023-08-18;1,09;13,18;13,95
2023-08-19;1,17;12,71;13,75
2023-08-20;4,0;24,17;29,63
2023-08-21;8,17;40,75;52,79
2023-08-22;3,5;34,71;39,54
2023-08-23;2,83;34,83;38,17
2023-08-24;2,33;31,08;34,08
2023-08-25;1,13;9,21;10,08
2023-08-26;1,21;11,42;12,42
2023-08-27;1,13;10,88;12,17
2023-08-28;1,5;11,92;13,83
2023-08-29;1,88;12,67;15,13
2023-08-30;1,13;11,21;12,25
2023-08-31;1,79;16,75;19,17
2023-09-01;1,9;15,57;17,9
2023-09-02;1,08;11,79;12,71
2023-09-03;1,04;9,21;10,25
2023-09-04;1,54;16,42;18,17
2023-09-05;1,17;15,13;16,17
2023-09-06;1,21;15,92;17,13
2023-09-07;1,54;20,79;22,33
2023-09-08;1,71;27,5;29,54
2023-09-09;1,33;18,5;19,63
2023-09-10;1,63;13,54;15,08
2023-09-11;1,08;10,67;11,29
2023-09-12;3,04;21,13;24,75
2023-09-13;1,42;14,29;15,75
2023-09-14;2,25;14,88;17,42
2023-09-15;1,14;21,86;22,5
2023-09-16;2,38;20,67;23,21
2023-09-17;1,17;15,96;16,63
2023-09-18;1,58;12,83;14,63
2023-09-19;2,33;22,0;24,58
2023-09-20;1,79;15,17;17,04
2023-09-21;2,83;18,04;21,46
2023-09-22;1,42;9,75;11,17
2023-09-23;1,04;11,08;12,13
2023-09-24;1,08;10,83;11,67
2023-09-25;1,83;22,46;24,5
2023-09-26;1,88;21,88;24,25
2023-09-27;5,13;25,54;32,67
2023-09-28;1,58;17,33;19,08
2023-09-29;3,95;33,38;38,86
2023-09-30;6,54;36,42;45,83
2023-10-01;1,54;22,29;23,71
2023-10-02;1,25;15,29;16,0
2023-10-03;2,08;18,13;20,17
2023-10-04;1,38;13,83;15,21
2023-10-05;5,67;23,0;30,83
2023-10-06;1,92;20,13;22,33
2023-10-07;1,33;16,63;17,58
2023-10-08;2,13;17,29;19,46
2023-10-09;1,63;21,46;23,17
2023-10-10;1,67;20,29;22,38
2023-10-11;4,54;22,38;28,67
2023-10-12;1,13;13,58;14,08
2023-10-13;1,92;18,83;20,63
2023-10-14;1,08;18,38;18,67
2023-10-15;4,08;24,29;29,63
2023-10-16;1,46;18,58;19,67
2023-10-17;4,91;22,39;29,09
2023-10-18;4,92;24,67;32,13
2023-10-19;3,5;19,75;24,75
2023-10-20;1,79;7,54;10,33
2023-10-21;1,58;6,58;8,75
2023-10-22;1,79;12,04;14,63
2023-10-23;2,21;18,92;22,04
2023-10-24;2,17;11,29;14,29
2023-10-25;2,0;8,5;11,58
2023-10-26;4,08;15,21;21,29
2023-10-27;1,92;7,96;10,75
2023-10-28;2,42;14,5;17,92
2023-10-29;1,3;10,17;11,52
2023-10-30;10,42;28,0;43,71
2023-10-31;2,36;16,05;19,68
2023-11-01;1,54;11,58;13,79
2023-11-02;1,27;7,23;8,77
2023-11-03;1,75;7,42;9,92
2023-11-04;1,58;8,67;10,88
2023-11-05;1,08;6,63;8,17
2023-11-06;1,88;14,25;16,92
2023-11-07;2,21;13,96;17,13
2023-11-08;2,79;14,33;18,29
2023-11-09;5,48;27,61;35,74
2023-11-10;1,67;19,08;20,58
2023-11-11;3,96;26,83;32,33
2023-11-12;2,17;20,5;23,38
2023-11-13;6,63;31,75;41,79
2023-11-14;6,25;24,58;33,83
2023-11-15;2,33;19,92;22,71
2023-11-16;9,54;31,04;45,25
2023-11-17;5,33;25,96;33,46
2023-11-18;3,75;21,29;26,5
2023-11-19;4,63;38,67;45,46
2023-11-20;12,25;48,33;66,92
2023-11-21;5,67;27,33;35,5
2023-11-22;7,5;32,75;44,17
2023-11-23;5,33;18,5;26,5
2023-11-24;4,29;13,79;20,42
2023-11-25;4,54;15,75;22,88
2023-11-26;6,17;20,04;29,54
2023-11-27;6,46;22,08;31,88
2023-11-28;4,58;19,67;26,67
2023-11-29;17,08;32,17;58,29
2023-11-30;20,33;31,67;62,5
2023-12-01;10,42;19,46;35,21
2023-12-02;3,83;11,0;17,0
2023-12-03;3,79;10,63;16,5
2023-12-04;4,63;17,71;24,83
2023-12-05;4,96;20,5;28,08
2023-12-06;4,42;17,96;24,75
2023-12-07;2,76;20,62;24,76
2023-12-08;1,21;15,13;16,5
2023-12-09;1,88;19,46;21,79
2023-12-10;6,67;27,17;36,83
2023-12-11;10,21;28,75;44,04
2023-12-12;7,67;23,67;35,04
2023-12-13;2,46;19,75;22,83
2023-12-14;2,63;17,75;21,17
2023-12-15;12,88;34,71;53,88
2023-12-16;3,63;27,46;32,63
2023-12-17;4,96;37,67;45,04
2023-12-18;29,48;56,38;101,24
2023-12-19;22,29;46,79;80,63
2023-12-20;5,83;31,04;39,58
2023-12-21;3,21;20,75;25,21
2023-12-22;5,71;27,88;35,83
2023-12-23;1,63;12,29;14,13
2023-12-24;1,33;13,75;15,46
2023-12-25;8,67;34,13;46,96
2023-12-26;24,21;45,71;82,25
2023-12-27;22,41;50,45;84,41
2023-12-28;15,38;42,46;65,5
2023-12-29;10,71;44,33;60,08
2023-12-30;9,38;37,42;51,21
2023-12-31;2,88;27,13;30,88
2024-01-01;3,83;29,88;35,17
2024-01-02;4,29;33,75;40,21
2024-01-03;21,46;42,08;74,42
2024-01-04;16,21;40,67;65,21
2024-01-05;6,88;31,67;41,54
2024-01-06;1,33;7,79;9,08
2024-01-07;1,21;6,17;7,38
2024-01-08;4,09;27,3;33,04
2024-01-09;3,58;27,46;32,5
2024-01-10;9,38;34,79;48,38
2024-01-11;3,0;19,25;23,29
2024-01-12;2,79;14,38;18,21
2024-01-13;3,75;24,29;29,67
2024-01-14;1,67;15,42;17,33
2024-01-15;8,08;23,21;35,13
2024-01-16;49,54;52,25;127,83
2024-01-17;15,43;28,52;51,87
2024-01-18;1,33;18,29;20,08
2024-01-19;1,42;20,96;22,5
2024-01-20;1,38;21,13;22,29
2024-01-21;3,54;25,63;30,5
2024-01-22;10,75;27,0;42,88
2024-01-23;9,79;31,88;46,33
2024-01-24;23,63;42,67;78,42
2024-01-25;60,96;55,75;148,71
2024-01-26;87,19;53,44;186,44
2024-01-27;;;
2024-01-28;;;
2024-01-29;1,43;22,14;23,5
2024-01-30;1,38;23,13;24,04
2024-01-31;2,25;23,63;26,29
2024-02-01;5,67;28,25;36,5
2024-02-02;4,79;30,42;37,33
2024-02-03;5,38;28,5;36,79
2024-02-04;7,75;35,13;46,58
2024-02-05;30,08;46,67;92,42
2024-02-06;6,48;37,1;46,48
2024-02-07;4,17;23,79;29,88
2024-02-08;4,0;21,33;27,25
2024-02-09;1,83;20,21;23,0
2024-02-10;1,33;9,33;11,17
2024-02-11;1,33;5,29;7,08
2024-02-12;3,04;18,38;22,88
2024-02-13;3,5;27,96;33,21
2024-02-14;20,5;47,46;78,46
2024-02-15;13,38;38,71;58,96
2024-02-16;2,0;24,04;26,96
2024-02-17;2,79;22,42;26,58
2024-02-18;2,13;16,88;20,04
2024-02-19;13,38;47,17;67,67
2024-02-20;4,38;31,42;37,96
2024-02-21;1,95;22,38;25,19
2024-02-22;2,71;28,92;33,08
2024-02-23;1,96;16,67;19,29
2024-02-24;1,29;13,08;14,71
2024-02-25;1,5;18,75;20,88
2024-02-26;7,5;23,5;34,63
2024-02-27;2,67;19,96;23,79
2024-02-28;2,17;23,33;26,29
2024-02-29;3,42;26,63;31,75
2024-03-01;2,0;15,08;17,71
2024-03-02;1,79;15,38;17,75
2024-03-03;1,08;5,33;6,75
2024-03-04;2,67;19,25;22,96
2024-03-05;4,29;31,25;37,5
2024-03-06;3,38;24,08;28,71
2024-03-07;6,0;26,91;35,64
2024-03-08;2,0;16,46;19,21
2024-03-09;1,04;15,17;16,54
2024-03-10;1,21;12,71;14,29
2024-03-11;1,63;9,79;11,79
2024-03-12;2,13;18,67;21,58
