date;no;no2;nox;so2
2013-08-26;3,46;24,04;29,04;1,0
2013-08-27;13,79;24,25;45,33;1,25
2013-08-28;8,67;28,75;41,5;1,0
2013-08-29;13,46;37,25;57,42;1,17
2013-08-30;9,0;46,79;59,96;1,29
2013-08-31;4,29;32,33;38,67;1,13
2013-09-01;1,58;18,42;20,71;1,33
2013-09-02;8,19;39,14;51,29;2,04
2013-09-03;7,88;32,21;43,96;2,04
2013-09-04;12,96;31,33;50,83;1,29
2013-09-05;7,79;40,54;52,17;1,08
2013-09-06;11,79;41,5;59,25;1,71
2013-09-07;6,75;33,04;42,88;1,0
2013-09-08;3,08;16,96;21,38;1,0
2013-09-09;11,67;21,88;39,33;1,17
2013-09-10;10,5;28,17;43,92;1,38
2013-09-11;2,75;18,33;22,46;1,0
2013-09-12;10,13;32,88;47,88;1,75
2013-09-13;8,58;36,33;49,33;2,17
2013-09-14;6,58;27,88;37,54;1,42
2013-09-15;2,04;8,71;11,17;1,0
2013-09-16;6,92;25,67;35,67;1,21
2013-09-17;12,9;47,7;67,5;1,14
2013-09-18;7,65;29,61;41,04;1,38
2013-09-19;14,75;32,29;54,71;1,5
2013-09-20;8,79;30,75;43,88;1,21
2013-09-21;7,92;34,04;45,79;1,58
2013-09-22;3,54;22,58;27,54;1,25
2013-09-23;15,42;29,29;52,29;1,71
2013-09-24;11,46;32,67;49,63;1,25
2013-09-25;16,5;32,63;57,5;1,21
2013-09-26;9,67;30,29;44,67;1,08
2013-09-27;16,68;37,14;62,36;1,27
2013-09-28;15,13;37,46;60,04;1,17
2013-09-29;3,04;18,54;22,88;1,04
2013-09-30;20,0;36,63;66,83;1,96
2013-10-01;26,0;39,54;79,17;1,58
2013-10-02;24,96;33,13;70,92;1,58
2013-10-03;3,42;15,92;20,92;1,0
2013-10-04;5,08;30,88;38,38;1,0
2013-10-05;6,13;23,88;33,0;1,0
2013-10-06;2,08;10,96;13,67;1,0
2013-10-07;7,63;25,54;36,54;1,0
2013-10-08;25,19;29,38;67,43;1,62
2013-10-09;20,63;31,79;62,88;1,46
2013-10-10;12,38;28,04;46,29;1,25
2013-10-11;3,25;22,33;26,63;1,08
2013-10-12;7,92;31,33;42,96;1,46
2013-10-13;3,75;21,83;27,25;1,79
2013-10-14;28,0;47,29;89,63;2,21
2013-10-15;42,08;51,83;115,67;2,63
2013-10-16;25,21;45,33;83,75;2,17
2013-10-17;35,75;43,58;98,04;2,33
2013-10-18;27,0;35,54;76,67;1,88
2013-10-19;19,42;28,67;57,71;1,38
2013-10-20;9,13;26,58;40,17;1,17
2013-10-21;24,42;39,04;75,96;1,83
2013-10-22;26,54;34,33;74,5;1,61
2013-10-23;22,33;40,75;74,29;1,38
2013-10-24;18,48;43,0;70,81;2,05
2013-10-25;28,63;37,0;80,17;2,08
2013-10-26;2,63;18,29;21,67;1,0
2013-10-27;8,54;33,33;46,17;1,13
2013-10-28;28,13;44,79;87,63;2,42
2013-10-29;52,5;51,08;130,79;2,38
2013-10-30;41,79;53,0;116,29;3,08
2013-10-31;28,38;49,92;93,08;2,96
2013-11-01;6,25;30,38;39,29;3,25
2013-11-02;6,25;34,5;43,71;3,08
2013-11-03;3,67;21,83;26,83;2,42
2013-11-04;8,08;28,33;40,33;1,17
2013-11-05;16,75;36,58;61,58;2,04
2013-11-06;27,67;40,38;82,25;2,5
2013-11-07;57,71;46,04;133,83;3,92
2013-11-08;29,17;44,83;89,08;2,21
2013-11-09;14,08;26,71;47,79;1,33
2013-11-10;1,71;13,29;15,17;1,13
2013-11-11;36,0;40,13;94,71;2,88
2013-11-12;47,05;51,71;123,1;3,36
2013-11-13;26,17;46,38;85,96;2,75
2013-11-14;21,21;40,58;72,67;2,17
2013-11-15;8,42;34,5;46,96;1,42
2013-11-16;1,79;17,17;19,25;1,0
2013-11-17;3,71;23,63;28,46;1,0
2013-11-18;9,29;36,13;49,83;1,08
2013-11-19;18,79;37,17;65,54;1,29
2013-11-20;19,17;40,0;68,54;1,54
2013-11-21;5,75;23,58;31,83;1,0
2013-11-22;12,0;35,54;53,46;1,38
2013-11-23;12,17;33,92;51,88;1,46
2013-11-24;17,58;34,71;61,17;2,38
2013-11-25;41,05;46,81;109,29;3,23
2013-11-26;18,67;38,14;69,71;2,04
2013-11-27;9,21;38,83;52,5;1,83
2013-11-28;21,25;52,5;84,58;2,25
2013-11-29;29,38;53,21;97,83;3,33
2013-11-30;17,38;47,25;73,54;2,58
2013-12-01;5,58;27,71;36,04;2,67
2013-12-02;10,38;36,25;51,71;3,13
2013-12-03;55,08;62,25;146,0;5,0
2013-12-04;30,46;56,17;102,38;3,63
2013-12-05;12,79;40,96;60,17;2,21
2013-12-06;5,21;28,17;35,83;1,17
2013-12-07;17,29;39,17;65,33;2,46
2013-12-08;27,71;44,58;86,54;3,17
2013-12-09;58,41;62,36;151,55;3,64
2013-12-10;66,13;62,92;163,75;4,71
2013-12-11;71,88;73,92;183,54;4,63
2013-12-12;68,54;65,67;170,33;4,67
2013-12-13;27,96;43,92;86,25;3,58
2013-12-14;16,75;39,67;65,08;3,67
2013-12-15;23,58;41,21;77,29;3,54
2013-12-16;59,38;62,54;152,83;5,46
2013-12-17;76,71;78,79;195,83;6,42
2013-12-18;40,58;51,5;113,21;4,33
2013-12-19;114,86;70,71;245,86;5,41
2013-12-20;73,04;56,0;167,33;4,21
2013-12-21;25,46;37,83;76,63;3,13
2013-12-22;20,63;36,67;67,88;4,21
2013-12-23;31,71;49,29;97,25;3,08
2013-12-24;56,04;41,21;126,63;3,67
2013-12-25;4,13;18,63;24,38;1,79
2013-12-26;2,17;8,63;11,46;1,25
2013-12-27;37,08;47,29;103,42;2,58
2013-12-28;32,46;32,29;81,67;2,92
2013-12-29;13,25;27,71;47,42;2,46
2013-12-30;28,04;47,04;89,5;2,88
2013-12-31;33,79;49,46;100,71;3,25
2014-01-01;15,46;30,5;53,83;2,46
2014-01-02;81,5;63,42;187,79;4,75
2014-01-03;58,88;55,63;145,0;4,92
2014-01-04;25,58;33,38;72,17;3,17
2014-01-05;2,5;13,25;16,67;1,92
2014-01-06;8,83;25,54;38,79;2,54
2014-01-07;50,38;49,96;126,58;4,46
2014-01-08;76,0;57,21;173,04;5,67
2014-01-09;32,48;40,26;89,26;3,68
2014-01-10;55,67;61,21;146,0;3,54
2014-01-11;26,33;41,75;81,79;3,08
2014-01-12;15,42;38,42;61,58;2,08
2014-01-13;32,0;49,58;98,21;2,25
2014-01-14;29,21;49,58;94,04;2,13
2014-01-15;42,04;53,0;117,0;2,83
2014-01-16;69,17;52,13;157,63;3,96
2014-01-17;36,25;53,88;108,75;2,46
2014-01-18;22,75;36,67;71,42;2,63
2014-01-19;10,33;31,54;47,21;1,38
2014-01-20;6,14;33,05;42,09;1,14
2014-01-21;27,25;50,54;91,67;2,33
2014-01-22;57,38;62,63;150,29;4,92
2014-01-23;47,33;52,17;124,33;3,38
2014-01-24;20,5;42,38;73,29;2,38
2014-01-25;22,33;37,21;71,0;1,75
2014-01-26;7,83;29,08;40,71;1,79
2014-01-27;6,96;23,79;34,33;1,08
2014-01-28;5,33;28,54;36,46;1,13
2014-01-29;25,75;48,29;87,33;2,79
2014-01-30;19,71;43,83;73,25;1,75
2014-01-31;38,21;52,5;110,46;2,79
2014-02-01;51,42;54,71;132,88;3,88
2014-02-02;3,08;22,46;26,88;1,25
2014-02-03;23,5;47,36;83,05;2,59
2014-02-04;17,33;37,67;63,96;2,17
2014-02-05;6,63;27,38;37,08;1,25
2014-02-06;28,42;49,63;92,67;3,08
2014-02-07;11,38;32,88;49,88;1,33
2014-02-08;3,5;18,04;22,88;1,04
2014-02-09;2,54;17,83;21,38;1,04
2014-02-10;14,88;36,29;58,33;1,54
2014-02-11;4,71;23,58;30,46;1,21
2014-02-12;7,0;34,79;45,0;1,7
2014-02-13;14,67;40,29;62,25;1,17
2014-02-14;29,33;41,9;86,38;1,71
2014-02-15;14,33;34,67;56,17;3,0
2014-02-16;2,33;23,33;26,46;1,29
2014-02-17;29,33;48,58;93,46;2,29
2014-02-18;29,54;52,58;97,21;3,0
2014-02-19;16,88;39,33;64,79;1,54
2014-02-20;29,25;51,21;95,54;2,88
2014-02-21;54,79;58,79;142,17;4,5
2014-02-22;11,88;42,71;60,42;2,17
2014-02-23;11,42;40,17;57,29;2,71
2014-02-24;37,29;59,79;116,38;3,5
2014-02-25;37,75;46,42;103,83;3,71
2014-02-26;8,79;32,79;45,88;1,17
2014-02-27;24,88;56,42;94,33;3,17
2014-02-28;24,17;36,0;72,58;2,38
2014-03-01;3,46;22,33;27,04;1,33
2014-03-02;3,71;23,88;29,21;1,83
2014-03-03;4,45;21,82;28,23;1,73
2014-03-04;3,46;18,63;23,54;1,0
2014-03-05;20,67;44,42;75,58;2,96
2014-03-06;26,29;51,08;90,96;4,54
2014-03-07;21,71;55,13;87,92;3,96
2014-03-08;10,0;51,08;66,13;5,21
2014-03-09;5,42;39,42;47,42;3,79
2014-03-10;14,13;53,21;74,38;3,71
2014-03-11;20,21;58,13;88,42;4,54
2014-03-12;19,09;48,09;76,59;5,0
2014-03-13;12,29;40,63;58,79;3,17
2014-03-14;28,79;69,38;113,0;4,71
2014-03-15;12,33;54,67;73,08;5,5
2014-03-16;2,75;21,17;25,0;2,13
2014-03-17;11,54;46,08;63,5;3,88
2014-03-18;14,63;43,92;66,0;4,17
2014-03-19;17,67;43,83;70,25;3,08
2014-03-20;19,21;40,38;69,58;3,5
2014-03-21;26,08;40,63;79,96;2,63
2014-03-22;2,5;17,25;20,75;1,0
2014-03-23;1,67;13,79;16,17;1,0
2014-03-24;5,08;25,63;33,08;2,13
2014-03-25;4,04;24,25;29,83;1,0
2014-03-26;6,63;34,21;43,75;1,25
2014-03-27;12,38;39,08;57,67;1,54
2014-03-28;22,41;42,82;76,95;3,0
2014-03-29;1,71;13,96;16,13;1,08
2014-03-30;1,36;16,73;18,27;1,0
2014-03-31;15,29;32,38;55,29;1,04
2014-04-01;19,33;41,75;71,17;1,21
2014-04-02;3,78;39,65;45,22;1,0
2014-04-03;2,33;30,88;34,29;1,0
2014-04-04;5,21;30,0;37,58;1,04
2014-04-05;8,21;35,88;48,33;1,21
2014-04-06;5,58;31,79;39,88;1,54
2014-04-07;2,92;23,17;26,75;1,5
2014-04-08;3,08;20,54;24,25;1,25
2014-04-09;24,5;36,41;73,41;2,21
2014-04-10;18,33;43,33;70,96;2,58
2014-04-11;7,5;34,67;45,63;2,0
2014-04-12;4,13;33,08;39,29;1,83
2014-04-13;5,29;30,25;37,75;2,5
2014-04-14;19,96;37,79;67,67;3,38
2014-04-15;19,71;45,54;75,38;4,08
2014-04-16;15,29;37,17;60,13;4,04
2014-04-17;8,92;35,04;48,21;2,29
2014-04-18;2,71;24,5;28,13;1,58
2014-04-19;1,71;16,92;19,0;1,0
2014-04-20;1,75;21,13;23,42;1,17
2014-04-21;1,92;25,08;27,5;1,04
2014-04-22;11,17;35,17;51,83;1,13
2014-04-23;20,24;36,1;66,52;1,78
2014-04-24;22,46;41,79;75,79;4,13
2014-04-25;3,83;24,83;30,04;1,13
2014-04-26;3,88;24,96;30,38;1,21
2014-04-27;1,67;11,71;13,58;1,04
2014-04-28;3,96;27,38;33,04;1,54
2014-04-29;12,42;27,33;46,17;1,63
2014-04-30;14,96;29,92;52,63;2,08
2014-05-01;3,79;19,67;25,04;1,33
2014-05-02;3,21;20,96;25,33;1,08
2014-05-03;3,38;22,92;27,58;1,38
2014-05-04;1,67;12,54;14,58;1,0
2014-05-05;11,5;32,88;50,13;2,04
2014-05-06;16,04;32,67;56,92;1,38
2014-05-07;8,79;27,38;40,21;1,25
2014-05-08;16,88;40,79;66,08;1,67
2014-05-09;14,64;35,86;57,86;1,96
2014-05-10;5,17;29,25;36,92;1,79
2014-05-11;2,96;24,5;28,54;1,33
2014-05-12;8,29;18,5;30,92;1,13
2014-05-13;1,79;11,88;14,0;1,0
2014-05-14;9,58;25,88;40,46;1,29
2014-05-15;9,79;30,79;45,42;2,33
2014-05-16;15,13;30,96;53,67;1,63
2014-05-17;2,5;24,0;27,29;1,38
2014-05-18;1,54;19,13;21,25;1,04
2014-05-19;4,71;19,88;26,5;1,46
2014-05-20;2,04;23,83;26,58;1,0
2014-05-21;2,92;21,88;26,13;1,0
2014-05-22;10,92;36,83;52,71;1,25
2014-05-23;8,04;30,33;42,21;1,25
2014-05-24;1,46;11,38;13,21;1,21
2014-05-25;2,17;17,63;20,58;2,04
2014-05-26;12,71;26,42;45,54;1,33
2014-05-27;8,86;29,86;43,21;1,45
2014-05-28;3,58;25,0;29,75;1,42
2014-05-29;10,54;30,63;46,33;1,0
2014-05-30;16,75;45,29;70,54;1,38
2014-05-31;4,63;26,88;33,63;1,29
2014-06-01;2,13;19,21;21,92;1,0
2014-06-02;3,67;25,04;30,17;1,33
2014-06-03;5,33;26,13;33,54;1,46
2014-06-04;7,17;25,67;36,0;1,33
2014-06-05;6,79;17,38;27,04;1,92
2014-06-06;16,33;36,71;61,29;2,25
2014-06-07;3,88;26,5;31,83;1,75
2014-06-08;3,29;27,54;32,04;2,5
2014-06-09;6,83;39,58;49,58;5,25
2014-06-10;9,38;41,75;55,75;3,71
2014-06-11;9,58;33,58;47,75;2,88
2014-06-12;13,09;49,45;68,82;3,27
2014-06-13;;;;2,38
2014-06-14;;;;2,13
2014-06-15;;;;1,08
2014-06-16;;;;1,5
2014-06-17;;;;3,08
2014-06-18;;;;1,92
2014-06-19;;;;1,67
2014-06-20;3,9;23,7;29,1;2,19
2014-06-21;4,38;31,25;37,58;2,21
2014-06-22;3,13;25,67;30,13;2,33
2014-06-23;10,42;25,04;40,42;4,21
2014-06-24;3,33;22,17;26,83;5,04
2014-06-25;3,71;22,83;28,0;1,25
2014-06-26;7,17;34,13;44,67;6,46
2014-06-27;6,75;30,21;40,21;3,38
2014-06-28;3,46;24,08;28,96;1,83
2014-06-29;2,08;16,58;19,33;1,88
2014-06-30;4,63;20,58;27,0;1,54
2014-07-01;6,29;24,67;33,79;1,54
2014-07-02;2,96;18,78;22,52;1,08
2014-07-03;3,67;25,67;30,63;1,5
2014-07-04;5,54;23,5;31,38;1,21
2014-07-05;5,71;28,71;36,92;1,71
2014-07-06;2,5;16,83;20,21;1,0
2014-07-07;7,33;38,29;49,04;1,08
2014-07-08;7,67;26,58;38,04;1,71
2014-07-09;6,46;21,92;31,38;1,63
2014-07-10;4,83;21,79;28,88;1,75
2014-07-11;4,42;23,08;29,25;2,04
2014-07-12;4,21;21,04;27,29;2,83
2014-07-13;3,29;20,75;25,29;2,17
2014-07-14;8,63;17,17;29,83;1,13
2014-07-15;10,42;20,96;36,42;1,67
2014-07-16;9,13;26,21;39,83;1,75
2014-07-17;9,0;32,38;45,96;2,25
2014-07-18;8,75;32,25;45,33;2,08
2014-07-19;1,79;18,46;21,08;1,0
2014-07-20;1,67;14,88;17,33;1,21
2014-07-21;6,96;20,3;30,65;2,0
2014-07-22;5,79;26,17;34,71;2,29
2014-07-23;13,79;30,75;51,42;2,58
2014-07-24;13,5;32,05;52,27;2,41
2014-07-25;16,13;44,83;69,17;2,83
2014-07-26;3,46;25,63;30,75;1,25
2014-07-27;1,58;16,88;19,04;1,17
2014-07-28;9,38;28,71;42,63;1,29
2014-07-29;3,63;17,79;23,04;1,0
2014-07-30;4,79;23,5;30,42;1,54
2014-07-31;9,83;34,08;48,5;2,46
2014-08-01;11,95;36,71;54,95;2,0
2014-08-02;2,75;21,79;25,79;1,0
2014-08-03;2,08;;19,46;1,0
2014-08-04;7,58;22,54;33,75;1,17
2014-08-05;6,08;21,5;30,58;1,54
2014-08-06;10,92;30,13;46,58;2,21
2014-08-07;7,96;17,75;29,54;1,17
2014-08-08;7,04;21,08;31,5;1,25
2014-08-09;1,79;14,08;16,5;1,08
2014-08-10;2,88;14,29;18,17;1,0
2014-08-11;1,63;10,75;12,92;1,0
2014-08-12;10,38;21,13;36,58;1,38
2014-08-13;2,04;9,33;11,96;1,0
2014-08-14;2,46;12,83;16,33;1,38
2014-08-15;2,58;17,42;21,17;1,46
2014-08-16;1,79;11,96;14,29;1,04
2014-08-17;2,83;18,08;22,17;2,46
2014-08-18;7,29;21,88;32,79;1,25
2014-08-19;6,95;20,29;30,24;1,32
2014-08-20;1,08;12,0;13,04;1,33
2014-08-21;1,38;15,25;16,58;1,42
2014-08-22;5,33;33,13;40,71;1,63
2014-08-23;2,63;16,42;19,88;1,0
2014-08-24;2,17;12,63;15,5;1,46
2014-08-25;2,92;11,42;15,21;1,0
2014-08-26;13,21;26,88;46,67;1,46
2014-08-27;8,38;28,63;40,71;2,5
2014-08-28;11,54;23,25;40,58;2,17
2014-08-29;18,58;30,13;58,13;1,92
2014-08-30;6,75;29,04;38,79;2,63
2014-08-31;3,92;23,71;29,38;3,54
2014-09-01;9,57;24,05;38,05;1,68
2014-09-02;21,38;30,33;62,58;1,83
2014-09-03;3,17;25,58;30,0;1,96
2014-09-04;6,33;39,13;48,21;2,5
2014-09-05;5,38;26,29;34,08;1,46
2014-09-06;4,54;25,58;32,38;1,54
2014-09-07;3,58;21,75;26,54;1,29
2014-09-08;8,38;26,46;38,88;1,13
2014-09-09;3,83;29,42;34,71;2,13
2014-09-10;9,33;31,67;45,79;2,29
2014-09-11;3,79;24,92;30,29;1,75
2014-09-12;7,96;26,13;37,88;2,58
2014-09-13;3,83;26,25;31,5;2,25
2014-09-14;2,25;24,58;27,67;2,21
2014-09-15;11,73;25,47;43,27;2,21
2014-09-16;16,83;33,13;58,5;3,17
2014-09-17;6,81;35,19;45,05;1,95
2014-09-18;24,75;36,21;73,88;2,33
2014-09-19;15,38;32,71;55,88;2,17
2014-09-20;8,0;34,42;46,21;2,08
2014-09-21;3,33;31,63;36,38;3,88
2014-09-22;25,63;52,54;91,5;3,88
2014-09-23;15,92;36,79;60,71;2,29
2014-09-24;10,46;26,08;41,75;2,33
2014-09-25;9,92;37,38;51,83;2,79
2014-09-26;17,13;33,67;59,38;3,88
2014-09-27;8,42;34,0;46,54;3,13
2014-09-28;3,04;39,5;43,96;2,71
2014-09-29;15,58;38,83;62,29;3,17
2014-09-30;27,88;46,46;88,58;2,92
2014-10-01;26,29;47,48;87,1;2,52
2014-10-02;14,04;44,96;66,13;2,58
2014-10-03;22,0;52,67;85,92;4,29
2014-10-04;7,54;35,75;46,83;2,58
2014-10-05;1,96;22,79;24,75;1,54
2014-10-06;18,63;41,33;69,33;1,92
2014-10-07;28,79;51,13;94,67;2,21
2014-10-08;28,46;50,33;93,54;2,67
2014-10-09;30,17;54,08;99,75;2,96
2014-10-10;29,08;54,83;98,92;2,96
2014-10-11;12,08;35,79;54,17;2,75
2014-10-12;6,33;40,38;49,5;1,96
2014-10-13;28,75;48,79;92,38;2,58
2014-10-14;51,67;68,71;147,58;3,63
2014-10-15;16,38;44,42;69,0;2,46
2014-10-16;25,27;49,5;87,77;3,14
2014-10-17;32,54;54,13;103,5;4,46
2014-10-18;10,38;38,58;54,08;3,54
2014-10-19;9,92;42,5;57,17;3,54
2014-10-20;20,38;49,04;79,88;4,04
2014-10-21;16,08;57,58;81,67;5,17
2014-10-22;9,88;46,75;61,21;2,38
2014-10-23;24,21;52,25;88,92;2,96
2014-10-24;27,04;58,17;99,13;4,25
2014-10-25;12,46;43,25;61,71;3,67
2014-10-26;8,38;32,75;44,71;3,0
2014-10-27;32,32;48,59;97,5;4,23
2014-10-28;28,04;49,38;91,83;3,88
2014-10-29;42,58;58,75;123,67;4,46
2014-10-30;38,83;53,54;112,5;4,08
2014-10-31;18,0;40,04;67,25;2,92
2014-11-01;11,21;40,33;57,13;2,92
2014-11-02;13,13;35,88;55,58;3,46
2014-11-03;10,88;29,54;45,79;2,21
2014-11-04;4,67;23,58;29,79;1,46
2014-11-05;15,63;35,92;59,5;2,0
2014-11-06;30,33;40,54;86,42;3,25
2014-11-07;22,33;42,04;75,75;4,54
2014-11-08;30,83;51,04;97,79;3,88
2014-11-09;9,04;35,04;48,54;2,33
2014-11-10;33,04;43,13;93,25;3,13
2014-11-11;68,0;50,67;154,38;4,96
2014-11-12;27,25;42,0;83,38;2,92
2014-11-13;34,95;46,0;99,09;3,91
2014-11-14;88,88;60,13;195,75;5,5
2014-11-15;16,5;31,75;56,75;2,25
2014-11-16;3,25;19,0;23,33;1,33
2014-11-17;25,5;46,21;84,79;3,54
2014-11-18;31,88;53,42;101,83;4,38
2014-11-19;37,04;53,63;109,92;5,88
2014-11-20;31,75;50,79;98,75;5,42
2014-11-21;29,67;53,04;98,25;4,54
2014-11-22;19,38;41,88;71,0;3,04
2014-11-23;4,96;25,5;32,83;3,88
2014-11-24;44,65;56,75;124,75;3,52
2014-11-25;44,21;44,92;112,21;3,92
2014-11-26;77,45;57,95;176,18;4,0
2014-11-27;78,92;61,75;182,17;5,04
2014-11-28;28,13;34,58;77,13;2,75
2014-11-29;1,67;16,63;18,5;2,13
2014-11-30;1,38;19,42;20,88;2,0
2014-12-01;21,83;46,25;79,33;2,88
2014-12-02;36,04;46,04;100,75;3,88
2014-12-03;27,67;43,17;85,5;3,46
2014-12-04;24,42;40,42;77,29;2,63
2014-12-05;32,67;39,46;88,79;3,08
2014-12-06;18,42;37,08;64,79;2,75
2014-12-07;8,54;35,13;47,96;2,96
2014-12-08;11,96;40,58;58,46;3,0
2014-12-09;16,5;43,14;68,0;5,17
2014-12-10;18,33;49,42;76,79;5,13
2014-12-11;46,54;52,96;123,92;5,0
2014-12-12;65,96;62,71;163,0;5,54
2014-12-13;48,21;53,67;127,04;4,63
2014-12-14;16,33;35,63;60,13;3,83
2014-12-15;24,0;59,0;95,21;2,83
2014-12-16;18,83;39,92;68,46;2,63
2014-12-17;61,63;61,29;155,0;4,29
2014-12-18;16,17;48,29;72,58;3,29
2014-12-19;12,92;35,08;54,54;2,79
2014-12-20;7,21;26,79;37,5;3,54
2014-12-21;7,5;24,29;35,5;3,38
2014-12-22;67,36;46,64;149,32;5,65
2014-12-23;55,88;48,46;133,33;6,25
2014-12-24;40,63;44,67;106,5;3,92
2014-12-25;6,33;25,46;34,92;1,96
2014-12-26;6,79;26,67;36,88;1,71
2014-12-27;8,13;29,96;42,08;1,83
2014-12-28;4,54;28,17;34,58;1,88
2014-12-29;25,17;59,96;98,13;4,96
2014-12-30;17,48;47,19;73,57;4,71
2014-12-31;52,78;74,44;154,78;6,22
2015-01-01;18,17;43,29;70,67;3,17
2015-01-02;21,25;52,0;83,83;3,04
2015-01-03;8,0;41,21;53,13;3,42
2015-01-04;12,0;35,54;53,54;3,04
2015-01-05;31,46;46,33;93,96;4,0
2015-01-06;14,33;39,89;61,11;3,75
2015-01-07;28,25;40,5;83,88;4,12
2015-01-08;16,86;36,79;62,29;3,71
2015-01-09;17,42;38,17;64,21;3,08
2015-01-10;16,25;40,92;65,46;3,58
2015-01-11;15,21;32,0;54,75;4,13
2015-01-12;36,67;51,38;107,04;4,25
2015-01-13;51,79;52,96;131,75;4,88
2015-01-14;43,0;59,08;124,29;4,29
2015-01-15;60,21;55,92;147,5;4,71
2015-01-16;68,75;54,33;159,25;4,58
2015-01-17;15,63;36,58;59,92;2,5
2015-01-18;10,92;33,88;50,13;4,17
2015-01-19;21,96;57,33;90,58;3,79
2015-01-20;13,55;42,23;62,59;2,5
2015-01-21;25,54;46,92;85,75;2,92
2015-01-22;21,58;47,29;79,79;2,79
2015-01-23;11,92;43,88;61,83;2,92
2015-01-24;3,75;24,29;29,75;2,13
2015-01-25;3,58;28,58;33,83;1,92
2015-01-26;20,67;54,67;86,0;3,54
2015-01-27;36,33;57,54;112,46;3,63
2015-01-28;40,38;56,71;118,25;4,29
2015-01-29;35,54;44,38;98,58;3,83
2015-01-30;4,0;24,79;30,58;1,33
2015-01-31;3,25;23,21;27,79;1,42
2015-02-01;1,96;14,17;16,71;1,25
2015-02-02;26,9;49,24;89,9;2,73
2015-02-03;30,71;52,79;99,46;3,71
2015-02-04;8,17;43,0;55,13;2,0
2015-02-05;14,79;45,42;67,75;2,38
2015-02-06;12,88;49,75;68,79;2,46
2015-02-07;9,42;35,67;49,63;3,13
2015-02-08;3,33;25,83;30,79;3,42
2015-02-09;21,71;48,71;81,58;3,67
2015-02-10;32,83;60,71;110,67;5,25
2015-02-11;51,21;74,75;152,71;6,29
2015-02-12;50,88;68,83;146,33;6,17
2015-02-13;41,58;52,96;116,13;4,08
2015-02-14;22,21;45,21;78,46;3,54
2015-02-15;11,54;39,71;57,0;2,88
2015-02-16;36,29;56,38;111,38;4,21
2015-02-17;39,62;66,05;126,33;4,62
2015-02-18;12,63;43,38;62,17;4,33
2015-02-19;28,58;53,96;97,25;5,21
2015-02-20;30,5;56,42;102,75;3,96
2015-02-21;16,79;52,79;78,17;3,13
2015-02-22;7,5;35,71;46,96;1,96
2015-02-23;21,96;48,0;81,17;3,46
2015-02-24;2,86;20,64;24,59;1,71
2015-02-25;9,46;34,58;48,33;1,96
2015-02-26;35,94;58,22;112,94;4,87
2015-02-27;37,67;48,29;105,33;3,21
2015-02-28;8,58;42,21;54,79;1,92
2015-03-01;8,75;41,54;54,58;2,88
2015-03-02;25,59;45,23;83,82;3,05
2015-03-03;21,71;37,92;70,75;2,71
2015-03-04;44,0;61,92;128,71;3,0
2015-03-05;15,0;39,79;62,13;1,92
2015-03-06;23,63;47,83;83,71;3,71
2015-03-07;9,0;42,5;55,63;3,42
2015-03-08;10,88;43,79;60,04;3,25
2015-03-09;17,04;52,29;78,08;4,04
2015-03-10;23,55;59,09;94,77;3,77
2015-03-11;19,42;58,71;88,13;3,04
2015-03-12;15,88;50,08;74,04;3,67
2015-03-13;16,5;39,88;64,67;2,63
2015-03-14;2,92;27,17;30,92;1,21
2015-03-15;6,17;32,46;41,42;1,75
2015-03-16;30,33;47,96;94,0;2,58
2015-03-17;16,04;35,96;60,17;3,13
2015-03-18;2,58;23,42;27,17;2,79
2015-03-19;2,83;29,63;33,71;4,04
2015-03-20;2,46;24,71;27,83;4,13
2015-03-21;1,33;11,46;12,92;1,58
2015-03-22;2,33;19,42;22,46;2,08
2015-03-23;3,29;23,17;27,58;2,88
2015-03-24;2,71;29,46;33,21;1,04
2015-03-25;7,45;34,95;45,91;1,57
2015-03-26;7,83;36,0;47,5;1,88
2015-03-27;22,96;50,08;84,96;3,71
2015-03-28;11,63;38,0;55,63;4,25
2015-03-29;3,82;28,73;34,23;3,82
2015-03-30;10,33;52,96;68,38;8,79
2015-03-31;8,42;43,25;55,88;6,92
2015-04-01;19,0;35,5;64,21;3,92
2015-04-02;5,33;25,0;32,88;2,71
2015-04-03;10,29;32,79;48,21;3,79
2015-04-04;5,79;24,83;33,42;2,83
2015-04-05;2,04;18,25;21,08;2,58
2015-04-06;1,5;10,96;12,63;2,5
2015-04-07;13,17;37,58;57,13;3,58
2015-04-08;21,29;49,67;81,96;3,88
2015-04-09;18,08;54,25;81,71;5,25
2015-04-10;23,73;53,41;89,23;5,87
2015-04-11;6,13;33,13;42,0;3,88
2015-04-12;4,29;44,71;50,71;6,67
2015-04-13;17,75;54,58;81,29;7,88
2015-04-14;17,71;51,67;78,17;6,17
2015-04-15;21,0;60,63;92,21;6,88
2015-04-16;9,96;41,58;56,58;5,13
2015-04-17;12,96;38,75;58,17;4,08
2015-04-18;8,13;35,83;47,75;4,92
2015-04-19;2,21;17,79;20,79;2,33
2015-04-20;18,88;30,83;59,42;3,46
2015-04-21;12,96;34,88;54,33;3,67
2015-04-22;26,17;60,71;100,38;7,46
2015-04-23;33,7;53,75;102,95;6,95
2015-04-24;12,42;38,54;57,33;4,42
2015-04-25;1,92;12,17;14,71;1,75
2015-04-26;1,17;9,92;11,17;1,75
2015-04-27;9,17;25,0;38,42;2,0
2015-04-28;7,21;24,46;34,96;2,46
