date;pm10
2017-09-08;19,46
2017-09-12;13,87
2017-09-13;25,17
2017-09-15;11,33
2017-09-19;8,8
2017-09-20;28,63
2017-09-21;24,63
2017-09-22;28,17
2017-09-23;14,54
2017-09-24;16,25
2017-09-25;20,25
2017-09-26;12,42
2017-09-27;17,67
2017-09-28;22,42
2017-09-29;20,96
2017-09-30;15,96
2017-10-01;13,38
2017-10-02;18,54
2017-10-03;17,0
2017-10-04;24,33
2017-10-05;24,18
2017-10-06;31,29
2017-10-07;14,87
2017-10-08;16,54
2017-10-09;29,54
2017-10-10;23,54
2017-10-11;25,67
2017-10-12;20,25
2017-10-13;21,46
2017-10-14;17,33
2017-10-15;14,67
2017-10-16;23,21
2017-10-17;24,57
2017-10-18;29,46
2017-10-19;8,17
2017-10-20;13,04
2017-10-21;16,21
2017-10-22;10,14
2017-10-23;13,75
2017-10-24;21,54
2017-10-25;27,21
2017-10-26;35,22
2017-10-27;32,67
2017-10-28;23,33
2017-10-29;16,5
2017-10-30;21,08
2017-10-31;17,5
2017-11-01;17,46
2017-11-02;24,67
2017-11-03;30,83
2017-11-04;17,94
2017-11-06;13,73
2017-11-07;14,46
2017-11-08;22,38
2017-11-09;16,79
2017-11-10;27,42
2017-11-11;15,77
2017-11-12;9,79
2017-11-13;14,75
2017-11-14;27,08
2017-11-15;28,92
2017-11-16;30,33
2017-11-17;36,08
2017-11-18;33,13
2017-11-19;27,46
2017-11-20;30,25
2017-11-21;29,21
2017-11-22;73,0
2017-11-23;36,17
2017-11-24;40,21
2017-11-25;28,04
2017-11-26;13,21
2017-11-27;18,75
2017-11-28;19,21
2017-11-29;34,83
2017-11-30;19,79
2017-12-01;15,04
2017-12-02;11,21
2017-12-03;13,88
2017-12-04;16,83
2017-12-05;26,83
2017-12-06;24,68
2017-12-07;21,24
2017-12-08;25,29
2017-12-09;12,54
2017-12-10;11,5
2017-12-11;18,43
