date;co;no;no2;nox;o3;pm10;pm2.5;so2
2015-04-16;0,25;4,96;36,71;43,58;66,75;;;1,25
2015-04-17;0,23;3,88;29,46;35,0;65,13;;;1,13
2015-04-18;0,25;5,04;35,17;42,38;63,38;;;1,67
2015-04-19;0,2;1,46;13,75;15,38;76,29;;;1,0
2015-04-20;0,21;3,57;28,71;33,52;56,9;;;2,39
2015-04-21;0,26;7,79;32,54;44,13;62,13;;;1,58
2015-04-22;0,33;7,88;55,29;66,75;49,38;;;1,63
2015-04-23;0,25;7,17;38,04;48,54;67,71;;;2,75
2015-04-24;0,26;4,96;36,88;43,83;72,38;;;1,96
2015-04-25;0,22;1,21;20,38;21,75;78,42;;;1,0
2015-04-26;0,22;2,46;27,79;31,13;60,33;;;3,17
2015-04-27;0,2;2,17;14,75;17,63;65,33;;;1,08
2015-04-28;0,2;3,08;19,46;23,71;69,21;;;1,67
2015-04-29;0,23;4,23;32,14;38,09;60,05;;;1,78
2015-04-30;0,23;3,13;29,04;33,33;64,88;;;1,58
2015-05-01;0,26;6,5;38,13;47,67;52,46;;;2,13
2015-05-02;0,21;2,67;27,96;31,63;65,46;;;1,63
2015-05-03;0,3;8,46;45,71;58,25;51,58;;;3,0
2015-05-04;0,25;5,21;27,71;35,04;74,38;;;2,04
2015-05-05;0,3;7,54;40,71;52,04;55,92;;;2,75
2015-05-06;0,25;5,58;34,96;43,0;65,13;;;3,33
2015-05-07;0,3;14,42;46,63;68,04;56,38;;;3,21
2015-05-08;0,24;5,29;34,08;41,83;70,58;;;2,38
2015-05-09;0,21;1,38;19,08;20,92;84,5;;;2,33
2015-05-10;0,23;3,83;30,0;35,71;61,46;;;2,38
2015-05-11;0,36;21,08;60,71;92,67;48,79;;;3,17
2015-05-12;0,31;15,17;53,54;76,21;55,25;;;4,04
2015-05-13;0,33;12,96;50,75;70,13;58,33;;;2,71
2015-05-14;0,3;9,42;45,71;59,71;59,29;;;3,58
2015-05-15;0,2;2,63;16,17;19,5;78,29;;;1,83
2015-05-16;0,2;1,54;13,67;15,5;90,83;;;1,88
2015-05-17;0,21;2,0;19,08;21,5;85,17;;;3,08
2015-05-18;0,28;10,21;39,79;54,96;64,5;;;2,71
2015-05-19;0,25;6,04;43,13;51,71;46,79;;;2,92
2015-05-20;0,2;3,92;19,54;24,96;54,25;;;1,83
2015-05-21;0,22;3,45;24,2;29,0;63,65;;;1,48
2015-05-22;0,2;2,54;20,21;23,67;76,75;;;1,96
2015-05-23;0,2;2,46;15,63;18,58;84,25;;;2,42
2015-05-24;0,2;1,63;15,04;16,71;87,21;;;3,38
2015-05-25;0,24;3,33;24,38;28,71;85,79;;;2,79
2015-05-26;0,2;2,54;16,5;19,96;76,79;;;2,5
2015-05-27;0,2;2,88;16,38;20,0;78,67;;;2,33
2015-05-28;0,23;4,46;25,38;31,83;72,88;;;2,25
2015-05-29;0,26;7,88;37,96;49,63;73,33;;;2,42
2015-05-30;0,21;2,25;24,17;27,17;75,46;;;3,25
2015-05-31;0,2;2,33;25,25;28,46;77,17;;;3,79
2015-06-01;0,2;1,75;19,92;22,04;84,42;;;3,13
2015-06-02;0,24;7,42;33,58;44,13;72,13;;;2,71
2015-06-03;0,32;15,75;56,0;80,0;52,88;;;2,79
2015-06-04;0,3;13,76;47,1;67,71;65,05;;;3,26
2015-06-05;0,21;4,67;35,29;41,83;78,17;;;2,71
2015-06-06;0,2;3,79;43,92;49,17;79,04;;;5,33
2015-06-07;0,21;2,42;32,58;35,79;87,71;;;3,67
2015-06-08;0,21;2,75;30,88;34,58;97,5;;;2,42
2015-06-09;0,21;3,42;38,71;43,5;83,17;;;3,88
2015-06-10;0,21;3,29;31,17;35,79;89,79;;;3,21
2015-06-11;0,21;2,75;22,13;25,96;89,92;;;2,33
2015-06-12;0,2;3,83;22,75;28,08;78,79;;;2,63
2015-06-13;0,2;1,42;13,75;15,42;93,04;;;2,08
2015-06-14;0,2;1,75;13,58;15,63;87,0;;;2,5
2015-06-15;0,2;2,08;22,21;25,08;75,5;;;2,04
2015-06-16;0,2;2,5;24,5;27,79;82,38;;;2,17
2015-06-17;0,2;2,91;26,32;30,45;73,0;;;4,26
2015-06-18;0,2;2,79;20,17;24,0;95,38;;;3,58
2015-06-19;0,2;3,42;30,33;34,96;84,42;;;3,58
2015-06-20;0,2;2,54;28,75;32,29;81,08;;;4,63
2015-06-21;0,2;2,25;22,83;26,0;82,29;;;4,46
2015-06-22;0,22;6,63;28,04;37,79;79,38;;;3,25
2015-06-23;0,2;3,67;28,5;33,92;85,63;;;3,79
2015-06-24;0,2;2,21;18,33;21,08;83,46;;;6,04
2015-06-25;0,2;3,38;23,5;27,96;95,29;;;4,04
2015-06-26;0,2;3,29;26,08;30,92;91,21;;;4,83
2015-06-27;0,2;4,29;31,71;38,13;79,13;;;4,54
2015-06-28;0,2;3,5;32,88;37,96;68,38;;;5,17
2015-06-29;0,21;5,46;36,38;44,33;78,38;;;2,61
2015-06-30;0,24;2,86;26,76;30,38;103,0;;;1,57
2015-07-01;0,23;6,5;38,42;47,79;74,54;;;2,29
2015-07-02;0,2;2,17;25,46;28,13;89,71;;;1,67
2015-07-03;0,23;4,71;36,63;43,25;86,92;;;1,96
2015-07-04;0,2;2,46;37,88;40,83;99,58;;;3,17
2015-07-05;0,2;1,0;19,63;19,92;107,46;;;2,29
2015-07-06;0,26;11,42;47,96;64,54;85,71;;;2,46
2015-07-07;0,24;6,0;42,75;51,25;81,0;;;2,21
2015-07-08;0,21;2,96;29,42;33,46;67,79;;;2,67
2015-07-09;0,21;2,46;20,96;23,96;76,71;;;2,33
2015-07-10;0,2;2,63;22,83;26,29;74,29;;;2,79
2015-07-11;0,2;1,58;16,67;18,5;81,33;;;2,33
2015-07-12;0,2;1,5;14,75;16,25;76,79;;;2,42
2015-07-13;0,21;4,17;28,58;34,5;66,38;;;3,42
2015-07-14;0,21;4,75;30,54;37,0;69,25;;;2,79
2015-07-15;0,25;8,54;37,96;50,38;67,83;;;6,08
2015-07-16;0,27;8,5;36,09;48,14;78,36;;;2,52
2015-07-17;0,2;6,46;36,08;45,54;62,83;;;3,42
2015-07-18;0,2;3,71;21,67;27,1;79,18;;;1,64
2015-07-19;0,2;1,38;14,04;15,38;91,96;;;1,83
2015-07-20;0,2;4,96;24,79;32,0;52,54;;;1,29
2015-07-21;0,2;6,08;28,33;37,21;69,0;;;1,21
2015-07-22;0,2;3,92;21,58;27,04;96,96;;;1,38
2015-07-23;0,2;1,75;13,96;16,13;84,46;;;1,0
2015-07-24;0,2;1,75;12,67;14,83;75,46;;;1,0
2015-07-25;0,2;2,33;14,46;17,71;69,75;;;1,38
2015-07-26;0,2;1,17;8,71;9,71;76,25;;;1,17
2015-07-27;0,2;3,08;18,0;22,54;50,08;;;1,04
2015-07-28;0,2;2,33;20,63;23,83;52,63;;;1,17
2015-07-29;0,2;3,04;15,67;19,88;59,13;;;1,0
2015-07-30;0,2;2,75;13,8;17,15;55,8;;;1,09
2015-07-31;0,2;3,25;26,13;31,0;67,46;;;1,29
2015-08-01;0,2;1,79;12,63;14,75;90,38;;;1,29
2015-08-02;0,2;1,21;13,75;15,04;89,92;;;1,13
2015-08-03;0,2;1,83;18,67;20,92;84,0;;;1,13
2015-08-04;0,2;;23,38;27,38;75,25;;;1,25
2015-08-05;0,2;4,5;33,71;40,25;63,83;;;1,71
2015-08-06;0,2;4,63;31,58;38,29;59,25;;;1,42
2015-08-07;0,2;5,71;27,33;35,83;57,96;;;1,88
2015-08-08;0,2;2,67;23,21;26,96;60,5;;;1,42
2015-08-09;0,2;1,38;12,0;13,92;66,96;;;1,58
2015-08-10;0,2;2,79;21,79;25,54;66,08;;;1,88
2015-08-11;0,2;1,42;14,96;16,83;85,67;;;1,58
2015-08-12;0,21;3,58;24,63;29,75;58,88;;;1,58
2015-08-13;0,2;2,38;23,21;26,33;65,42;;;1,04
2015-08-14;0,21;2,39;19,22;22,61;60,76;;;1,27
2015-08-15;0,25;1,92;14,13;16,17;66,21;;;1,29
2015-08-16;0,22;2,29;21,79;25,08;58,71;;;1,54
2015-08-17;0,21;3,62;25,85;31,15;65,38;;;1,17
2015-08-18;0,2;;;;53,96;;;1,0
2015-08-19;0,2;1,5;20,13;22,13;63,2;;;1,79
2015-08-20;0,2;4,71;22,0;28,92;67,96;;;1,54
2015-08-21;0,21;2,25;17,88;20,88;73,96;;;1,75
2015-08-22;0,23;2,13;20,46;23,33;75,58;;;2,25
2015-08-23;0,27;1,17;11,54;13,29;81,21;;;1,25
2015-08-24;0,26;1,79;11,46;13,96;70,25;;;1,54
2015-08-25;0,21;6,96;24,04;34,38;54,54;;;2,25
2015-08-26;0,22;1,71;14,1;16,33;63,0;;;1,91
2015-08-27;0,22;5,17;24,46;32,0;62,13;;;1,46
2015-08-28;0,23;7,46;30,67;41,83;54,17;;;2,83
2015-08-29;0,2;2,13;14,63;17,5;61,58;;;1,83
2015-08-30;0,2;1,92;15,42;18,08;63,25;;;1,75
2015-08-31;0,22;6,88;34,58;44,88;59,29;;;2,88
2015-09-01;0,2;3,04;21,08;25,42;71,33;;;2,63
2015-09-02;0,2;2,92;21,63;25,63;63,17;;;2,58
2015-09-03;0,2;2,63;18,63;22,42;78,08;;;2,0
2015-09-04;0,2;5,79;33,96;42,42;48,54;;;2,0
2015-09-05;0,2;1,92;17,54;20,42;68,63;;;3,38
2015-09-06;0,2;1,46;15,38;17,46;73,67;;;2,67
2015-09-07;0,2;2,96;22,38;26,58;68,67;;;2,79
2015-09-08;0,23;7,67;35,5;46,63;63,17;;;2,75
2015-09-09;0,25;10,15;38,0;53,3;65,9;;;3,43
2015-09-10;0,26;6,08;41,25;49,96;57,42;;;2,5
2015-09-11;0,2;3,25;31,54;36,21;52,33;;;2,17
2015-09-12;0,21;2,33;25,79;29,0;66,71;;;2,21
2015-09-13;0,21;2,67;24,13;28,04;69,25;;;2,17
2015-09-14;0,21;2,46;20,75;23,96;60,67;;;2,5
2015-09-15;0,21;4,58;30,08;36,83;63,33;;;3,04
2015-09-16;0,24;7,58;32,29;43,58;61,79;;;2,5
2015-09-17;0,2;2,25;15,71;18,79;73,25;;;2,79
2015-09-18;0,2;3,13;21,33;25,83;65,04;;;3,88
2015-09-19;0,2;4,42;27,96;34,42;63,96;;;3,83
2015-09-20;0,2;1,92;17,67;20,38;75,29;;;3,42
2015-09-21;0,28;10,04;41,29;56,25;49,33;;;3,54
2015-09-22;0,27;12,17;35,44;53,61;55,17;;;3,11
2015-09-23;0,2;2,0;16,68;19,45;61,52;;;3,0
2015-09-24;0,23;3,92;28,17;34,08;55,5;;;3,04
2015-09-25;0,26;10,38;39,79;55,54;58,29;;;3,46
2015-09-26;0,22;3,88;32,63;38,54;55,96;;;3,25
2015-09-27;0,22;2,63;25,25;28,83;57,13;;;2,42
2015-09-28;0,23;3,21;25,04;29,63;66,88;;;2,79
2015-09-29;0,23;4,63;28,54;35,38;58,75;;;2,42
2015-09-30;0,22;5,29;30,21;37,88;51,25;;;2,0
2015-10-01;0,23;5,48;28,86;36,81;59,7;;;2,74
2015-10-02;0,23;5,42;32,25;40,08;61,38;19,11;;3,33
2015-10-03;0,22;3,33;33,33;38,04;55,58;20,88;;2,58
2015-10-04;0,22;3,71;29,71;35,25;54,58;22,5;;2,75
2015-10-05;0,34;19,0;44,58;73,17;38,88;34,13;;4,08
2015-10-06;0,23;3,73;24,27;29,55;46,64;16,73;;3,36
2015-10-07;0,2;1,75;24,75;27,25;52,57;15,78;;2,25
2015-10-08;0,23;4,08;30,75;36,54;46,58;16,75;;2,21
2015-10-09;0,25;11,71;42,75;60,42;39,33;19,29;;4,54
2015-10-10;0,23;5,29;26,38;34,33;62,46;17,5;;2,63
2015-10-11;0,23;4,92;34,92;42,13;53,46;19,5;;3,08
2015-10-12;0,22;3,0;25,92;30,25;54,17;37,33;;2,13
2015-10-13;0,24;6,29;34,38;43,71;35,79;21,96;;2,04
2015-10-14;0,25;6,25;37,71;47,08;31,13;19,29;;2,33
2015-10-15;0,23;5,21;31,38;38,92;51,21;22,04;;2,67
2015-10-16;0,28;11,25;38,08;54,88;47,13;17,87;;2,04
2015-10-17;0,23;3,5;30,25;35,42;53,42;;;1,38
2015-10-18;0,28;6,42;47,63;57,04;40,08;17,68;;1,96
2015-10-19;0,27;10,04;37,21;51,88;35,63;18,42;;1,17
2015-10-20;0,3;7,86;41,32;53,0;28,05;15,53;;1,7
2015-10-21;0,23;3,75;28,63;33,96;41,75;21,5;;2,71
2015-10-22;0,28;10,63;39,88;55,71;41,21;24,88;;3,0
2015-10-23;0,23;5,3;32,35;40,13;48,14;22,65;;2,96
2015-10-24;0,36;23,5;61,25;96,71;20,21;32,21;;4,79
2015-10-25;0,23;3,0;25,21;29,63;44,21;28,33;;2,63
2015-10-26;0,24;7,79;42,88;54,29;31,83;24,08;;1,92
2015-10-27;0,25;6,5;37,54;47,17;41,88;19,71;;1,83
2015-10-28;0,23;4,67;24,0;30,71;55,67;12,08;;1,92
2015-10-29;0,31;16,79;44,17;69,33;31,54;18,33;;2,29
2015-10-30;0,27;12,42;48,0;66,71;29,83;21,17;;3,04
2015-10-31;0,23;4,79;27,58;34,58;53,54;19,13;;2,0
2015-11-01;0,2;2,13;18,13;21,0;74,38;30,21;;2,29
2015-11-02;0,2;1,83;15,04;17,42;71,83;33,1;;2,04
2015-11-03;0,24;5,67;32,04;40,5;52,67;17,25;;2,21
2015-11-04;0,23;6,54;34,83;44,71;39,79;18,42;;2,5
2015-11-05;0,33;18,67;52,08;80,33;28,79;26,96;;3,71
2015-11-06;0,52;52,04;68,08;147,25;12,54;48,17;;4,5
2015-11-07;0,49;39,92;65,54;126,13;10,5;47,88;;4,0
2015-11-08;0,31;9,17;43,46;57,08;26,88;46,08;;3,08
2015-11-09;0,23;6,48;26,61;36,35;40,59;20,39;;2,87
2015-11-10;0,3;19,83;41,63;71,63;24,25;20,63;;3,46
2015-11-11;0,48;44,83;61,13;129,17;16,21;30,83;;3,63
2015-11-12;0,32;21,54;44,63;77,04;27,79;30,46;;3,38
2015-11-13;0,21;6,75;30,38;40,42;33,08;32,14;;2,92
2015-11-14;0,2;3,46;15,79;20,88;34,0;18,67;;2,54
2015-11-15;0,26;9,46;38,29;52,5;24,33;17,75;;3,33
2015-11-16;0,33;27,04;47,21;88,46;19,83;24,58;;3,21
2015-11-17;0,31;27,13;48,42;89,54;15,75;28,83;;4,08
2015-11-18;0,44;48,59;65,0;138,82;9,1;33,0;;3,82
2015-11-19;0,48;53,54;68,58;150,25;10,83;39,42;;3,67
2015-11-20;0,2;4,08;18,5;24,21;30,04;28,67;;1,75
2015-11-21;0,2;1,58;9,96;11,58;54,46;31,63;;1,58
2015-11-22;0,22;4,21;20,25;26,21;46,79;9,54;;1,79
2015-11-23;0,22;4,96;28,88;35,83;43,42;13,29;;1,96
2015-11-24;0,21;5,42;28,08;35,75;42,54;16,29;;2,17
2015-11-25;0,35;30,0;44,46;89,92;25,33;26,25;;2,92
2015-11-26;0,3;19,88;41,67;71,75;29,08;23,25;;2,71
2015-11-27;0,27;17,0;47,79;73,58;25,42;21,04;;2,58
2015-11-28;0,26;11,54;37,29;54,63;30,5;19,54;;2,67
2015-11-29;0,21;3,17;16,42;20,75;55,58;12,38;;2,17
2015-11-30;0,29;20,46;43,75;74,5;34,33;14,15;;2,92
2015-12-01;0,4;35,0;57,71;110,81;17,65;49,44;;2,64
2015-12-02;0,57;78,67;80,83;200,58;9,71;48,33;;3,46
2015-12-03;0,43;28,13;58,79;101,42;13,5;53,54;;2,25
2015-12-04;0,46;53,96;68,25;150,38;10,58;67,75;;3,67
2015-12-05;0,45;43,96;64,38;131,38;7,33;65,79;;2,88
2015-12-06;0,34;17,58;49,88;76,38;22,5;55,29;;1,83
2015-12-07;0,33;19,79;50,75;80,75;16,5;40,0;;1,5
2015-12-08;0,24;7,38;36,67;47,46;38,04;18,88;;1,0
2015-12-09;0,25;10,71;35,63;51,67;27,63;30,75;;1,29
2015-12-10;0,35;28,92;53,29;97,08;16,42;35,46;;1,79
2015-12-11;0,27;15,21;42,38;65,29;24,63;32,46;;1,75
2015-12-12;0,23;8,0;32,75;44,58;34,96;26,88;;1,96
2015-12-13;0,21;3,63;26,46;31,46;42,79;20,54;;1,92
2015-12-14;0,52;61,38;66,92;160,04;17,67;35,83;;3,46
2015-12-15;0,28;18,92;40,88;69,33;25,58;37,67;;1,88
2015-12-16;0,8;114,92;93,5;269,17;2,38;65,5;;3,38
2015-12-17;0,6;80,75;83,92;206,96;5,92;55,83;;3,33
2015-12-18;0,57;83,25;69,38;196,04;3,54;75,0;;3,54
2015-12-19;0,48;59,04;63,13;152,96;4,13;76,17;;4,29
2015-12-20;0,29;7,67;43,67;54,92;15,42;69,83;;2,29
2015-12-21;0,3;4,52;26,05;32,67;28,95;44,55;;1,0
2015-12-22;0,42;14,21;38,92;60,42;25,92;47,75;;1,58
2015-12-23;0,43;9,21;41,79;55,38;25,63;39,79;;1,75
2015-12-24;0,47;6,5;36,5;45,75;40,92;28,58;;1,54
2015-12-25;0,38;18,25;51,58;79,13;21,67;43,13;;2,21
2015-12-26;0,34;26,79;52,67;93,17;26,33;42,17;;1,79
2015-12-27;0,4;10,25;42,79;58,08;27,21;32,5;;1,42
2015-12-28;0,41;29,78;55,0;100,13;28,78;31,22;;1,78
2015-12-29;0,45;7,21;34,63;44,88;41,17;30,21;;1,83
2015-12-30;0,45;10,46;31,0;46,5;35,58;27,0;;1,29
2015-12-31;0,43;12,79;36,67;55,83;23,13;29,04;;1,04
2016-01-01;0,45;6,21;27,13;36,13;30,5;28,17;;1,0
2016-01-02;0,5;1,67;15,17;17,38;47,75;15,04;;1,0
2016-01-03;0,5;1,21;11,54;12,71;55,21;11,38;;1,75
2016-01-04;0,37;2,62;21,1;24,71;43,53;11,0;;1,43
2016-01-05;0,2;2,67;18,46;21,83;52,04;10,5;;1,29
2016-01-06;0,2;1,38;9,08;10,67;60,79;15,25;;1,33
2016-01-07;0,2;2,04;13,67;16,08;51,54;9,67;;1,75
2016-01-08;0,27;13,17;27,42;47,0;39,88;14,33;;2,13
2016-01-09;0,24;7,25;20,58;30,83;54,08;13,58;;2,21
2016-01-10;0,2;1,21;8,96;9,75;69,46;19,75;;1,42
2016-01-11;0,2;1,17;10,88;11,88;69,63;19,0;;1,08
2016-01-12;0,2;2,58;14,13;17,38;61,0;14,38;;1,58
2016-01-13;0,22;3,25;23,42;27,79;49,08;14,13;;2,04
2016-01-14;0,22;5,61;25,96;34,04;42,41;15,67;;2,82
2016-01-15;0,23;5,24;30,38;38,19;36,29;16,83;;1,08
2016-01-16;0,21;2,79;16,83;20,79;63,0;10,42;;1,17
2016-01-17;0,26;9,04;26,5;40,04;46,38;17,08;;1,63
2016-01-18;0,33;20,29;52,9;83,43;21,5;28,08;;1,92
2016-01-19;0,21;4,29;25,79;31,92;45,58;16,92;;1,0
2016-01-20;0,33;23,04;44,96;80,04;41,6;22,63;;2,33
2016-01-21;0,43;30,42;55,58;101,79;26,85;39,17;;1,92
2016-01-22;0,4;30,63;55,88;102,38;23,3;44,13;;1,92
2016-01-23;0,54;50,38;64,79;141,67;19,63;48,58;;2,46
2016-01-24;0,29;6,79;32,5;42,46;33,0;40,17;;1,25
2016-01-25;0,26;6,04;32,79;41,54;50,7;30,95;;1,13
2016-01-26;0,23;6,04;33,33;42,25;35,79;35,58;;1,67
2016-01-27;0,27;11,54;35,83;53,04;38,04;36,79;;1,29
2016-01-28;0,21;5,86;34,36;42,77;36,14;42,77;;1,57
2016-01-29;0,26;22,67;45,63;79,83;22,45;52,17;;1,67
2016-01-30;0,2;2,71;16,75;20,63;42,67;32,25;;1,33
2016-01-31;0,21;7,63;21,04;32,17;40,86;21,67;;1,21
2016-02-01;0,24;15,0;27,5;50,17;36,45;19,92;;1,21
2016-02-02;0,21;12,08;39,33;57,58;30,17;35,42;;1,67
2016-02-03;0,2;4,79;27,33;34,25;37,17;34,04;;1,17
2016-02-04;0,2;4,88;32,13;39,17;45,92;26,04;;1,58
2016-02-05;0,25;14,96;45,17;67,54;46,38;35,13;;1,54
2016-02-06;0,22;10,88;39,75;55,79;52,41;24,46;;1,67
2016-02-07;0,2;1,5;13,71;15,58;70,5;16,83;;1,21
2016-02-08;0,2;2,92;21,83;25,88;56,04;17,29;;1,71
2016-02-09;0,2;1,92;16,21;18,63;58,83;24,29;;1,33
2016-02-10;0,25;13,14;30,29;49,62;55,25;13,76;;1,32
2016-02-11;0,3;16,04;39,54;63,5;42,67;17,5;;1,21
2016-02-12;0,25;7,96;25,46;37,29;35,59;16,38;;1,33
2016-02-13;0,21;2,29;17,08;20,13;52,3;10,33;;1,25
2016-02-14;0,2;1,42;10,58;12,13;72,83;7,0;;1,08
2016-02-15;0,23;5,83;27,38;35,83;52,33;9,33;;1,29
2016-02-16;0,31;15,83;42,5;66,21;41,71;15,58;;1,83
2016-02-17;0,23;3,71;23,96;29,13;56,58;15,96;;1,92
2016-02-18;0,27;5,5;33,08;40,96;52,96;20,71;;1,29
2016-02-19;0,29;8,63;40,5;53,42;38,13;26,42;;1,5
2016-02-20;0,31;9,04;43,5;57,0;38,21;24,29;;2,21
2016-02-21;0,34;11,63;42,92;59,96;48,83;27,88;;2,42
2016-02-22;0,46;35,54;68,33;122,29;30,45;70,88;;4,38
2016-02-23;0,31;10,83;35,75;51,75;49,67;109,71;;1,29
2016-02-24;0,27;9,48;39,67;53,95;45,33;36,92;;1,23
2016-02-25;0,22;4,04;23,38;29,08;54,21;27,83;;1,46
2016-02-26;0,25;4,25;29,33;35,54;48,54;14,08;;1,54
2016-02-27;0,22;2,58;20,92;24,25;72,35;14,0;;1,0
2016-02-28;0,2;1,92;12,04;14,42;70,71;6,96;;1,08
2016-02-29;0,27;5,33;27,83;35,13;53,83;21,45;;1,21
2016-03-01;0,28;9,92;30,83;45,67;57,83;19,17;;1,63
2016-03-02;0,24;3,75;21,5;26,67;62,33;18,17;;1,75
2016-03-03;0,23;2,92;21,38;25,33;67,04;13,25;;1,58
2016-03-04;0,23;2,75;24,71;28,58;65,0;17,29;;1,58
2016-03-05;0,2;1,54;9,42;11,58;75,92;11,38;;1,38
2016-03-06;0,22;2,21;16,67;19,67;63,04;9,88;;1,88
2016-03-07;0,23;4,54;26,13;32,63;60,96;12,21;;2,38
2016-03-08;0,23;3,96;25,13;30,58;60,96;17,96;;2,29
2016-03-09;0,23;8,57;34,1;46,81;40,1;15,54;;1,86
2016-03-10;0,24;6,5;35,08;44,58;47,46;16,38;;1,83
2016-03-11;0,26;6,83;37,75;47,67;47,96;18,88;;4,0
2016-03-12;0,25;4,38;32,17;38,38;58,88;22,0;;2,71
2016-03-13;0,23;1,88;18,38;20,63;80,33;32,13;;2,21
2016-03-14;0,26;3,75;31,25;36,5;71,83;29,58;;2,38
2016-03-15;0,29;5,75;35,29;43,58;52,63;24,71;;2,13
2016-03-16;0,22;3,71;21,29;26,58;66,63;20,42;;2,08
2016-03-17;0,25;7,92;34,38;46,33;48,04;14,63;;2,0
2016-03-18;0,3;8,63;41,58;54,67;45,67;26,29;;3,0
2016-03-19;0,29;3,71;38,33;43,63;55,17;20,0;;2,17
2016-03-20;0,2;1,71;17,17;19,21;83,13;13,83;;2,0
2016-03-21;0,25;4,54;30,75;37,42;60,25;17,83;;2,0
2016-03-22;0,26;8,54;;47,67;53,77;19,82;;2,17
2016-03-23;0,23;4,05;27,14;32,82;66,61;18,33;;2,36
2016-03-24;0,2;2,25;24,25;27,17;72,88;23,13;;2,17
2016-03-25;0,22;2,33;27,29;30,46;68,33;33,38;;2,92
2016-03-26;0,22;2,92;25,92;29,92;65,08;32,82;;2,79
2016-03-27;0,21;2,18;22,41;25,23;67,27;16,14;;2,82
2016-03-28;0,2;1,21;11,92;13,46;70,96;11,91;;2,75
2016-03-29;0,21;4,33;22,25;28,13;60,67;14,42;;2,92
2016-03-30;0,33;20,52;55,1;86,1;48,71;28,59;;3,17
2016-03-31;0,25;7,04;35,29;45,71;65,17;30,92;;1,42
2016-04-01;0,25;7,75;37,42;48,63;50,96;15,0;;1,0
2016-04-02;0,26;8,83;39,67;52,88;38,54;25,67;;1,54
2016-04-03;0,24;3,46;28,79;33,88;77,79;18,42;;1,5
2016-04-04;0,29;11,92;39,67;57,42;64,75;24,67;;1,54
2016-04-05;0,22;4,67;31,13;37,79;58,13;16,71;;1,0
2016-04-06;0,27;7,58;35,88;46,96;39,48;16,1;;1,54
2016-04-07;0,2;3,04;19,17;23,38;75,29;;;1,79
2016-04-08;0,2;3,83;24,38;29,96;70,17;7,6;;1,08
2016-04-09;0,21;2,29;20,75;23,92;67,75;10,67;;1,08
2016-04-10;0,22;2,71;25,63;29,04;76,67;22,75;;1,42
2016-04-11;0,23;3,71;29,63;35,08;76,5;20,58;;1,25
2016-04-12;0,25;9,67;36,58;50,54;66,08;20,92;;1,71
2016-04-13;0,2;2,0;18,17;20,46;80,96;14,58;;1,75
2016-04-14;0,26;7,04;41,21;51,75;64,58;16,38;;1,5
2016-04-15;0,28;11,04;42,46;59,0;66,17;26,88;;1,83
2016-04-16;0,25;6,42;31,96;41,79;62,17;22,5;;1,58
2016-04-17;0,2;1,08;7,67;8,83;87,5;7,04;;1,5
2016-04-18;0,25;8,13;27,21;39,25;64,13;15,54;;1,79
2016-04-19;0,26;8,33;32,89;45,33;51,0;15,22;;1,11
2016-04-22;0,2;3,64;33,0;38,27;;26,82;;2,18
2016-04-23;0,2;3,58;21,88;26,88;;15,67;;1,83
2016-04-24;0,2;1,2;17,2;18,0;;10,6;;1,0
2016-04-25;0,2;1,92;17,77;20,15;;23,08;;1,0
2016-04-26;0,23;4,67;29,46;36,17;;23,96;;1,75
2016-04-27;0,2;2,38;18,96;22,13;;16,18;;1,25
2016-04-28;0,22;3,76;30,29;35,76;54,55;15,29;;1,0
2016-04-29;0,23;6,54;29,54;39,08;60,67;19,5;;2,58
2016-04-30;0,2;2,17;22,42;25,33;64,75;14,46;;1,08
2016-05-01;0,2;1,29;11,54;12,96;85,58;9,88;;1,13
2016-05-02;0,2;2,71;21,86;25,43;81,73;13,85;;1,67
2016-05-03;0,25;7,29;32,58;43,08;77,17;26,17;;2,29
2016-05-04;0,21;2,67;24,25;28,0;86,96;21,5;;1,75
2016-05-05;0,22;4,17;21,92;27,83;97,92;17,29;;2,0
2016-05-06;0,23;4,04;29,25;34,92;91,96;20,88;;1,42
2016-05-07;0,2;2,13;18,21;20,79;101,63;16,54;;1,21
2016-05-08;0,2;1,38;17,88;19,54;83,67;11,92;;1,0
2016-05-09;0,2;3,42;25,13;29,83;72,33;26,04;;1,0
2016-05-10;0,25;3,88;28,06;33,56;50,9;17,14;;1,77
2016-05-11;0,2;2,54;19,54;22,83;72,29;10,1;;1,25
2016-05-12;0,24;6,04;29,13;38,0;67,92;17,54;;1,63
2016-05-13;0,22;7,25;30,75;41,29;60,08;15,46;;2,42
2016-05-14;0,2;3,29;25,13;29,96;60,04;14,54;;1,71
2016-05-15;0,2;1,33;13,71;15,33;89,96;15,04;;2,04
2016-05-16;0,2;1,33;13,92;15,17;100,75;20,88;;2,25
2016-05-17;0,21;2,33;24,29;27,33;80,29;24,63;;2,13
2016-05-18;0,22;2,92;21,38;25,42;84,42;26,5;;1,92
2016-05-19;0,21;2,54;18,54;21,79;79,96;20,58;;2,17
2016-05-20;0,2;3,0;22,58;26,58;75,29;21,5;;2,17
2016-05-21;0,21;2,5;23,83;27,17;68,79;21,38;;2,08
2016-05-22;0,2;1,13;10,67;11,63;82,54;15,71;;1,08
2016-05-23;0,2;3,17;16,75;20,75;65,0;14,21;;1,67
2016-05-24;0,21;2,91;22,27;26,23;66,96;17,92;;2,04
