date;co;no;no2;nox;o3;pm10;pm2.5;so2
2015-01-02;0,39;10,95;38,79;55,05;36,79;;;1,37
2015-01-03;0,31;3,96;18,75;24,5;51,55;;;1,38
2015-01-04;0,3;8,08;28,67;40,67;34,92;;;1,21
2015-01-05;0,42;38,21;52,96;110,92;19,08;;;1,88
2015-01-06;0,25;3,83;20,71;26,29;40,79;;;1,54
2015-01-07;0,58;60,08;66,92;158,42;13,58;;;2,5
2015-01-08;0,48;54,71;55,95;139,57;12,0;;;1,91
2015-01-09;0,27;14,42;33,58;55,33;24,75;;;1,4
2015-01-10;0,33;12,08;34,29;52,58;27,13;;;1,46
2015-01-11;0,35;20,13;31,96;62,46;26,96;;;1,46
2015-01-12;0,42;26,58;51,54;91,83;31,54;;;2,17
2015-01-13;0,33;19,33;54,58;83,83;29,29;;;1,5
2015-01-14;0,34;10,67;39,46;55,33;43,21;;;2,21
2015-01-15;0,31;14,33;49,5;71,13;32,38;;;3,42
2015-01-16;0,42;31,17;42,13;89,54;31,33;;;1,63
2015-01-17;0,46;8,54;26,54;39,17;43,75;;;1,33
2015-01-18;0,44;9,75;31,83;46,17;42,04;;;1,79
2015-01-19;0,34;6,0;38,86;47,77;29,68;;;1,05
2015-01-20;0,48;6,21;26,13;35,04;31,63;;;1,0
2015-01-21;0,48;6,29;23,63;32,25;36,17;;;1,0
2015-01-22;0,35;6,29;27,17;35,92;38,83;;;1,0
2015-01-23;0,34;6,33;26,54;35,46;44,04;;;1,33
2015-01-24;0,28;1,17;9,79;10,21;64,5;;;1,08
2015-01-25;0,34;2,38;20,04;22,25;69,17;;;1,42
2015-01-26;0,35;6,17;29,92;37,88;46,67;;;1,5
2015-01-27;0,36;12,38;36,08;54,0;34,17;;;1,63
2015-01-28;0,36;19,96;43,67;73,5;34,46;;;1,58
2015-01-29;0,24;6,83;30,79;40,29;40,67;;;1,46
2015-01-30;0,2;2,24;11,81;14,62;61,78;;;1,0
2015-01-31;0,2;3,04;9,5;13,83;62,46;;;1,04
2015-02-01;0,22;1,67;2,71;4,79;71,17;;;1,0
2015-02-02;0,37;10,75;28,5;44,46;46,58;;;1,13
2015-02-03;0,36;16,71;40,21;65,42;27,58;;;1,13
2015-02-04;0,26;3,96;21,25;27,04;51,88;;;1,0
2015-02-05;0,4;9,5;28,54;42,88;44,42;;;1,13
2015-02-06;0,46;6,42;24,83;34,33;50,13;;;1,17
2015-02-07;0,35;7,46;28,67;39,79;38,17;;;1,33
2015-02-08;0,3;2,63;13,04;16,79;55,25;;;1,13
2015-02-09;0,38;16,58;47,54;72,79;40,38;;;1,38
2015-02-10;0,44;38,96;63,21;122,54;35,71;;;1,96
2015-02-11;0,66;79,86;103,36;225,18;13,83;;;4,71
2015-02-12;0,39;37,83;75,75;133,42;23,71;;;2,79
2015-02-13;0,35;25,88;63,17;102,17;30,21;;;2,58
2015-02-14;0,21;5,58;31,04;39,04;46,54;;;1,67
2015-02-15;0,23;6,63;28,88;38,63;45,25;;;1,25
2015-02-16;0,33;19,25;53,58;82,5;32,29;;;1,75
2015-02-17;0,37;11,21;52,54;69,0;29,13;;;1,38
2015-02-18;0,33;6,17;38,0;47,0;44,83;;;1,46
2015-02-19;0,38;21,33;47,33;79,21;54,46;;;1,88
2015-02-20;0,35;11,79;47,79;65,63;52,21;;;1,5
2015-02-21;0,3;2,58;27,46;30,67;63,83;;;1,38
2015-02-22;0,33;1,33;10,08;10,88;80,58;;;1,21
2015-02-23;0,38;23,21;42,46;77,46;37,63;;;1,75
2015-02-24;0,24;2,45;12,68;15,73;68,09;;;1,27
2015-02-25;0,36;5,67;30,54;38,21;56,88;;;1,54
2015-02-26;0,43;36,38;58,46;113,46;29,13;;;2,21
2015-02-27;0,28;6,04;35,25;44,13;43,96;;;1,33
2015-02-28;0,32;2,0;23,25;25,92;62,25;;;1,04
2015-03-01;0,26;9,0;42,29;55,79;36,83;;;1,67
2015-03-02;0,2;4,21;27,17;32,88;42,54;;;1,79
2015-03-03;0,23;6,67;41,58;51,0;45,75;;;2,92
2015-03-04;0,29;9,29;48,46;62,29;30,17;;;1,79
2015-03-05;0,52;6,96;27,88;37,75;61,92;;;1,42
2015-03-06;0,44;11,79;46,46;64,29;41,13;;;1,88
2015-03-07;0,33;5,25;40,38;47,88;47,75;;;2,0
2015-03-08;0,3;5,13;47,46;54,88;46,71;;;1,75
2015-03-09;0,3;10,13;60,92;76,04;43,92;;;2,25
2015-03-10;0,42;24,83;69,08;106,58;42,33;;;3,29
2015-03-11;0,6;48,67;93,17;167,13;31,13;;;2,79
2015-03-12;0,56;34,05;66,27;118,0;50,67;;;2,77
2015-03-13;0,33;4,83;37,88;44,63;81,38;;;2,04
2015-03-14;0,3;2,17;24,88;27,29;62,58;;;1,13
2015-03-15;0,32;3,75;32,0;37,13;50,21;;;1,67
2015-03-16;0,4;5,0;37,67;44,42;53,92;;;1,13
2015-03-17;0,4;14,0;38,5;59,46;55,54;;;1,88
2015-03-18;0,25;2,04;23,21;25,54;78,42;;;1,17
2015-03-19;0,3;2,04;27,08;29,54;79,71;;;1,46
2015-03-20;0,24;2,0;22,58;24,75;85,63;;;1,46
2015-03-21;0,22;1,25;16,08;17,17;80,08;;;1,0
2015-03-22;0,22;1,33;17,46;18,92;71,46;;;1,0
2015-03-23;0,23;1,96;21,42;23,46;81,38;;;1,0
2015-03-24;0,26;1,95;26,36;28,82;70,29;;;1,0
2015-03-25;0,38;6,27;41,14;50,27;49,8;;;1,32
2015-03-26;0,37;7,65;46,9;58,35;50,75;;;1,62
2015-03-27;0,36;17,21;48,08;73,88;44,54;;;2,75
2015-03-28;0,29;7,42;31,58;42,42;46,58;;;2,38
2015-03-29;0,24;3,77;33,5;38,82;48,55;;;2,59
2015-03-30;0,24;5,29;41,54;49,21;55,0;;;3,17
2015-03-31;0,21;5,42;32,75;40,71;59,67;;;3,04
2015-04-01;0,2;2,75;24,33;28,0;61,88;;;2,29
2015-04-02;0,23;3,25;23,38;27,71;69,13;;;2,13
2015-04-03;0,23;2,21;21,25;24,08;71,46;;;2,46
2015-04-04;0,2;1,75;17,63;19,54;72,13;;;2,29
2015-04-05;0,2;1,46;17,79;19,54;69,63;;;2,33
2015-04-06;0,25;1,71;13,0;14,71;87,42;;;2,04
2015-04-07;0,31;4,25;29,33;35,38;75,54;;;2,29
2015-04-08;0,37;11,58;39,75;56,96;76,04;;;2,67
2015-04-09;0,31;9,13;48,38;61,92;69,96;;;3,42
2015-04-10;0,31;7,57;40,0;51,39;68,21;;;2,41
2015-04-11;0,22;1,58;19,08;20,92;95,58;;;2,0
2015-04-12;0,26;1,58;28,21;30,25;89,96;;;2,25
2015-04-13;0,53;29,71;73,17;118,25;53,13;;;4,92
2015-04-14;0,41;30,75;76,0;122,46;50,29;;;4,13
2015-04-15;0,32;10,63;42,04;57,92;75,83;;;2,17
2015-04-16;0,2;6,92;44,67;54,75;66,96;;;2,88
2015-04-17;0,23;6,08;41,21;50,13;58,25;;;2,96
2015-04-18;0,23;5,54;36,08;44,25;64,38;;;2,79
2015-04-19;0,2;1,25;16,46;17,67;77,17;;;2,04
2015-04-20;0,22;5,08;33,88;41,17;59,5;;;3,25
2015-04-21;0,42;24,68;50,55;87,73;52,65;;;3,22
2015-04-22;0,44;15,38;73,58;97,04;40,0;;;5,0
2015-04-23;0,29;6,5;43,25;52,75;69,38;;;3,92
2015-04-24;0,24;12,46;40,33;59,04;72,54;;;2,92
2015-04-25;0,2;1,46;20,54;22,46;83,92;;;1,96
2015-04-26;0,2;1,71;22,33;24,38;74,38;;;3,58
2015-04-27;0,23;2,63;16,46;19,96;68,0;;;2,0
2015-04-28;0,27;4,38;24,54;30,67;69,67;;;2,75
2015-04-29;0,25;4,25;32,04;38,08;65,96;;;2,63
2015-04-30;0,21;6,38;30,25;39,33;67,92;;;2,42
2015-05-01;0,2;5,08;32,42;39,92;61,67;;;2,63
2015-05-02;0,2;2,33;24,88;28,04;75,29;;;2,71
2015-05-03;0,2;3,63;30,92;35,96;65,71;;;3,29
2015-05-04;0,25;6,38;38,29;47,43;66,43;;;3,1
2015-05-05;0,28;12,25;45,5;64,04;56,17;;;4,5
2015-05-06;0,25;7,25;37,25;48,21;65,88;;;3,79
2015-05-07;0,28;10,71;43,08;59,21;62,71;;;4,96
2015-05-08;0,25;8,17;42,63;54,88;62,71;;;3,5
2015-05-09;0,2;1,67;23,04;25,17;85,29;;;3,5
2015-05-10;0,2;2,67;25,42;29,33;71,0;;;3,5
2015-05-11;0,33;14,79;55,38;77,83;49,88;;;3,96
2015-05-12;0,3;13,5;49,5;69,96;58,54;;;5,08
2015-05-13;0,26;11,38;46,83;64,0;56,42;;;4,13
2015-05-14;0,24;8,42;45,33;58,17;62,08;;;5,04
2015-05-15;0,41;3,13;19,08;23,54;78,46;;;3,25
2015-05-16;0,48;1,83;15,17;17,79;93,5;;;3,21
2015-05-17;0,28;2,33;22,33;25,46;84,33;;;5,58
2015-05-18;0,31;9,13;36,96;50,5;67,67;;;4,33
2015-05-19;0,31;6,17;39,5;48,75;53,33;;;
2015-05-20;0,22;5,0;22,38;29,79;53,0;;;
2015-05-21;0,21;4,68;24,41;31,55;59,05;;;
2015-05-22;0,22;2,67;19,75;23,54;81,29;;;2,71
2015-05-23;0,32;2,25;19,67;22,71;81,38;;;2,29
2015-05-24;0,28;2,25;19,54;22,46;85,83;;;3,0
2015-05-25;0,35;6,33;32,08;41,13;79,79;;;2,33
2015-05-26;0,24;3,42;20,79;25,5;76,13;;;2,71
2015-05-27;0,2;3,79;21,79;27,0;76,79;;;
2015-05-28;0,26;4,29;26,38;32,67;73,04;;;1,6
2015-05-29;0,23;5,67;38,33;46,42;72,33;;;2,0
2015-05-30;0,25;2,33;27,21;30,33;76,42;;;3,63
2015-05-31;0,22;3,75;28,17;33,46;77,83;;;3,83
2015-06-01;0,2;2,04;25,54;28,29;78,38;;;2,8
2015-06-02;0,2;3,67;29,0;33,96;75,92;;;3,17
2015-06-03;0,32;13,45;54,91;75,14;51,65;;;2,86
2015-06-04;0,35;16,29;58,67;83,42;56,83;;;5,04
2015-06-05;0,44;13,83;49,96;70,92;62,71;;;3,17
2015-06-06;0,3;5,71;50,0;58,5;75,5;;;4,13
2015-06-07;0,22;2,17;31,42;34,42;85,17;;;2,42
2015-06-08;0,23;9,46;48,17;62,13;80,83;;;1,92
2015-06-09;0,22;3,25;42,67;47,33;82,58;;;2,33
2015-06-10;0,22;5,42;43,71;51,75;82,92;;;2,25
2015-06-11;0,2;2,5;24,33;27,88;90,38;;;2,38
2015-06-12;0,2;3,29;25,54;30,29;74,83;;;3,54
2015-06-13;0,2;1,58;18,21;20,33;90,71;;;2,96
2015-06-14;0,2;1,25;13,92;15,08;85,04;;;2,88
2015-06-15;0,21;3,29;29,21;33,79;69,79;;;2,58
2015-06-16;0,29;2,79;26,83;30,67;74,58;;;2,58
2015-06-17;0,26;2,79;23,58;27,38;79,58;;;2,04
2015-06-18;0,24;2,3;23,3;26,35;85,75;;;2,14
2015-06-19;0,2;3,08;31,0;35,17;84,71;;;2,71
2015-06-20;0,22;2,04;25,79;28,71;84,21;;;1,79
2015-06-21;0,24;4,63;30,42;37,13;71,17;;;3,5
2015-06-22;0,26;3,0;28,88;33,5;74,42;;;2,08
2015-06-23;0,27;3,67;33,88;38,96;79,92;;;2,92
2015-06-24;0,22;1,71;16,75;19,04;85,88;;;1,46
2015-06-25;0,21;3,13;30,54;35,04;89,54;;;1,96
2015-06-26;0,2;3,33;30,38;35,08;82,04;;;2,29
2015-06-27;0,22;4,85;30,23;37,23;83,0;;;1,83
2015-06-28;0,24;;;;65,54;;;1,33
2015-06-29;0,53;2,64;29,55;33,09;64,42;;;2,0
2015-06-30;0,25;8,0;40,17;52,08;86,54;;;2,82
2015-07-01;0,25;6,58;43,13;52,88;71,96;;;2,92
2015-07-02;0,23;2,35;29,26;32,65;88,38;;;2,14
2015-07-03;0,27;4,0;41,0;46,83;83,08;;;1,79
2015-07-04;0,24;3,21;37,13;41,67;99,08;;;2,0
2015-07-05;0,25;1,54;22,17;23,67;104,58;;;1,04
2015-07-06;0,24;7,33;44,83;55,63;82,23;;;1,04
2015-07-07;0,21;2,96;36,83;41,17;86,18;;;1,33
2015-07-08;0,22;3,67;35,96;41,21;65,2;;;1,17
2015-07-09;0,2;2,75;24,67;28,42;71,0;;;1,04
2015-07-10;0,22;3,59;31,57;37,09;60,9;;;1,04
2015-07-11;0,2;3,33;17,71;22,33;80,75;;;1,0
2015-07-12;0,2;2,25;14,63;17,79;69,06;;;1,0
2015-07-13;0,2;4,29;25,42;31,75;67,86;;;1,0
2015-07-14;0,25;8,29;36,42;49,04;53,42;;;1,42
2015-07-15;0,39;12,71;39,71;58,75;62,46;;;4,29
2015-07-16;0,4;15,25;44,92;68,0;67,92;;;2,21
2015-07-17;0,21;8,21;38,96;51,04;58,42;;;1,96
2015-07-18;0,22;4,46;24,38;30,71;61,0;;;1,58
2015-07-19;0,26;3,0;20,29;24,54;85,75;;;1,92
2015-07-20;0,21;5,33;27,54;35,54;62,17;;;1,29
2015-07-21;0,21;7,21;29,38;40,25;60,96;;;3,71
2015-07-22;0,25;4,88;25,54;32,96;94,79;;;1,67
2015-07-23;0,29;3,42;20,71;25,67;80,96;;;1,04
2015-07-24;0,21;3,46;17,08;22,38;77,54;;;2,13
2015-07-25;0,22;3,04;15,83;20,29;82,09;;;1,42
2015-07-26;0,2;2,71;13,33;17,33;64,08;;;1,0
2015-07-27;0,23;3,82;22,95;28,5;;;;2,09
2015-07-28;0,23;3,5;24,42;29,58;;;;1,83
2015-07-29;0,22;3,86;20,77;26,36;;;;1,77
2015-07-30;0,2;4,29;22,13;28,54;48,13;;;1,13
2015-07-31;0,29;4,42;30,17;36,54;58,58;;;3,38
2015-08-01;0,27;3,0;16,71;21,21;77,75;;;1,0
2015-08-02;0,23;2,58;14,5;18,42;80,33;;;1,0
2015-08-03;0,23;3,67;22,96;28,33;64,64;;;1,42
2015-08-04;0,34;3,79;26,54;32,17;79,91;;;1,46
2015-08-05;0,34;4,38;32,54;38,79;58,13;;;1,42
2015-08-06;0,21;5,67;32,29;40,63;52,38;;;2,29
2015-08-07;0,2;6,17;29,54;38,67;53,92;;;2,79
2015-08-08;0,2;2,79;19,17;23,21;62,33;;;1,29
2015-08-09;0,2;2,83;11,75;15,96;64,96;;;1,33
2015-08-10;;3,18;19,64;24,23;69,09;;;1,14
2015-08-11;;4,25;19,88;26,17;76,58;;;2,0
2015-08-12;0,22;2,92;17,71;22,13;63,46;;;1,17
2015-08-13;0,29;2,77;20,32;24,27;63,95;;;1,0
2015-08-14;0,34;2,63;17,58;21,33;67,46;;;1,04
2015-08-15;0,29;2,13;15,58;18,54;63,08;;;2,33
2015-08-16;0,3;2,58;15,88;19,67;57,88;;;2,13
2015-08-17;0,25;2,29;17,04;20,08;63,38;;;2,58
2015-08-18;0,32;3,29;26,75;31,75;52,33;;;1,38
2015-08-19;0,34;4,33;22,33;28,71;62,96;;;1,46
2015-08-20;0,28;4,54;23,38;30,23;65,17;;;2,63
2015-08-21;0,22;1,91;15,0;17,73;64,5;;;1,5
2015-08-22;0,2;1,92;14,96;17,83;75,25;;;2,04
2015-08-23;0,22;1,5;10,71;13,13;76,92;;;1,08
2015-08-24;0,3;1,71;10,71;13,25;67,21;;;1,33
2015-08-25;0,31;2,75;13,88;18,13;57,13;;;1,46
2015-08-26;0,21;2,92;12,71;17,0;65,25;;;1,46
2015-08-27;0,2;3,04;14,29;18,88;61,96;;;2,79
2015-08-28;0,2;2,68;23,0;26,68;49,67;;;1,48
2015-08-29;0,2;1,96;16,96;19,63;57,83;;;1,0
2015-08-30;0,2;1,38;17,25;19,0;60,71;;;1,0
2015-08-31;0,2;2,33;23,92;27,33;67,25;;;1,0
2015-09-01;0,22;2,63;24,71;28,38;66,42;;;1,21
2015-09-02;0,26;3,17;25,5;29,75;59,88;;;1,0
2015-09-03;0,29;1,88;19,75;21,96;78,17;;;1,13
2015-09-04;0,25;3,38;32,54;37,21;49,58;;;1,0
2015-09-05;0,24;1,58;17,08;19,13;67,13;;;1,13
2015-09-06;0,27;1,25;15,83;17,29;72,17;;;1,33
2015-09-07;0,38;5,46;29,0;36,88;61,96;;;1,08
2015-09-08;0,4;3,5;34,38;39,38;61,83;;;1,25
2015-09-09;0,48;12,33;45,38;63,96;64,13;;;1,29
2015-09-10;0,23;5,38;39,13;47,0;55,79;;;1,0
2015-09-11;0,2;4,63;33,92;40,79;44,21;;;1,13
2015-09-12;0,2;1,63;22,5;24,92;63,83;;;1,0
2015-09-13;0,23;3,08;23,25;27,58;58,79;;;1,0
2015-09-14;0,24;3,1;23,2;27,3;51,4;;;1,0
2015-09-15;0,3;;;;;;;
2015-09-16;0,21;2,0;26,4;29,4;76,7;;;1,0
2015-09-17;0,27;1,96;14,92;17,38;73,42;;;1,0
2015-09-18;0,29;2,42;22,96;26,29;64,21;;;1,08
2015-09-19;0,26;2,17;20,21;22,79;73,04;;;1,17
2015-09-20;0,21;1,63;18,83;20,83;75,38;;;1,42
2015-09-21;0,28;6,63;41,21;50,71;50,25;;;1,17
2015-09-22;0,23;9,0;38,29;51,5;52,46;;;1,21
2015-09-23;0,2;2,79;19,58;23,46;61,17;;;1,04
2015-09-24;0,21;2,38;22,08;25,21;56,54;;;1,0
2015-09-25;0,34;13,38;43,04;63,25;51,71;;;2,08
2015-09-26;0,2;2,75;30,08;34,21;56,92;;;1,79
2015-09-27;0,21;2,88;30,33;34,54;47,33;;;1,0
2015-09-28;0,21;3,52;30,1;35,33;59,9;;;1,41
2015-09-29;0,21;3,38;29,29;34,29;60,29;;;1,0
2015-09-30;0,23;3,17;30,25;34,83;53,71;;;1,0
2015-10-01;0,33;5,54;36,29;44,25;50,33;;;1,0
2015-10-02;0,26;16,29;37,33;62,17;52,88;;;1,17
2015-10-03;0,22;5,54;37,17;45,75;50,38;;;1,0
2015-10-04;0,22;2,67;31,92;35,83;53,33;;;1,0
2015-10-05;0,28;27,59;45,18;87,0;35,41;;;1,41
2015-10-06;0,27;11,29;30,67;47,58;45,0;;;1,0
2015-10-07;0,3;10,42;31,08;46,67;47,21;;;1,04
2015-10-08;0,25;4,86;31,27;38,73;47,95;;;1,0
2015-10-09;0,22;13,54;47,0;67,25;37,58;;;3,04
2015-10-10;0,22;2,83;28,63;32,54;56,21;;;1,29
2015-10-11;0,27;4,67;29,29;35,67;57,33;;;2,58
2015-10-12;0,21;1,79;23,17;25,13;58,25;;;1,0
2015-10-13;0,23;8,13;43,21;54,96;29,42;;;1,75
2015-10-14;0,28;6,63;37,25;47,13;32,88;;;1,5
2015-10-15;0,41;3,29;28,75;33,13;54,0;;;1,25
2015-10-16;0,26;10,88;37,79;53,46;45,38;;;1,58
2015-10-17;0,24;4,83;38,88;45,79;42,75;;;3,13
2015-10-18;0,2;8,38;49,33;61,5;33,38;;;1,46
2015-10-19;0,26;5,38;36,13;43,96;34,33;;;2,21
2015-10-20;0,28;5,21;43,63;50,96;31,33;;;1,79
2015-10-21;0,33;5,96;34,67;43,0;36,54;;;1,92
2015-10-22;0,3;11,86;45,86;63,38;35,77;;;2,09
2015-10-23;0,35;13,67;43,46;63,63;34,96;;;2,58
2015-10-24;0,29;17,17;51,67;77,33;23,58;;;3,08
2015-10-25;0,2;1,75;26,88;28,46;44,38;;;2,63
2015-10-26;0,21;4,54;38,79;44,63;43,75;;;1,21
2015-10-27;0,23;9,42;46,25;59,67;29,58;;;2,54
2015-10-28;0,26;8,54;34,42;46,5;46,38;;;1,29
2015-10-29;0,32;23,54;45,92;81,21;29,92;;;2,58
2015-10-30;0,24;9,5;50,08;64,17;27,08;;;2,25
2015-10-31;0,28;7,5;31,8;42,8;55,09;;;1,0
2015-11-01;0,21;;;;77,58;;;2,21
2015-11-02;0,2;2,17;16,5;19,75;67,04;;;1,88
2015-11-03;0,23;8,21;22,17;34,58;45,63;;;1,29
2015-11-04;0,35;10,42;27,04;42,54;31,79;;;2,17
2015-11-05;0,49;29,58;42,08;87,0;19,63;;;4,33
2015-11-06;0,53;29,08;39,38;83,46;11,83;;;2,5
2015-11-07;0,48;38,08;44,13;102,08;9,88;;;5,75
2015-11-08;0,41;6,63;28,33;38,17;26,67;;;1,5
2015-11-09;0,33;12,92;25,08;44,54;31,09;;;1,7
2015-11-10;0,53;23,17;25,88;60,83;14,79;;;2,58
2015-11-11;0,61;28,46;28,38;71,42;13,71;;;1,71
2015-11-12;0,39;16,21;20,67;45,0;28,0;;;1,0
2015-11-13;0,29;3,13;9,88;14,13;30,54;;;1,42
2015-11-14;0,3;;;;33,46;;;1,17
2015-11-15;0,54;;;;17,71;;;1,04
2015-11-16;0,78;;;;15,29;;;4,33
2015-11-17;0,47;72,57;69,29;180,0;12,9;;;1,68
2015-11-18;0,5;84,0;73,96;202,04;8,83;;;3,33
2015-11-19;0,68;79,29;77,08;197,79;9,21;;;4,79
2015-11-20;0,34;6,13;24,29;33,33;27,88;;;1,42
2015-11-21;0,33;1,33;8,42;8,58;56,67;;;2,25
2015-11-22;0,44;4,63;20,63;26,13;47,08;;;1,17
2015-11-23;0,4;13,13;34,5;53,71;39,17;;;2,58
2015-11-24;0,47;10,75;33,58;48,79;41,42;;;2,54
2015-11-25;0,39;27,17;40,79;81,0;29,21;;;3,08
2015-11-26;0,45;40,38;56,13;117,25;23,04;;;2,33
2015-11-27;0,38;35,96;63,17;117,71;16,83;;;5,0
2015-11-28;0,48;11,75;39,33;56,38;29,25;;;3,25
2015-11-29;0,26;2,04;17,33;18,25;55,04;;;3,04
2015-11-30;0,37;37,75;59,58;116,17;25,96;;;4,79
2015-12-01;0,63;71,21;66,25;174,08;15,54;;;4,17
2015-12-02;0,93;82,65;80,95;207,1;10,75;;;2,65
2015-12-03;0,8;61,13;71,92;165,0;12,71;;;3,21
2015-12-04;0,27;38,54;63,5;122,17;12,21;;;2,79
2015-12-05;0,37;64,0;73,08;170,63;7,5;;;3,04
2015-12-06;0,27;11,79;54,75;72,17;19,58;;;1,38
2015-12-07;0,3;27,38;60,75;102,0;12,79;;;2,71
2015-12-08;0,25;7,46;42,88;53,25;29,83;;;1,21
2015-12-09;0,35;34,59;50,36;102,5;17,0;;;2,5
2015-12-10;0,43;29,67;54,33;99,13;17,04;;;1,25
2015-12-11;0,46;24,25;53,29;90,25;16,75;;;1,13
2015-12-12;0,32;19,71;47,83;77,71;21,33;;;1,21
2015-12-13;0,34;10,54;38,04;54,04;32,21;;;1,25
2015-12-14;0,84;95,0;75,0;219,79;9,0;;;2,83
2015-12-15;0,65;63,75;60,96;158,29;11,33;;;2,08
2015-12-16;0,89;130,13;78,75;277,46;7,33;;;2,71
2015-12-17;0,78;120,92;85,71;270,21;6,83;53,67;;3,04
2015-12-18;0,67;101,42;71,75;226,33;6,54;52,21;;3,04
2015-12-19;0,36;46,88;55,46;126,79;9,38;43,46;;2,58
2015-12-20;0,31;8,13;44,0;55,83;24,71;42,04;;1,88
2015-12-21;0,23;11,0;33,29;49,79;28,63;32,79;;1,0
2015-12-22;0,43;34,77;54,82;107,5;19,27;34,95;;1,52
2015-12-23;0,33;9,5;47,71;61,5;23,83;27,17;;1,04
2015-12-24;0,28;11,04;51,46;67,88;27,75;23,13;;1,04
2015-12-25;0,36;16,25;49,54;73,83;20,79;26,17;;1,04
2015-12-26;0,36;23,42;48,5;83,75;23,13;24,63;;1,21
2015-12-27;0,31;14,5;42,63;64,42;27,38;19,71;;1,0
2015-12-28;0,43;44,38;63,75;131,04;19,29;28,92;;1,58
2015-12-29;0,28;8,92;43,08;56,17;32,04;26,67;;1,58
2015-12-30;0,37;18,5;44,92;72,83;27,63;20,5;;1,33
2015-12-31;0,27;9,08;40,71;53,88;21,04;18,92;;1,0
2016-01-01;0,23;6,0;34,46;43,33;23,17;16,25;;1,0
2016-01-02;0,25;1,5;14,29;15,46;50,13;8,83;;1,13
2016-01-03;0,37;2,46;19,33;22,0;49,0;8,54;;1,21
2016-01-04;0,25;4,33;23,04;28,79;44,75;8,32;;1,04
2016-01-05;0,25;4,19;21,67;27,57;47,48;6,54;;1,0
2016-01-06;0,24;1,46;6,42;8,08;63,25;8,96;;1,0
2016-01-07;0,21;3,46;17,63;22,71;48,96;8,25;;1,04
2016-01-08;0,33;26,08;41,25;80,5;30,5;19,92;;1,38
2016-01-09;0,29;14,13;35,46;56,46;39,25;13,04;;1,21
2016-01-10;0,21;2,13;17,21;20,42;59,71;13,88;;1,08
2016-01-11;0,25;4,5;26,88;33,21;55,17;18,46;;1,0
2016-01-12;0,23;3,0;14,38;18,67;59,75;13,29;;1,08
2016-01-13;0,26;8,92;35,92;49,13;38,5;15,09;;1,13
2016-01-14;0,25;4,33;23,92;30,38;45,5;12,96;;1,79
2016-01-15;0,36;7,46;33,46;44,33;36,33;12,5;;1,04
2016-01-16;0,5;2,67;13,67;16,88;63,58;9,42;;2,0
2016-01-17;0,38;7,58;27,42;38,54;44,83;13,29;;1,46
2016-01-18;0,4;16,1;49,86;73,86;21,7;19,79;;1,23
2016-01-19;0,46;9,57;33,05;47,14;38,86;12,55;;1,05
2016-01-20;0,75;22,21;49,58;83,46;32,88;16,92;;1,54
2016-01-21;0,48;49,5;62,0;137,29;20,0;27,38;;2,17
2016-01-22;0,41;58,67;67,0;156,08;12,54;32,21;;1,79
2016-01-23;0,45;49,75;58,79;134,5;15,17;33,88;;1,96
2016-01-24;0,32;11,42;34,92;52,21;29,83;19,83;;1,38
2016-01-25;0,25;13,71;49,21;70,0;33,67;25,17;;1,13
2016-01-26;0,27;20,17;42,96;73,25;34,08;23,46;;1,54
2016-01-27;0,24;12,08;43,46;61,46;30,46;25,17;;1,25
2016-01-28;0,23;12,0;38,63;56,83;38,04;29,38;;1,63
2016-01-29;0,35;42,88;53,5;118,63;19,13;37,42;;1,92
2016-01-30;0,21;4,79;24,0;31,0;34,36;19,57;;1,71
2016-02-01;;46,27;56,91;126,91;19,7;26,14;;2,25
2016-02-02;;10,94;43,83;60,17;27,65;19,32;;2,85
2016-02-03;0,33;7,46;34,79;45,71;33,96;20,58;;2,42
2016-02-04;0,52;12,13;41,29;59,54;40,67;18,79;;2,92
2016-02-05;0,55;28,42;48,04;91,04;39,25;28,96;;2,88
2016-02-06;0,32;10,5;42,67;58,38;45,54;20,17;;3,08
2016-02-07;0,22;2,08;16,38;19,29;65,71;11,29;;2,79
2016-02-08;0,35;14,08;20,54;41,42;52,79;15,92;;3,13
2016-02-09;0,3;4,83;26,21;33,38;49,0;16,83;;2,75
2016-02-10;0,43;10,63;37,54;53,38;50,58;14,63;;2,71
2016-02-11;0,25;15,14;43,14;66,09;35,0;15,83;;2,09
2016-02-12;0,2;9,29;31,79;45,63;27,92;13,0;;1,33
2016-02-13;0,22;5,08;25,83;33,17;41,29;9,63;;1,17
2016-02-14;0,24;2,21;13,5;16,25;65,38;8,29;;1,08
2016-02-15;0,33;6,25;28,46;37,17;49,5;10,5;;1,54
2016-02-16;0,63;14,27;29,18;50,55;43,29;14,26;;1,79
2016-02-17;0,6;3,58;27,42;32,33;55,92;12,67;;1,67
2016-02-18;0,47;6,08;26,38;35,0;54,42;16,96;;1,46
2016-02-19;0,26;8,83;36,92;49,88;33,71;18,75;;1,88
2016-02-20;0,38;11,42;37,75;54,83;35,25;17,21;;2,46
2016-02-21;0,33;5,29;30,5;38,54;46,63;17,92;;2,33
2016-02-22;0,58;31,96;50,5;99,33;29,96;25,13;;4,5
2016-02-23;0,47;9,14;29,55;43,14;39,9;123,25;;1,65
2016-02-24;0,22;8,9;37,52;50,86;43,29;28,25;;1,08
2016-02-25;0,21;6,75;28,33;38,38;49,96;21,54;;1,13
