date;co;no;no2;nox;o3;pm10;pm2.5;so2
2012-01-01;0,2;5,13;16,33;23,92;33,63;;;1,04
2012-01-02;0,22;4,42;14,0;20,17;43,13;;;1,21
2012-01-03;0,27;7,29;23,5;34,38;34,54;;;1,17
2012-01-04;0,25;17,83;28,46;55,38;25,63;;;1,22
2012-01-05;0,3;4,52;14,14;20,43;47,71;;;1,22
2012-01-06;0,23;3,54;24,46;29,21;44,46;;;1,08
2012-01-07;0,34;1,5;12,13;14,38;44,63;;;1,25
2012-01-09;0,53;22,85;47,92;82,69;20,46;;;1,62
2012-01-10;0,65;67,08;68,83;171,13;11,29;;;1,92
2012-01-11;0,67;50,5;63,0;140,0;12,96;;;1,25
2012-01-12;0,29;12,63;48,96;67,96;24,29;;;1,63
2012-01-13;0,61;28,25;50,42;93,38;16,29;;;1,58
2012-01-14;0,95;3,17;26,5;30,67;15,17;;;1,0
2012-01-16;0,56;2,91;40,0;44,27;46,64;;;1,0
2012-01-17;0,44;14,63;42,92;65,08;43,46;;;1,08
2012-01-18;0,5;29,43;48,83;93,43;21,96;;;1,52
2012-01-19;0,72;16,38;45,17;70,04;21,54;;;1,58
2012-01-20;0,97;46,0;54,59;124,5;16,08;;;1,45
2012-01-21;0,56;16,21;40,13;64,54;27,04;;;1,54
2012-01-22;0,25;10,75;25,38;41,38;32,75;;;1,17
2012-01-23;0,67;9,04;26,38;39,83;32,46;;;1,13
2012-01-24;1,0;16,75;37,46;62,96;22,17;;;1,58
2012-01-25;0,9;58,75;65,46;154,92;14,29;;;2,29
2012-01-26;0,68;47,17;71,58;143,42;12,38;;;3,29
2012-01-27;0,42;19,42;55,08;84,38;20,92;;;1,83
2012-01-28;0,46;14,33;43,54;65,0;10,83;;;1,25
2012-01-29;0,5;8,33;34,38;46,75;29,63;;;1,08
2012-01-30;0,8;17,08;41,29;67,17;28,96;;;2,63
2012-01-31;0,62;16,29;40,08;64,5;29,13;;;2,29
2012-02-01;0,57;17,57;52,81;79,29;17,62;;;1,86
2012-02-02;0,4;9,04;34,21;47,83;24,0;;;1,25
2012-02-03;0,57;5,38;26,88;34,54;40,21;;;1,46
2012-02-04;1,02;5,17;19,17;26,75;63,13;;;1,17
2012-02-05;0,45;3,08;23,92;28,33;52,42;;;1,08
2012-02-06;0,91;15,38;41,08;64,46;36,92;;;1,04
2012-02-07;0,83;9,75;35,79;50,08;50,67;;;1,04
2012-02-08;0,75;6,04;29,29;38,21;51,67;;;1,17
2012-02-09;0,65;6,13;24,0;32,83;46,5;;;1,38
2012-02-10;0,37;7,46;39,71;50,96;41,04;;;1,21
2012-02-11;0,49;3,13;21,29;25,75;62,61;;;1,83
2012-02-12;0,47;4,42;27,08;33,33;55,58;;;2,08
2012-02-13;1,24;17,58;48,29;74,75;44,5;;;2,04
2012-02-14;0,87;8,63;43,42;56,21;42,13;;;2,33
2012-02-15;0,7;8,55;44,85;57,45;31,76;;;2,14
2012-02-16;1,46;14,13;47,54;68,58;37,13;;;2,63
2012-02-17;0,2;12,38;50,17;68,79;31,54;;;2,88
2012-02-18;0,25;6,83;42,83;52,83;38,08;;;3,0
2012-02-19;0,32;9,83;43,46;58,17;37,08;;;2,08
2012-02-20;0,84;8,5;40,17;52,83;40,58;;;3,5
2012-02-21;0,33;16,88;56,58;81,96;32,63;;;3,08
2012-02-22;0,33;18,25;60,04;87,42;36,0;;;2,96
2012-02-23;0,39;13,75;47,38;68,13;49,38;;;3,67
2012-02-24;0,72;67,58;98,25;201,21;13,79;;;5,42
2012-02-25;0,4;;;;23,25;;;6,38
2012-02-26;0,48;39,54;78,79;139,13;29,58;;;5,29
2012-02-27;0,31;7,42;39,13;50,0;43,08;;;2,75
2012-02-28;0,48;16,25;58,96;83,5;31,33;;;3,71
2012-02-29;0,65;45,95;69,95;139,77;35,17;;;2,91
2012-03-01;0,66;75,29;91,79;206,5;25,54;;;1,33
2012-03-02;0,59;16,0;63,29;87,58;43,67;;;1,38
2012-03-03;0,82;12,79;49,46;68,58;54,08;;;1,58
2012-03-04;0,3;4,08;34,17;40,04;50,63;;;1,08
2012-03-05;0,5;3,58;23,54;28,88;62,79;;;1,25
2012-03-06;0,84;4,46;25,29;31,63;65,08;;;1,42
2012-03-07;0,85;5,46;38,33;46,13;58,33;;;1,33
2012-03-08;0,55;8,5;45,67;58,17;50,63;;;1,88
2012-03-09;0,43;7,29;43,25;53,96;51,17;;;1,46
2012-03-10;0,39;3,0;34,13;38,25;67,83;;;1,42
2012-03-11;0,33;3,5;38,38;43,5;56,92;;;1,67
2012-03-12;0,37;15,21;63,96;86,96;31,58;;;2,79
2012-03-13;0,69;48,14;102,05;176,5;18,96;;;4,05
2012-03-14;0,67;68,0;117,46;221,21;28,92;;;4,17
2012-03-15;0,59;51,5;104,83;183,08;28,67;;;3,88
2012-03-16;0,7;45,38;94,25;163,21;37,96;;;5,0
2012-03-17;0,31;4,29;39,21;45,63;67,25;;;2,08
2012-03-18;0,34;1,71;19,88;22,0;70,83;;;1,13
2012-03-19;0,32;3,96;27,71;33,29;67,46;;;1,88
2012-03-20;0,47;4,63;28,33;34,83;64,17;;;1,08
2012-03-21;0,21;1,75;27,83;30,21;64,83;;;1,0
2012-03-22;0,3;7,25;41,79;52,17;56,63;;;1,0
2012-03-23;0,47;17,58;63,5;90,08;39,13;;;1,21
2012-03-24;0,38;9,04;52,75;66,46;47,63;;;1,0
2012-03-25;0,4;14,18;58,09;79,5;44,32;;;1,0
2012-03-26;0,35;10,21;59,08;74,13;54,83;;;1,0
2012-03-27;0,55;8,71;68,21;81,21;67,63;;;1,0
2012-03-28;0,63;54,18;104,82;187,23;45,27;;;3,3
2012-03-29;0,49;26,25;82,67;122,46;47,17;;;6,13
2012-03-30;0,44;14,21;70,33;91,67;63,25;;;4,58
2012-03-31;0,37;5,63;60,04;68,54;56,83;;;7,54
2012-04-01;0,47;15,79;62,67;86,42;51,67;;;9,71
2012-04-02;0,29;12,56;50,39;69,22;55,95;;;4,07
2012-04-03;;9,27;55,36;69,18;26,8;;;2,13
2012-04-04;0,5;;;;;;;
2012-04-05;0,39;2,45;36,0;39,27;56,09;;;1,0
2012-04-06;0,44;2,04;21,33;23,46;60,54;;;1,0
2012-04-07;0,74;1,08;11,17;11,58;84,54;;;1,0
2012-04-08;0,44;1,29;12,08;12,96;81,38;;;1,0
2012-04-09;0,33;1,46;19,83;21,21;69,71;;;1,04
2012-04-10;0,33;11,42;47,29;63,96;48,58;;;1,58
2012-04-11;0,63;2,54;17,88;21,17;71,08;;;1,08
2012-04-12;0,36;11,04;49,29;65,54;40,5;;;1,83
2012-04-13;0,28;3,71;27,17;32,13;54,88;;;1,21
2012-04-14;0,45;1,67;17,04;18,83;69,42;;;1,04
2012-04-15;0,47;1,63;16,0;17,54;66,79;;;1,0
2012-04-16;0,68;2,33;18,92;21,67;82,92;;;1,0
2012-04-17;0,41;3,08;23,79;27,71;79,71;;;1,21
2012-04-18;0,41;5,42;44,25;51,83;38,64;;;1,21
2012-04-19;0,44;2,73;26,82;30,32;74,18;;;1,0
2012-04-20;0,35;3,04;21,96;26,08;81,04;;;1,0
2012-04-21;0,25;3,96;29,08;34,96;75,29;;;1,25
2012-04-22;0,24;1,54;17,54;19,5;82,17;;;1,04
2012-04-23;0,21;3,21;27,08;31,67;75,42;;;1,21
2012-04-24;0,44;3,67;27,08;32,63;77,29;;;1,13
2012-04-25;0,25;3,92;35,29;40,92;69,17;;;1,0
2012-04-26;0,25;5,92;44,42;53,04;71,13;;;2,04
2012-04-27;0,3;5,42;46,04;54,0;62,42;;;1,0
2012-04-28;0,2;1,5;22,04;24,25;85,04;;;1,0
2012-04-29;0,43;1,5;19,33;21,21;84,04;;;2,04
2012-04-30;0,43;1,82;21,43;24,09;84,64;;;1,05
2012-05-01;0,36;2,58;23,46;26,83;78,13;;;1,42
2012-05-02;0,28;8,88;39,63;52,83;65,42;;;1,0
2012-05-03;0,24;3,63;32,25;37,71;71,46;;;1,13
2012-05-04;0,28;4,75;46,5;53,54;64,29;;;1,04
2012-05-05;0,34;5,04;38,54;45,83;59,04;;;1,0
2012-05-06;0,34;2,5;27,88;31,38;67,79;;;1,25
2012-05-07;0,54;8,24;39,29;51,76;58,25;;;2,29
2012-05-08;0,28;9,25;43,0;56,54;65,42;;;2,83
2012-05-09;0,28;7,92;47,25;59,13;67,08;;;2,54
2012-05-10;0,6;14,0;59,75;80,92;58,67;;;2,75
2012-05-11;0,68;8,58;59,67;72,67;57,96;;;3,33
2012-05-12;0,36;10,38;62,38;78,0;54,96;;;5,75
2012-05-13;0,24;3,71;33,58;39,33;60,21;;;2,71
2012-05-14;0,27;3,42;27,33;32,33;77,63;;;1,79
2012-05-15;0,35;3,0;24,96;29,25;92,25;;;2,58
2012-05-16;0,36;2,92;22,08;25,88;80,0;;;1,04
2012-05-17;0,37;2,64;27,55;31,14;79,95;;;1,0
2012-05-18;0,22;2,83;31,08;35,13;82,0;;;1,0
2012-05-19;0,23;1,54;19,21;21,17;101,08;;;1,04
2012-05-20;0,33;2,21;24,71;27,79;62,83;;;1,13
2012-05-21;0,7;2,25;11,83;14,92;72,29;;;1,0
2012-05-22;0,35;3,71;20,21;25,54;67,75;;;1,0
2012-05-23;0,27;5,67;40,38;49,0;53,38;;;1,71
2012-05-24;0,46;14,17;52,13;73,42;54,88;;;2,54
2012-05-25;0,63;19,36;67,86;97,27;49,55;;;2,32
2012-05-26;0,25;3,67;37,5;42,96;69,96;;;1,88
2012-05-27;0,36;3,75;29,08;34,42;75,38;;;2,92
2012-05-28;0,28;3,25;29,33;34,04;67,96;;;1,08
2012-05-29;0,38;6,58;36,13;45,75;70,04;;;1,17
2012-05-30;0,77;12,39;42,43;60,96;65,43;;;2,87
2012-05-31;0,23;13,83;53,88;74,63;62,79;;;3,63
2012-06-01;0,2;8,33;52,21;64,92;68,33;;;2,08
2012-06-02;0,2;5,88;44,79;53,71;77,0;;;2,38
2012-06-03;0,42;5,54;28,08;36,29;76,04;;;2,46
2012-06-04;0,2;4,41;24,25;29,82;50,74;;;1,41
2012-06-05;0,27;3,67;20,5;25,88;70,08;;;1,38
2012-06-06;0,29;4,25;25,92;32,29;66,71;;;1,25
2012-06-07;;12,63;30,71;49,58;73,42;;;2,83
2012-06-08;;9,08;35,88;49,5;59,58;;;3,21
2012-06-09;0,46;3,58;16,71;21,88;72,17;;;2,04
2012-06-10;0,5;3,67;21,79;27,17;65,25;;;1,67
2012-06-11;0,68;5,71;18,67;27,08;51,71;;;1,79
2012-06-12;0,44;4,75;18,08;24,92;69,46;;;1,25
2012-06-13;0,26;4,63;19,0;25,92;60,08;;;1,63
2012-06-14;0,31;5,13;21,63;29,33;62,67;;;1,46
2012-06-15;0,51;10,63;36,25;52,0;53,75;;;2,46
2012-06-16;0,26;5,83;35,92;44,29;57,42;;;1,92
2012-06-17;0,25;6,04;38,58;47,29;52,96;;;4,08
2012-06-18;0,27;7,68;37,21;48,59;60,13;;;2,05
2012-06-19;1,35;7,96;41,63;53,21;70,63;;;2,71
2012-06-20;0,22;9,75;40,75;55,25;65,88;;;2,83
2012-06-21;0,37;11,79;39,79;57,29;67,63;;;2,5
2012-06-22;0,21;6,46;38,54;47,83;68,04;;;6,17
2012-06-23;0,3;6,79;34,75;43,79;73,88;;;4,79
2012-06-24;0,52;3,08;34,96;38,58;78,92;;;3,92
2012-06-25;0,53;11,88;52,88;70,21;66,0;;;3,88
2012-06-26;0,49;12,33;56,08;74,08;59,38;;;4,58
2012-06-27;0,51;12,63;55,42;73,88;57,67;;;3,79
2012-06-28;0,35;5,67;32,58;40,21;73,42;;;2,63
2012-06-29;0,39;5,88;48,29;56,63;61,67;;;2,88
2012-06-30;0,32;1,83;24,79;26,38;78,96;;;1,42
2012-07-01;0,24;1,38;17,92;18,54;60,13;;;1,13
2012-07-02;0,36;3,04;25,92;29,58;57,04;;;1,75
2012-07-03;0,35;3,14;30,76;34,86;59,05;;;1,52
2012-07-04;0,27;2,0;20,92;23,75;72,96;;;1,08
2012-07-05;0,23;2,08;22,63;25,46;72,0;;;1,21
2012-07-06;0,25;4,08;26,25;31,88;65,08;;;1,75
2012-07-07;0,25;2,13;21,0;23,79;65,71;;;1,88
2012-07-08;0,21;2,83;22,71;26,67;57,29;;;2,04
2012-07-09;0,24;3,25;26,13;30,58;60,92;;;1,5
2012-07-10;0,23;5,92;33,58;42,08;51,21;;;1,67
2012-07-11;0,2;4,92;28,63;35,71;68,71;;;2,25
2012-07-12;0,2;1,9;18,19;20,71;75,0;;;1,81
2012-07-13;0,2;2,25;21,33;24,58;69,96;;;1,25
2012-07-14;0,2;2,21;21,5;24,58;64,75;;;2,25
2012-07-15;0,2;1,5;14,71;16,54;66,17;;;2,46
2012-07-16;0,2;2,54;18,58;21,71;62,38;;;1,92
2012-07-17;0,23;3,25;28,63;33,04;62,0;;;2,58
2012-07-18;0,35;15,5;52,42;75,67;49,46;;;3,25
2012-07-19;0,26;18,46;49,33;77,29;53,92;;;2,71
2012-07-20;0,21;5,54;31,13;39,21;72,63;;;2,29
2012-07-21;0,2;1,29;13,17;14,54;80,54;;;1,38
2012-07-22;0,2;1,54;13,08;14,79;81,54;;;1,71
2012-07-23;0,29;2,96;30,29;34,17;78,96;;;2,71
2012-07-24;0,23;5,88;33,13;41,71;73,79;;;2,46
2012-07-25;0,23;1,79;23,46;25,54;95,58;;;2,0
2012-07-26;0,23;6,5;39,08;48,38;77,79;;;2,67
2012-07-27;0,21;2,33;28,54;31,54;86,92;;;1,63
2012-07-28;0,2;1,63;21,92;23,75;89,38;;;1,67
2012-07-29;0,2;1,08;15,13;16,13;90,92;;;1,29
2012-07-30;;2,45;;26,95;64,25;;;1,62
2012-07-31;0,2;5,21;33,13;40,67;57,75;;;2,17
2012-08-01;0,2;1,88;16,38;18,67;83,38;;;1,58
2012-08-02;0,23;3,71;26,29;31,46;84,25;;;2,42
2012-08-03;0,33;7,29;47,92;58,88;57,42;;;4,21
2012-08-04;0,27;3,96;28,46;34,25;76,21;;;3,33
2012-08-05;0,2;1,83;17,46;19,83;83,58;;;2,29
2012-08-06;0,2;2,75;17,25;21,0;67,42;;;1,79
2012-08-07;0,22;4,08;31,25;36,96;59,08;;;3,21
2012-08-08;0,25;7,38;35,29;46,17;70,46;;;2,38
2012-08-09;0,27;7,67;48,42;59,79;70,88;;;3,0
2012-08-10;0,3;6,18;48,82;58,0;60,91;;;4,55
2012-08-11;0,28;2,75;36,67;40,5;81,71;;;3,63
2012-08-12;0,2;1,25;21,08;22,88;77,0;;;2,92
2012-08-13;0,2;1,71;14,17;16,42;77,96;;;2,17
2012-08-14;0,21;2,08;15,71;18,29;78,29;;;2,08
2012-08-15;0,2;1,04;12,0;13,17;78,33;;;1,67
2012-08-16;0,2;2,71;22,25;25,88;73,75;;;2,42
2012-08-17;0,2;6,88;45,75;55,83;44,96;;;3,79
2012-08-18;0,24;9,83;40,08;54,88;48,54;;;3,25
2012-08-19;0,25;4,96;42,75;50,04;52,08;;;4,04
2012-08-20;0,23;10,96;48,79;65,29;51,29;;;4,54
2012-08-21;0,27;11,85;56,62;74,38;41,07;;;4,54
2012-08-22;0,23;8,0;44,14;55,93;78,93;;;4,64
2012-08-23;0,3;11,54;48,08;65,42;64,46;;;4,21
2012-08-24;0,21;6,25;32,71;41,75;70,71;;;2,38
2012-08-25;0,2;1,33;15,79;17,38;85,17;;;2,08
2012-08-26;0,22;1,0;9,38;10,33;73,88;;;2,25
2012-08-27;0,2;2,82;20,5;24,32;65,41;;;2,18
2012-08-28;0,2;1,75;18,96;21,13;71,5;;;2,25
2012-08-29;0,2;3,67;27,83;33,13;62,29;;;2,63
2012-08-30;0,28;2,92;27,58;31,5;53,88;;;2,04
2012-08-31;0,28;2,58;18,83;22,33;64,08;;;2,46
2012-09-01;0,46;1,46;16,46;18,25;76,0;;;2,42
2012-09-02;0,4;2,13;21,79;24,5;76,46;;;2,46
2012-09-03;0,38;3,38;25,67;30,25;88,83;;;3,04
2012-09-04;0,23;3,13;29,46;33,63;86,33;;;4,21
2012-09-05;0,22;2,46;23,92;27,0;85,67;;;2,88
2012-09-06;0,24;2,83;35,96;39,83;76,38;;;2,67
2012-09-07;0,36;8,77;57,77;70,85;55,7;;;4,54
2012-09-08;0,2;1,0;24,0;25,4;91,8;;;2,2
2012-09-09;0,2;1,17;14,08;15,67;101,29;;;2,5
2012-09-10;0,2;2,26;20,22;23,22;81,78;;;2,13
2012-09-11;0,22;1,63;18,33;20,71;72,67;;;2,25
2012-09-12;0,28;10,92;33,71;50,29;62,5;;;3,21
2012-09-13;0,3;3,38;26,38;31,25;62,42;;;2,96
2012-09-14;0,43;8,25;40,5;52,75;54,83;;;3,17
2012-09-15;0,4;5,75;37,54;45,92;59,13;;;2,79
2012-09-16;0,21;1,58;17,13;19,08;78,46;;;2,46
2012-09-17;0,21;3,13;35,71;40,17;55,46;;;2,67
2012-09-18;0,37;5,46;38,83;46,96;43,42;;;2,67
2012-09-19;0,53;10,25;47,04;62,54;32,67;;;2,5
2012-09-20;0,53;5,43;38,24;46,19;42,43;;;2,52
2012-09-21;0,52;14,71;37,0;59,0;53,83;;;2,96
2012-09-22;0,53;2,96;24,25;28,54;59,83;;;2,38
2012-09-23;0,55;1,25;19,25;21,29;65,33;;;2,13
2012-09-24;0,55;1,42;12,29;14,08;74,42;;;2,04
2012-09-25;0,55;2,38;22,88;26,04;81,29;;;2,21
2012-09-26;0,57;9,04;34,46;47,83;60,29;;;2,29
2012-09-27;0,45;4,5;29,32;35,64;54,81;;;2,17
2012-09-28;0,28;4,17;35,13;41,13;53,96;;;2,21
2012-09-29;0,22;3,83;36,54;41,83;49,71;;;2,0
2012-09-30;0,2;2,0;18,58;21,29;52,38;;;2,33
2012-10-01;0,28;4,13;29,67;35,46;57,71;;;2,75
2012-10-02;0,33;12,38;49,33;68,17;49,96;;;3,08
2012-10-03;0,38;24,67;52,38;89,79;58,38;;;3,29
2012-10-04;0,21;2,83;27,88;31,92;76,92;;;2,67
2012-10-05;0,27;14,63;52,0;74,17;43,42;;;4,0
2012-10-06;0,2;5,38;34,92;42,75;48,42;;;3,08
2012-10-07;0,23;3,25;32,42;37,04;64,46;;;3,88
2012-10-08;0,36;23,05;57,27;92,14;39,39;;;3,55
2012-10-09;0,39;18,08;50,0;77,58;43,58;;;3,42
2012-10-10;0,24;10,42;39,88;55,63;40,58;;;2,92
2012-10-11;0,3;18,21;44,17;71,33;27,5;;;2,71
2012-10-12;0,23;5,25;28,25;35,88;29,33;;;2,67
2012-10-13;0,28;4,79;29,67;36,71;37,54;;;2,25
2012-10-14;0,24;2,63;23,5;27,08;57,21;;;2,79
2012-10-15;0,33;4,96;20,46;27,46;43,0;;;2,13
2012-10-16;0,43;7,08;32,63;43,08;43,08;;;2,04
2012-10-17;0,4;21,83;39,29;72,54;45,08;;;2,5
2012-10-18;0,2;2,88;31,38;35,46;;;;2,0
2012-10-19;0,21;4,88;37,0;44,21;;;;2,0
2012-10-20;0,2;2,58;22,0;25,71;;;;2,0
2012-10-21;0,2;1,79;16,71;19,29;54,81;;;2,0
2012-10-22;0,25;4,83;31,71;39,04;35,58;;;2,0
2012-10-23;0,48;22,92;50,38;84,83;22,92;;;2,67
2012-10-24;0,36;19,18;44,73;73,5;24,5;;;2,52
2012-10-25;0,4;7,08;48,17;58,67;22,43;;;2,17
2012-10-26;0,25;11,75;44,88;62,67;24,5;;;2,04
2012-10-27;0,22;1,88;13,71;16,63;39,04;;;2,0
2012-10-28;0,47;1,29;10,42;11,54;55,71;;;1,96
2012-10-29;0,68;4,58;31,38;38,13;41,13;;;2,17
2012-10-30;0,49;43,27;61,09;127,05;24,68;;;2,08
2012-10-31;0,25;6,38;26,63;35,29;56,46;;;1,0
2012-11-01;0,29;3,54;30,96;35,5;46,54;;;1,0
2012-11-02;0,27;12,79;38,29;57,25;43,25;;;1,04
2012-11-03;0,23;9,0;44,17;57,13;36,83;;;1,21
2012-11-04;0,23;6,29;36,21;45,0;30,92;;;1,04
2012-11-05;0,27;4,29;22,38;27,75;52,63;;;1,0
2012-11-06;0,33;10,67;38,04;53,42;28,0;;;1,0
2012-11-07;0,48;39,17;56,0;115,13;19,79;;;1,63
2012-11-08;0,42;22,25;59,83;93,42;27,88;;;1,21
2012-11-09;0,58;69,96;73,96;180,52;18,13;;;2,05
2012-11-10;0,23;8,5;32,92;44,96;35,42;;;1,0
2012-11-11;0,27;5,58;30,33;37,92;34,29;;;1,0
2012-11-12;0,33;18,25;32,63;60,42;29,13;;;1,04
2012-11-13;0,28;6,29;30,46;39,5;42,13;;;1,04
2012-11-14;0,2;14,25;21,25;42,75;44,0;;;1,0
2012-11-15;0,35;18,13;43,04;70,17;30,75;;;1,13
2012-11-16;0,48;19,96;51,38;81,54;21,46;;;1,33
2012-11-17;0,28;15,71;47,13;70,96;29,38;;;1,17
2012-11-18;0,2;1,63;16,21;18,83;60,67;;;1,0
2012-11-19;0,23;7,96;25,29;37,13;33,17;;;1,0
2012-11-20;0,37;17,33;39,13;65,25;22,75;;;1,21
2012-11-21;0,59;51,38;59,63;138,08;19,04;;;1,88
2012-11-22;0,57;24,79;52,5;89,92;16,29;;;1,13
2012-11-23;0,47;42,05;67,29;131,14;16,09;;;1,67
2012-11-24;0,25;8,67;40,88;54,0;43,75;;;1,04
2012-11-25;0,26;8,25;47,0;59,42;32,33;;;2,08
2012-11-26;0,22;13,17;40,83;60,25;41,08;;;1,08
2012-11-27;0,26;12,07;43,71;61,57;25,0;;;1,0
2012-11-28;0,32;5,71;22,71;31,25;41,83;;;1,0
2012-11-29;0,45;7,83;26,63;38,29;41,13;;;1,21
2012-11-30;0,62;14,58;40,04;61,71;42,04;;;1,08
2012-12-01;0,48;5,25;24,63;32,25;40,71;;;1,0
2012-12-02;0,41;2,46;12,75;15,75;55,75;;;1,0
2012-12-03;0,5;27,08;38,58;79,38;37,25;;;1,25
2012-12-04;0,27;4,04;17,29;23,21;56,29;;;1,0
2012-12-05;0,23;4,38;15,29;21,79;60,71;;;1,0
2012-12-06;0,27;5,79;24,08;32,54;50,25;;;1,0
2012-12-07;0,23;7,09;27,46;37,35;47,91;;;1,3
2012-12-08;0,32;4,08;24,63;30,79;53,04;;;1,58
2012-12-09;0,32;3,33;19,04;23,75;48,54;;;1,54
2012-12-10;0,36;14,83;37,08;59,0;38,83;;;1,79
2012-12-11;0,44;35,42;60,5;114,17;19,42;;;2,54
2012-12-12;0,56;30,38;66,29;112,58;12,38;;;2,17
2012-12-13;0,39;42,21;64,29;128,46;15,21;;;2,17
2012-12-14;0,28;26,08;54,38;93,88;24,63;;;3,5
2012-12-15;0,2;3,5;20,21;25,21;58,0;;;1,83
2012-12-16;0,22;9,08;22,08;35,75;53,71;;;2,08
2012-12-17;0,22;5,0;16,42;23,5;54,67;;;1,83
2012-12-18;0,38;8,54;34,04;46,46;37,83;;;1,75
2012-12-19;0,52;43,92;58,17;124,79;13,29;;;2,63
2012-12-20;0,3;23,83;44,08;80,21;22,17;;;2,5
2012-12-21;0,27;13,63;40,08;60,83;33,29;;;1,92
2012-12-22;0,26;12,21;40,67;58,88;32,92;;;2,04
2012-12-23;0,3;27,79;43,5;85,75;20,67;;;2,33
2012-12-24;0,5;39,14;40,46;102,23;16,14;;;2,09
2012-12-25;0,2;5,46;32,13;40,13;33,0;;;1,63
2012-12-26;0,21;3,67;18,38;23,75;40,88;;;1,21
2012-12-27;0,21;3,54;15,79;20,88;48,13;;;1,25
2012-12-28;0,29;21,0;43,83;75,54;25,25;;;1,79
2012-12-29;0,21;14,04;36,58;57,75;33,67;;;1,96
2012-12-30;0,24;8,13;33,75;45,83;33,08;;;1,96
2012-12-31;0,23;10,83;39,04;55,33;34,38;;;1,92
2013-01-01;0,28;4,63;22,88;29,63;50,04;;;1,71
2013-01-02;0,24;19,13;43,29;72,33;27,88;;;1,63
2013-01-03;0,35;28,58;49,04;92,21;32,0;;;2,13
2013-01-04;0,39;16,71;39,04;64,21;38,92;;;1,75
2013-01-05;0,38;10,92;33,54;49,67;36,54;;;1,75
2013-01-06;0,25;18,25;40,96;68,54;35,25;;;1,83
2013-01-07;0,44;32,63;58,89;108,37;18,45;;;2,35
2013-01-08;0,46;35,83;53,33;107,88;18,08;;;2,46
2013-01-09;0,33;10,67;31,54;47,67;33,58;;;2,0
2013-01-10;0,34;44,96;56,08;124,38;18,21;;;2,46
2013-01-11;0,24;10,67;39,21;55,08;38,29;;;1,92
2013-01-12;0,46;22,88;57,79;92,17;24,46;;;2,25
2013-01-13;0,24;4,63;21,96;28,75;49,38;;;1,29
2013-01-14;0,44;8,04;26,54;38,33;44,0;;;1,5
2013-01-15;0,23;4,21;19,92;25,79;55,5;;;1,46
2013-01-16;0,25;13,73;27,27;47,82;50,09;;;1,7
2013-01-17;0,3;8,04;35,29;47,33;45,29;;;1,71
2013-01-18;0,21;12,17;46,0;64,29;31,13;;;2,08
2013-01-19;0,21;22,42;47,79;81,67;27,67;;;1,83
2013-01-20;0,29;2,58;10,08;13,75;64,79;;;1,21
2013-01-21;0,22;6,04;23,17;31,92;53,38;;;1,71
2013-01-22;0,35;7,71;34,0;45,29;48,0;;;2,04
2013-01-23;0,34;3,13;14,92;19,25;61,38;;;1,29
2013-01-24;0,25;7,63;33,79;45,08;49,04;;;1,67
2013-01-25;0,3;4,04;20,54;26,46;64,88;;;1,75
2013-01-26;0,67;5,17;28,75;36,29;54,79;;;1,71
2013-01-27;0,3;5,5;24,13;32,33;55,0;;;1,63
2013-01-28;0,25;6,71;26,5;36,5;47,75;;;1,52
2013-01-29;0,29;9,38;32,92;46,83;41,33;;;2,21
2013-01-30;0,3;35,17;44,71;98,08;30,17;;;2,42
2013-01-31;0,48;42,45;44,27;108,55;25,26;;;2,55
2013-02-01;0,48;21,88;31,67;64,54;32,08;;;2,46
2013-02-02;0,24;2,46;9,17;12,38;66,29;;;1,33
2013-02-03;0,36;1,08;6,71;6,71;78,75;;;1,04
2013-02-04;0,54;24,33;41,67;78,0;42,13;;;1,83
2013-02-05;0,23;10,67;30,75;46,42;40,5;;;1,58
2013-02-06;0,2;1,83;12,42;14,21;69,58;;;1,33
2013-02-07;0,61;2,13;13,04;14,92;67,13;;;1,5
2013-02-08;0,31;4,21;31,71;37,13;47,13;;;2,21
2013-02-09;0,35;4,42;28,29;34,0;52,75;;;1,96
2013-02-10;0,36;3,08;27,92;31,71;54,92;;;1,75
2013-02-11;0,2;2,0;14,96;16,75;73,79;;;1,38
2013-02-12;0,24;3,54;18,25;22,54;67,29;;;1,63
2013-02-13;0,62;8,63;40,25;52,75;46,25;;;2,92
2013-02-14;0,36;10,48;44,26;59,96;39,39;;;1,95
2013-02-15;0,21;4,29;31,25;37,33;50,46;;;1,0
2013-02-16;0,25;3,13;33,96;38,33;50,88;;;1,0
2013-02-17;0,2;2,96;31,58;35,75;54,46;;;1,0
2013-02-18;0,22;10,29;46,42;61,71;41,29;;;1,0
2013-02-19;0,26;9,42;41,33;55,38;63,75;;;1,95
2013-02-20;0,31;15,0;47,75;70,54;54,71;;;2,38
2013-02-21;0,25;10,13;52,63;67,71;39,75;;;2,71
2013-02-22;0,23;6,79;47,21;57,08;36,13;;;2,0
2013-02-23;0,22;4,17;24,13;30,08;60,79;;;2,04
2013-02-24;0,35;2,33;16,46;19,83;71,13;;;2,42
2013-02-25;0,65;15,08;51,83;74,58;41,29;;;2,63
2013-02-26;0,44;10,38;45,88;61,38;49,63;;;2,5
2013-02-27;0,57;18,23;57,14;84,64;52,29;;;2,65
2013-02-28;0,29;3,25;30,71;35,29;77,67;;;2,0
2013-03-01;0,2;2,05;23,21;25,68;80,37;;;1,74
