date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum
2021-12-08,3.779166666666667,261.0,47.895833333333336,1005.6062499999999,89.10416666666667,12.162500000000001,13.7,7.7,0.0
2021-12-09,3.4166666666666665,297.1875,55.979166666666664,1011.604166666667,63.479166666666664,9.179166666666669,12.8,6.8,0.0
2021-12-10,3.839583333333332,258.9375,55.729166666666664,1006.9291666666667,55.0625,13.956249999999999,17.7,8.9,0.0
2021-12-11,1.5354166666666667,213.1875,70.64583333333333,1017.1916666666666,93.27083333333333,9.985416666666667,13.4,5.8,0.0
2021-12-12,2.1812500000000004,281.1875,71.04166666666667,1024.6541666666665,96.72916666666667,11.362499999999999,16.2,8.1,0.0
2021-12-13,2.0624999999999996,259.5416666666667,81.79166666666667,1025.2145833333334,91.45833333333333,10.722916666666665,15.9,6.9,0.0
2021-12-14,1.4895833333333333,232.35416666666666,86.91666666666667,1025.3312499999997,92.9375,9.502083333333333,14.0,6.1,0.0
2021-12-15,1.5062499999999999,256.1666666666667,68.64583333333333,1025.7354166666667,95.41666666666667,10.125,15.5,6.6,0.0
2021-12-16,1.4416666666666667,246.41666666666666,77.54166666666667,1028.3833333333334,90.89583333333333,9.358333333333333,14.3,6.2,0.0
2021-12-17,1.8916666666666666,183.6875,77.60416666666667,1029.2749999999999,85.54166666666667,10.420833333333333,12.6,7.6,0.0
2021-12-18,1.6958333333333335,248.83333333333334,83.3125,1028.6583333333333,93.04166666666667,9.477083333333333,14.2,6.3,0.0
2021-12-19,2.0729166666666665,262.8958333333333,84.02083333333333,1025.475,91.3125,8.620833333333332,13.5,5.1,0.0
2021-12-20,2.6354166666666674,281.375,63.125,1019.6229166666668,93.4375,8.739583333333334,14.5,5.0,0.0
2021-12-21,2.3020833333333335,192.66666666666666,77.20833333333333,1019.2291666666666,65.04166666666667,9.533333333333331,12.7,5.1,0.0
2021-12-22,1.5645833333333332,169.9375,89.77083333333333,1020.7937499999999,17.5,10.7125,11.8,9.6,0.0
2021-12-23,1.9291666666666665,251.77083333333334,96.5625,1019.1833333333334,28.541666666666668,12.445833333333335,14.7,10.3,0.0
2021-12-24,1.6270833333333332,251.14583333333334,94.95833333333333,1011.8520833333333,43.333333333333336,12.81875,15.3,10.7,0.1
2021-12-25,2.002083333333333,241.6875,92.39583333333333,1005.5625,81.3125,12.802083333333334,17.1,9.9,0.1
2021-12-26,2.025,276.75,72.25,1008.1104166666664,78.29166666666667,12.581249999999999,17.5,9.0,0.0
2021-12-27,2.3937500000000003,246.27083333333334,59.458333333333336,1008.0749999999999,70.33333333333333,15.908333333333333,20.7,11.4,0.0
2021-12-28,3.270833333333334,271.8125,52.75,1013.4520833333335,80.10416666666667,17.095833333333335,20.0,14.5,0.0
2021-12-29,2.8520833333333333,292.0833333333333,58.833333333333336,1018.8458333333333,90.5625,16.520833333333332,19.8,13.1,0.0
2021-12-30,2.7937500000000006,284.3333333333333,65.52083333333333,1021.8020833333334,92.47916666666667,15.543750000000001,20.6,12.6,0.0
2021-12-31,1.6854166666666668,235.72916666666666,79.41666666666667,1025.4458333333334,98.95833333333333,12.864583333333334,17.6,10.1,0.0
2022-01-01,2.0166666666666666,221.58333333333334,93.4375,1025.9645833333334,100.89583333333333,11.275,15.9,7.9,0.0
2022-01-02,1.4479166666666667,237.45833333333334,89.22916666666667,1026.9520833333333,64.95833333333333,11.114583333333334,14.1,7.9,0.0
2022-01-03,3.0,240.97916666666666,95.33333333333333,1022.7583333333332,86.10416666666667,11.412500000000001,14.3,8.6,0.0
2022-01-04,2.220833333333333,226.35416666666666,87.4375,1009.6520833333334,100.47916666666667,13.4125,17.9,9.6,0.0
2022-01-05,2.5875,237.9375,73.6875,1008.9875000000002,52.479166666666664,10.489583333333334,13.5,7.4,12.0
2022-01-06,3.74375,304.9375,45.583333333333336,1016.25625,108.9375,7.270833333333333,11.4,4.5,0.0
2022-01-07,2.3937500000000003,270.9375,52.5625,1022.160416666667,106.70833333333333,7.235416666666668,11.3,4.6,0.0
2022-01-08,3.077083333333333,271.6041666666667,59.645833333333336,1020.3645833333334,69.875,9.695833333333335,12.6,7.0,0.0
2022-01-09,3.670833333333333,248.83333333333334,55.354166666666664,1012.3208333333332,96.52083333333333,12.5,15.6,9.7,0.0
2022-01-10,2.9479166666666665,145.79166666666666,86.89583333333333,1014.05625,8.791666666666666,10.920833333333334,12.4,10.0,0.0
2022-01-11,1.897916666666667,249.95833333333334,89.41666666666667,1022.2729166666667,107.375,10.566666666666668,14.9,6.9,0.0
2022-01-12,2.058333333333333,158.14583333333334,70.54166666666667,1028.83125,78.95833333333333,9.460416666666667,11.7,5.0,0.0
2022-01-13,1.4937500000000001,248.79166666666666,71.6875,1033.3874999999998,108.1875,6.925,11.6,3.5,0.0
2022-01-14,1.8895833333333334,246.3125,64.8125,1032.2104166666666,98.64583333333333,7.102083333333333,12.9,3.4,0.0
2022-01-15,2.63125,274.5625,50.791666666666664,1026.3083333333334,112.54166666666667,7.650000000000001,13.0,3.8,0.0
2022-01-16,2.622916666666667,277.9166666666667,47.270833333333336,1028.2729166666666,111.91666666666667,8.097916666666666,13.8,4.6,0.0
2022-01-17,3.5354166666666664,285.6041666666667,44.75,1030.4729166666668,116.0625,9.085416666666665,15.3,4.9,0.0
2022-01-18,2.9270833333333335,207.83333333333334,66.5,1030.0333333333333,113.97916666666667,8.725000000000001,12.5,4.8,0.0
2022-01-19,1.70625,266.8541666666667,77.91666666666667,1030.075,90.41666666666667,7.695833333333334,12.4,4.3,0.0
2022-01-20,2.4708333333333337,273.0625,65.5625,1025.8541666666665,109.85416666666667,8.212499999999999,12.9,4.7,0.0
2022-01-21,2.5437499999999997,288.3541666666667,64.91666666666667,1025.0833333333333,80.72916666666667,7.454166666666667,11.6,4.7,0.0
2022-01-22,2.8437500000000004,281.0625,54.875,1029.0833333333333,118.97916666666667,6.891666666666667,11.8,3.0,0.0
