date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum
2011-09-17,2.217142857142858,217.34285714285716,69.65714285714286,997.3857142857141,221.57142857142858,24.794285714285714,28.3,19.1,0.0
2011-09-18,2.49375,226.4375,67.0,994.3979166666668,162.64583333333334,20.762500000000006,26.4,13.4,0.0
2011-09-19,2.7458333333333322,240.54166666666666,52.541666666666664,1000.4374999999997,234.85416666666666,18.160416666666663,26.6,11.1,0.0
2011-09-20,2.470833333333333,261.7708333333333,64.91666666666667,1003.6270833333332,236.52083333333334,19.012500000000003,25.2,13.2,0.0
2011-09-21,2.0312499999999996,245.35416666666666,72.14583333333333,1002.4916666666667,236.91666666666666,20.633333333333336,28.2,13.4,0.0
2011-09-22,2.3895833333333334,230.70833333333334,73.52083333333333,1001.2541666666665,223.02083333333334,21.620833333333337,27.8,16.2,0.0
2011-09-23,2.352083333333333,244.02083333333334,75.8125,998.8166666666667,204.85416666666666,21.193749999999998,27.3,14.8,0.0
2011-09-24,1.4791666666666667,189.52083333333334,83.0,998.0874999999997,96.16666666666667,19.693749999999998,23.5,17.1,7.299999999999999
2011-09-25,2.139583333333333,259.6875,72.5,1002.225,226.41666666666666,19.752083333333335,26.4,14.5,0.0
2011-09-26,2.0645833333333337,236.83333333333334,71.375,1006.0520833333334,219.5625,20.539583333333336,28.1,14.2,0.0
2011-09-27,2.18125,246.85416666666666,64.39583333333333,1007.6104166666669,217.70833333333334,21.568749999999998,29.2,15.3,0.0
2011-09-28,2.033333333333333,227.33333333333334,60.020833333333336,1006.9458333333331,213.75,21.018749999999997,28.5,14.4,0.0
2011-09-29,2.16875,219.5625,63.354166666666664,1006.7729166666664,207.66666666666666,20.39791666666667,28.5,13.4,0.0
2011-09-30,2.0312499999999996,238.125,71.0625,1006.7583333333329,200.0625,19.572916666666668,26.2,12.7,0.0
2011-10-01,1.9416666666666673,221.54166666666666,72.70833333333333,1006.9854166666663,206.10416666666666,19.53541666666667,26.3,13.5,0.0
2011-10-02,1.9729166666666667,282.4791666666667,68.29166666666667,1006.9229166666665,214.9375,19.931250000000002,28.1,13.3,0.0
